tf,substrate,source,yeastract_sign,in_teufel
MSN2,RPB4,teufel,NA,1
CBF1,RPS21B,teufel,+,1
IFH1,RPS21B,teufel,NA,1
SFP1,RPS21B,teufel,NA,1
MSN2,RPS21B,teufel,NA,1
RAP1,RPS21B,teufel,+,1
CIN5,RPS21B,teufel,-,1
CBF1,LCB3,teufel,+,1
RFX1,LCB3,teufel,-,1
SFP1,LCB3,teufel,NA,1
RAP1,LCB3,teufel,+,1
STB5,RPE1,teufel,+,1
ABF1,RPE1,teufel,+,1
PHO4,PHO86,teufel,+,1
YHP1,ASF1,teufel,NA,1
CBF1,ASF1,teufel,+,1
MSN2,ASF1,teufel,+,1
RAP1,ASF1,teufel,-,1
TEC1,MDV1,teufel,NA,1
STE12,MDV1,teufel,NA,1
GAT1,GZF3,teufel,NA,1
YAP1,UTP10,teufel,NA,1
STE12,PRM10,teufel,NA,1
ABF1,PRM10,teufel,+,1
SKO1,PRM10,teufel,-,1
RLM1,PRM10,teufel,+,1
STE12,PAM16,teufel,NA,1
UME6,GSM1,teufel,-,1
STE12,GSM1,teufel,NA,1
UME6,MEF2,teufel,-,1
SKN7,GSH1,teufel,both,1
FKH1,GSH1,teufel,+,1
CBF1,GSH1,teufel,both,1
BAS1,GSH1,teufel,-,1
YAP1,GSH1,teufel,both,1
MSN2,GSH1,teufel,NA,1
MET4,GSH1,teufel,+,1
CIN5,GSH1,teufel,+,1
RAP1,PHS1,teufel,NA,1
RAP1,MRPL49,teufel,+,1
RFX1,RNR2,teufel,-,1
RAP1,RNR2,teufel,+,1
STE12,PET130,teufel,NA,1
RAP1,BBC1,teufel,NA,1
MSN2,YJL016W,teufel,NA,1
PHO4,VTC4,teufel,+,1
STE12,NOP9,teufel,NA,1
MSN2,CTK2,teufel,+,1
MSN2,CYR1,teufel,NA,1
HAP2,COX16,teufel,-,1
REB1,PRE3,teufel,+,1
RPN4,PRE3,teufel,both,1
PDR1,PRE3,teufel,+,1
CIN5,AVT1,teufel,+,1
YOX1,YJR003C,teufel,NA,1
STE12,SAG1,teufel,NA,1
PDR1,TDH2,teufel,+,1
ABF1,TDH2,teufel,+,1
GCR2,TDH2,teufel,NA,1
RAP1,TDH2,teufel,+,1
TYE7,TDH2,teufel,+,1
MET32,MET3,teufel,both,1
STE12,MET3,teufel,NA,1
CBF1,MET3,teufel,-,1
ABF1,MET3,teufel,NA,1
MET4,MET3,teufel,+,1
RAP1,MET3,teufel,NA,1
YAP1,YJR011C,teufel,both,1
HAL9,YJR011C,teufel,NA,1
GCN4,ILV3,teufel,+,1
STE12,ILV3,teufel,NA,1
LEU3,ILV3,teufel,both,1
ADR1,TES1,teufel,NA,1
STE12,TES1,teufel,NA,1
TEC1,BNA1,teufel,+,1
SUM1,BNA1,teufel,-,1
GCN4,BNA1,teufel,+,1
STE12,BNA1,teufel,NA,1
RAP1,BNA1,teufel,+,1
STE12,GEF1,teufel,NA,1
ABF1,NUP85,teufel,+,1
MSS11,NUP85,teufel,+,1
ARR1,VPS55,teufel,+,1
HSF1,SSC1,teufel,+,1
ABF1,SSC1,teufel,+,1
HSF1,TAH11,teufel,+,1
ABF1,TAH11,teufel,+,1
ACE2,TAH11,teufel,+,1
MSN2,TAH11,teufel,NA,1
STE12,ANB1,teufel,NA,1
HAP1,ANB1,teufel,NA,1
MOT3,ANB1,teufel,-,1
ROX1,ANB1,teufel,-,1
HAP3,CYC1,teufel,+,1
HSF1,CYC1,teufel,NA,1
HAP2,CYC1,teufel,both,1
STE12,CYC1,teufel,NA,1
ABF1,CYC1,teufel,both,1
HAP1,CYC1,teufel,both,1
YAP1,CYC1,teufel,NA,1
MOT3,CYC1,teufel,both,1
RAP1,CYC1,teufel,both,1
HAP5,CYC1,teufel,+,1
STE12,OSM1,teufel,NA,1
STE12,RAD7,teufel,NA,1
SOK2,HIT1,teufel,NA,1
MSN2,PTK2,teufel,NA,1
PHO4,CBF1,teufel,NA,1
ABF1,NTA1,teufel,+,1
YRM1,RFC2,teufel,NA,1
PHO4,OPI3,teufel,NA,1
RAP1,OPI3,teufel,+,1
INO4,OPI3,teufel,+,1
RAP1,MOG1,teufel,+,1
RAP1,HOC1,teufel,NA,1
ABF1,MIR1,teufel,+,1
HAP5,MIR1,teufel,+,1
HAP3,BNA2,teufel,-,1
SUM1,BNA2,teufel,-,1
ABF1,BNA2,teufel,-,1
MSN2,BNA2,teufel,+,1
FHL1,BNA2,teufel,NA,1
ABF1,BIR1,teufel,+,1
STE12,JSN1,teufel,NA,1
ASH1,JSN1,teufel,NA,1
RAP1,JSN1,teufel,NA,1
STE12,BUD4,teufel,NA,1
ASH1,BUD4,teufel,NA,1
STE12,FIP1,teufel,NA,1
ABF1,FIP1,teufel,NA,1
TEC1,RPL43B,teufel,-,1
SFP1,RPL43B,teufel,NA,1
SOK2,RPL43B,teufel,NA,1
RAP1,RPL43B,teufel,+,1
CIN5,RPL43B,teufel,-,1
ECM22,RSM26,teufel,-,1
SOK2,URA8,teufel,NA,1
INO4,URA8,teufel,+,1
SKN7,SOD1,teufel,NA,1
ABF1,SOD1,teufel,+,1
YAP1,SOD1,teufel,both,1
MSN2,SOD1,teufel,+,1
GCN4,CPA2,teufel,+,1
YAP1,CPA2,teufel,both,1
MSN2,CPA2,teufel,both,1
TEC1,YMR1,teufel,NA,1
STE12,YMR1,teufel,NA,1
YAP1,YMR1,teufel,+,1
INO4,YMR1,teufel,-,1
GCN4,YJR111C,teufel,NA,1
TEC1,RSM7,teufel,NA,1
MSN2,RSM7,teufel,NA,1
TEC1,YJR115W,teufel,NA,1
STE12,YJR115W,teufel,NA,1
ABF1,YJR115W,teufel,NA,1
SOK2,YJR115W,teufel,NA,1
MSN2,YJR115W,teufel,+,1
MSN2,ILM1,teufel,NA,1
MSN2,JHD2,teufel,+,1
STE12,YJR120W,teufel,NA,1
MSN2,YJR120W,teufel,NA,1
HAP2,ATP2,teufel,+,1
RDS2,ATP2,teufel,NA,1
IFH1,IBA57,teufel,NA,1
YAP1,IBA57,teufel,NA,1
CIN5,IBA57,teufel,+,1
FHL1,IBA57,teufel,NA,1
IFH1,RPS5,teufel,NA,1
SFP1,RPS5,teufel,NA,1
RAP1,RPS5,teufel,+,1
TEC1,RSF2,teufel,NA,1
STE12,RSF2,teufel,+,1
ABF1,RSF2,teufel,NA,1
SOK2,RSF2,teufel,NA,1
CIN5,RSF2,teufel,+,1
RAP1,NMD5,teufel,+,1
RAP1,TIM8,teufel,+,1
MET32,MET5,teufel,+,1
AFT1,MET5,teufel,NA,1
CBF1,MET5,teufel,+,1
ABF1,MET5,teufel,+,1
SOK2,MET5,teufel,NA,1
MET4,MET5,teufel,+,1
TYE7,MET5,teufel,+,1
MET31,MET5,teufel,+,1
SOK2,IML1,teufel,NA,1
RAP1,HOM6,teufel,+,1
ACE2,MGM101,teufel,NA,1
SFP1,MGM101,teufel,NA,1
GCN4,RPS4A,teufel,NA,1
PHO4,RPS4A,teufel,+,1
ACE2,RPS4A,teufel,+,1
IFH1,RPS4A,teufel,NA,1
SFP1,RPS4A,teufel,NA,1
MET4,RPS4A,teufel,NA,1
RAP1,RPS4A,teufel,+,1
GCN4,HMS2,teufel,+,1
STE12,HMS2,teufel,NA,1
CBF1,HMS2,teufel,both,1
ABF1,HMS2,teufel,+,1
ACE2,HMS2,teufel,+,1
IFH1,HMS2,teufel,NA,1
MSN2,HMS2,teufel,NA,1
RAP1,HMS2,teufel,+,1
FHL1,HMS2,teufel,NA,1
RTG3,BAT2,teufel,-,1
TEC1,BAT2,teufel,+,1
ADR1,BAT2,teufel,+,1
GLN3,BAT2,teufel,both,1
STB5,BAT2,teufel,+,1
SKN7,BAT2,teufel,+,1
HMS2,BAT2,teufel,NA,1
ABF1,BAT2,teufel,+,1
ACE2,BAT2,teufel,+,1
CIN5,BAT2,teufel,+,1
RDS2,BAT2,teufel,NA,1
STE12,AAD10,teufel,NA,1
SOK2,AAD10,teufel,NA,1
ABF1,SRY1,teufel,+,1
ADR1,JEN1,teufel,NA,1
ABF1,JEN1,teufel,+,1
BAS1,JEN1,teufel,-,1
MSN2,JEN1,teufel,+,1
RTG3,URA1,teufel,+,1
SWI6,URA1,teufel,NA,1
MSN2,URA1,teufel,NA,1
GCN4,TRP3,teufel,+,1
ABF1,TRP3,teufel,+,1
RPN4,UBA1,teufel,both,1
MSN2,UBA1,teufel,NA,1
YHP1,STE6,teufel,NA,1
STE12,STE6,teufel,NA,1
MSN2,STE6,teufel,-,1
CIN5,STE6,teufel,-,1
GCN4,ADD66,teufel,+,1
GCN4,LOS1,teufel,both,1
STE12,EAP1,teufel,NA,1
RAP1,EAP1,teufel,NA,1
TEC1,MNN4,teufel,NA,1
STE12,MNN4,teufel,NA,1
SPT23,PTK1,teufel,NA,1
RAP1,PTK1,teufel,+,1
FHL1,PTK1,teufel,NA,1
RPN4,YKT6,teufel,both,1
ABF1,ACP1,teufel,+,1
MSN2,ACP1,teufel,NA,1
STE12,HYM1,teufel,+,1
MCM1,MTR2,teufel,-,1
MBP1,ASH1,teufel,NA,1
SWI5,ASH1,teufel,+,1
ACE2,ASH1,teufel,+,1
SOK2,ASH1,teufel,NA,1
ABF1,LOT5,teufel,+,1
OPI1,FAS1,teufel,NA,1
ABF1,FAS1,teufel,+,1
MSN2,FAS1,teufel,-,1
RAP1,FAS1,teufel,both,1
INO4,FAS1,teufel,+,1
IFH1,RPL17A,teufel,NA,1
SFP1,RPL17A,teufel,NA,1
RAP1,RPL17A,teufel,+,1
STE12,COY1,teufel,NA,1
ZAP1,LST4,teufel,NA,1
ZAP1,ZRT3,teufel,+,1
ABF1,EBP2,teufel,NA,1
ABF1,MRPL38,teufel,+,1
ABF1,MRP49,teufel,both,1
HAC1,MCD4,teufel,+,1
TEC1,PIR1,teufel,NA,1
SWI5,PIR1,teufel,+,1
STE12,PIR1,teufel,NA,1
SKN7,PIR1,teufel,+,1
PHD1,PIR1,teufel,NA,1
ACE2,PIR1,teufel,+,1
SOK2,PIR1,teufel,NA,1
MCM1,PIR1,teufel,+,1
CIN5,PIR1,teufel,+,1
STE12,YKL162C,teufel,NA,1
SFP1,KDX1,teufel,NA,1
RAP1,KDX1,teufel,NA,1
RLM1,KDX1,teufel,+,1
TEC1,APE2,teufel,NA,1
STE12,APE2,teufel,NA,1
RAP1,APE2,teufel,-,1
IFH1,RPS27A,teufel,NA,1
SOK2,RPS27A,teufel,NA,1
RAP1,RPS27A,teufel,+,1
HSF1,GPM1,teufel,+,1
STE12,GPM1,teufel,NA,1
MSN2,GPM1,teufel,-,1
GCR2,GPM1,teufel,NA,1
RAP1,GPM1,teufel,+,1
GCR1,GPM1,teufel,both,1
ACE2,YKL151C,teufel,NA,1
RAP1,YKL151C,teufel,NA,1
ACE2,MCR1,teufel,NA,1
SKO1,MCR1,teufel,+,1
RPN4,RPT1,teufel,both,1
ABF1,RPC25,teufel,NA,1
SKO1,RPC25,teufel,+,1
ABF1,LTV1,teufel,+,1
SKN7,MRP8,teufel,NA,1
SPT23,MRP8,teufel,NA,1
ABF1,APL2,teufel,NA,1
STE12,PMU1,teufel,NA,1
STE12,PGM1,teufel,NA,1
MSN2,PGM1,teufel,-,1
CAD1,OAC1,teufel,+,1
RPH1,OAC1,teufel,+,1
STB5,OAC1,teufel,-,1
DAL81,OAC1,teufel,+,1
BAS1,OAC1,teufel,+,1
MSN2,OAC1,teufel,both,1
MSN2,SBA1,teufel,NA,1
MAL33,RAD27,teufel,NA,1
MBP1,RAD27,teufel,both,1
TEC1,KTI12,teufel,NA,1
CBF1,KTI12,teufel,+,1
TEC1,GFA1,teufel,NA,1
SWI4,GFA1,teufel,-,1
MSN2,GFA1,teufel,NA,1
MCM1,GFA1,teufel,+,1
TEC1,HSL1,teufel,NA,1
STE12,HSL1,teufel,NA,1
MSN2,HSL1,teufel,NA,1
CIN5,HSL1,teufel,+,1
STE12,MTC2,teufel,NA,1
PHD1,MTC2,teufel,NA,1
OAF1,CWP2,teufel,+,1
MBP1,CWP2,teufel,-,1
SWI4,CWP2,teufel,+,1
PDR1,CWP2,teufel,both,1
SKN7,CWP2,teufel,+,1
SWI6,CWP2,teufel,NA,1
SOK2,CWP2,teufel,NA,1
DAL82,CWP2,teufel,-,1
RLM1,CWP2,teufel,NA,1
TEC1,CWP1,teufel,+,1
MET32,CWP1,teufel,+,1
SWI4,CWP1,teufel,+,1
PDR1,CWP1,teufel,+,1
STE12,CWP1,teufel,+,1
SPT23,CWP1,teufel,NA,1
SWI6,CWP1,teufel,NA,1
SOK2,CWP1,teufel,NA,1
MSN2,CWP1,teufel,both,1
MET4,CWP1,teufel,NA,1
SKO1,CWP1,teufel,-,1
RAP1,CWP1,teufel,+,1
RLM1,CWP1,teufel,both,1
ABF1,YJU3,teufel,NA,1
PDR1,YKL091C,teufel,+,1
STE12,YKL091C,teufel,NA,1
SOK2,YKL091C,teufel,NA,1
YAP1,CUE2,teufel,NA,1
SOK2,CUE2,teufel,NA,1
YAP1,CYT2,teufel,NA,1
MSN2,MDH1,teufel,+,1
RAP1,MDH1,teufel,both,1
CIN5,MDH1,teufel,NA,1
ACE2,HOT13,teufel,NA,1
RAP1,HOT13,teufel,+,1
AFT1,RRP14,teufel,NA,1
REB1,TEF4,teufel,+,1
AFT1,TEF4,teufel,NA,1
RAP1,TEF4,teufel,+,1
TYE7,VMA5,teufel,+,1
ASH1,SMY1,teufel,NA,1
ABF1,DHR2,teufel,NA,1
GLN3,LHS1,teufel,-,1
HAC1,LHS1,teufel,both,1
ZAP1,LHS1,teufel,-,1
BAS1,LHS1,teufel,+,1
STE12,STB6,teufel,+,1
ACE2,NUP100,teufel,NA,1
CIN5,YNK1,teufel,+,1
ABF1,YKL063C,teufel,NA,1
SOK2,YKL063C,teufel,NA,1
IXR1,BLI1,teufel,+,1
TUP1,FBA1,teufel,NA,1
GCN4,FBA1,teufel,both,1
CBF1,FBA1,teufel,+,1
GCR2,FBA1,teufel,NA,1
RAP1,FBA1,teufel,+,1
TYE7,FBA1,teufel,+,1
RPN4,DEF1,teufel,-,1
OAF1,ASK1,teufel,+,1
OAF3,ASK1,teufel,NA,1
CIN5,ASK1,teufel,+,1
HSF1,SFK1,teufel,+,1
HAP1,SFK1,teufel,+,1
YOX1,SFK1,teufel,NA,1
MSN2,SFK1,teufel,NA,1
ABF1,DCW1,teufel,+,1
STE12,PRI2,teufel,NA,1
IXR1,PRI2,teufel,-,1
RAP1,PRI2,teufel,-,1
TEC1,PHD1,teufel,NA,1
SWI4,PHD1,teufel,+,1
STE12,PHD1,teufel,NA,1
SKN7,PHD1,teufel,NA,1
SPT23,PHD1,teufel,NA,1
SWI6,PHD1,teufel,NA,1
YAP1,PHD1,teufel,NA,1
YOX1,PHD1,teufel,NA,1
SOK2,PHD1,teufel,NA,1
MSN2,PHD1,teufel,-,1
FHL1,PHD1,teufel,NA,1
YAP1,NFU1,teufel,both,1
MCM1,NFU1,teufel,-,1
CAD1,PTM1,teufel,NA,1
MSN2,PTM1,teufel,NA,1
RAP1,PTM1,teufel,+,1
STE12,RGT1,teufel,NA,1
HSF1,UGP1,teufel,NA,1
SKN7,UGP1,teufel,+,1
MSN2,UGP1,teufel,+,1
SKO1,UGP1,teufel,+,1
CAD1,TTI1,teufel,+,1
RAP1,TTI1,teufel,+,1
TEC1,IXR1,teufel,NA,1
STE12,IXR1,teufel,NA,1
SKN7,IXR1,teufel,+,1
SOK2,IXR1,teufel,NA,1
CIN5,IXR1,teufel,+,1
RDS2,IXR1,teufel,NA,1
ROX1,IXR1,teufel,-,1
PDR1,MAE1,teufel,both,1
STE12,MAE1,teufel,NA,1
ABF1,MAE1,teufel,+,1
YAP1,MAE1,teufel,both,1
SOK2,MAE1,teufel,NA,1
RAP1,MAE1,teufel,+,1
RDS2,MAE1,teufel,NA,1
RAP1,TFA1,teufel,-,1
RPN4,GPX1,teufel,+,1
STE12,GPX1,teufel,NA,1
SFP1,GPX1,teufel,NA,1
CIN5,GPX1,teufel,NA,1
STE12,PAN3,teufel,NA,1
MSN2,URA6,teufel,+,1
STE12,CDC16,teufel,NA,1
ABF1,CDC16,teufel,NA,1
RAP1,HCS1,teufel,both,1
RPN4,ATP7,teufel,+,1
GCN4,ATP7,teufel,both,1
CBF1,ATP7,teufel,-,1
RAP1,ATP7,teufel,-,1
RPN4,PUT3,teufel,both,1
GCN4,PUT3,teufel,+,1
ABF1,URB1,teufel,NA,1
PDR3,ARC19,teufel,NA,1
DAL81,CCE1,teufel,+,1
RPN4,UFD4,teufel,both,1
RAP1,UFD4,teufel,-,1
HSF1,MRT4,teufel,+,1
GCR2,MRT4,teufel,NA,1
TYE7,MRT4,teufel,-,1
PDR3,LAC1,teufel,+,1
PDR1,LAC1,teufel,+,1
SKN7,LAC1,teufel,-,1
CBF1,LAC1,teufel,both,1
ABF1,LAC1,teufel,+,1
MSN2,LAC1,teufel,NA,1
ROX1,LAC1,teufel,-,1
PDR3,CAP1,teufel,both,1
MSS11,CAP1,teufel,+,1
SKO1,CAP1,teufel,+,1
TEC1,SFT1,teufel,NA,1
PHO2,SFT1,teufel,-,1
TEC1,RPL14A,teufel,-,1
IFH1,RPL14A,teufel,NA,1
SFP1,RPL14A,teufel,NA,1
RAP1,RPL14A,teufel,+,1
DAL82,RPL14A,teufel,-,1
ABF1,BYE1,teufel,-,1
STE12,MRP17,teufel,NA,1
MET32,MET14,teufel,both,1
MET28,MET14,teufel,NA,1
CBF1,MET14,teufel,both,1
SPT23,MET14,teufel,NA,1
MSN2,MET14,teufel,-,1
MET4,MET14,teufel,both,1
MAL33,MRPL13,teufel,NA,1
MAL33,MEH1,teufel,NA,1
OAF1,FOX2,teufel,NA,1
UME6,FOX2,teufel,-,1
ADR1,FOX2,teufel,+,1
ABF1,FOX2,teufel,NA,1
REB1,YKR011C,teufel,+,1
TEC1,YKR011C,teufel,NA,1
TEC1,PRY2,teufel,NA,1
SWI4,PRY2,teufel,+,1
STE12,PRY2,teufel,NA,1
SKN7,PRY2,teufel,+,1
PHD1,PRY2,teufel,NA,1
STE12,DBP7,teufel,NA,1
STE12,BCH2,teufel,NA,1
ABF1,SET3,teufel,NA,1
ABF1,GMH1,teufel,NA,1
TEC1,SPO14,teufel,NA,1
STE12,SPO14,teufel,NA,1
STE12,KAE1,teufel,NA,1
CIN5,KAE1,teufel,+,1
TEC1,GAP1,teufel,NA,1
YAP6,GAP1,teufel,NA,1
GLN3,GAP1,teufel,both,1
GZF3,GAP1,teufel,both,1
ABF1,GAP1,teufel,+,1
YAP1,GAP1,teufel,NA,1
SOK2,GAP1,teufel,NA,1
MSN2,GAP1,teufel,-,1
SKO1,GAP1,teufel,+,1
ACE2,YKR040C,teufel,NA,1
SWI4,UTH1,teufel,-,1
STE12,UTH1,teufel,NA,1
STB5,UTH1,teufel,+,1
SKN7,UTH1,teufel,+,1
ASH1,UTH1,teufel,NA,1
ACE2,UTH1,teufel,+,1
SFP1,UTH1,teufel,NA,1
YOX1,UTH1,teufel,NA,1
SOK2,UTH1,teufel,NA,1
RAP1,UTH1,teufel,-,1
RDS2,UTH1,teufel,NA,1
SKN7,UIP5,teufel,NA,1
HAP1,PET10,teufel,NA,1
CIN5,PET10,teufel,NA,1
ABF1,YKR047W,teufel,+,1
YRM1,TRK2,teufel,NA,1
GCN4,MRS4,teufel,-,1
AFT1,MRS4,teufel,both,1
YAP1,MRS4,teufel,both,1
MSN2,MRS4,teufel,NA,1
AFT2,MRS4,teufel,+,1
FKH1,DYN1,teufel,-,1
ARG81,RHO4,teufel,+,1
SWI4,TRM2,teufel,+,1
CBF1,TRM2,teufel,+,1
SWI6,TRM2,teufel,NA,1
ABF1,RPS21A,teufel,NA,1
SFP1,RPS21A,teufel,NA,1
RAP1,RPS21A,teufel,+,1
TYE7,RPS21A,teufel,-,1
TEC1,KTR2,teufel,+,1
STE12,KTR2,teufel,+,1
YAP1,KTR2,teufel,both,1
MSN2,KTR2,teufel,+,1
MSN2,TFA2,teufel,both,1
STE12,LAS1,teufel,NA,1
SKN7,CCP1,teufel,both,1
YAP1,CCP1,teufel,both,1
MSN2,CCP1,teufel,NA,1
CIN5,CCP1,teufel,+,1
YAP1,GPT2,teufel,both,1
MSN2,GPT2,teufel,+,1
CBF1,MET1,teufel,+,1
LEU3,MET1,teufel,both,1
YOX1,MET1,teufel,NA,1
YAP1,DRE2,teufel,both,1
ABF1,SIS2,teufel,NA,1
STE12,AIM29,teufel,NA,1
MSN2,AIM29,teufel,NA,1
CIN5,AIM29,teufel,+,1
TUP1,YKR075C,teufel,NA,1
ADR1,YKR075C,teufel,NA,1
SKN7,YKR075C,teufel,NA,1
IXR1,YKR075C,teufel,both,1
RGT1,YKR075C,teufel,NA,1
YAP1,YKR075C,teufel,both,1
IXR1,ECM4,teufel,-,1
RGT1,ECM4,teufel,NA,1
YAP1,ECM4,teufel,both,1
SOK2,ECM4,teufel,NA,1
MSN2,ECM4,teufel,+,1
BAS1,TRZ1,teufel,+,1
BAS1,MTD1,teufel,+,1
MSN2,MTD1,teufel,+,1
RAP1,OMA1,teufel,+,1
STE12,TGL4,teufel,-,1
MSN2,TGL4,teufel,+,1
TEC1,SRL3,teufel,+,1
STE12,SRL3,teufel,+,1
RLM1,SRL3,teufel,+,1
SWI4,SRP40,teufel,+,1
STE12,SRP40,teufel,+,1
RAP1,SRP40,teufel,+,1
ADR1,PTR2,teufel,NA,1
GLN3,PTR2,teufel,NA,1
SWI4,PTR2,teufel,-,1
STE12,PTR2,teufel,NA,1
SKN7,PTR2,teufel,+,1
DAL81,PTR2,teufel,+,1
YOX1,PTR2,teufel,NA,1
SOK2,PTR2,teufel,NA,1
MSN2,PTR2,teufel,+,1
SKO1,PTR2,teufel,+,1
RAP1,PTR2,teufel,NA,1
HAL9,PTR2,teufel,NA,1
CIN5,PTR2,teufel,+,1
HIR2,PTR2,teufel,NA,1
RDS2,PTR2,teufel,NA,1
IFH1,RPL40B,teufel,NA,1
RAP1,RPL40B,teufel,+,1
TEC1,SIR1,teufel,NA,1
TUP1,SIR1,teufel,NA,1
YAP6,SIR1,teufel,NA,1
STE12,SIR1,teufel,NA,1
SFP1,SIR1,teufel,NA,1
STE12,MHT1,teufel,NA,1
MET28,MMP1,teufel,NA,1
CBF1,MMP1,teufel,-,1
MET31,MMP1,teufel,both,1
STE12,GTT2,teufel,NA,1
YAP1,GTT2,teufel,both,1
MET32,YLL058W,teufel,+,1
MET4,YLL058W,teufel,+,1
YAP1,YLL056C,teufel,both,1
SOK2,YLL056C,teufel,NA,1
AFT1,FRE6,teufel,+,1
MSN2,FRE6,teufel,NA,1
RAP1,FRE6,teufel,+,1
YAP1,LDB18,teufel,both,1
MSN2,LDB18,teufel,NA,1
GCN4,YBT1,teufel,+,1
TUP1,RPL8B,teufel,NA,1
SFP1,RPL8B,teufel,NA,1
RAP1,RPL8B,teufel,+,1
MIG1,FPS1,teufel,-,1
UME6,UBI4,teufel,-,1
HSF1,UBI4,teufel,both,1
MSN2,UBI4,teufel,both,1
REB1,RIX7,teufel,-,1
GLN3,RIX7,teufel,-,1
RPH1,RIX7,teufel,-,1
ABF1,RIX7,teufel,+,1
AFT2,RIX7,teufel,-,1
PDR3,TPO1,teufel,both,1
PDR1,TPO1,teufel,both,1
SOK2,TPO1,teufel,NA,1
YRM1,TPO1,teufel,NA,1
GCN4,ISA1,teufel,both,1
HAP2,ISA1,teufel,-,1
HSF1,HSP104,teufel,both,1
FKH1,HSP104,teufel,+,1
YAP1,HSP104,teufel,both,1
MSN2,HSP104,teufel,+,1
SKO1,HSP104,teufel,+,1
HSF1,SSA2,teufel,+,1
STE12,SSA2,teufel,NA,1
YAP1,SSA2,teufel,both,1
MSN2,SSA2,teufel,-,1
HSF1,POM33,teufel,NA,1
RGT1,POM33,teufel,+,1
YAP1,POM33,teufel,both,1
MSN2,KNS1,teufel,+,1
RAP1,KNS1,teufel,-,1
FHL1,KNS1,teufel,NA,1
SKN7,DPS1,teufel,+,1
TEC1,BPT1,teufel,-,1
STE12,PUF3,teufel,NA,1
RFX1,YEH1,teufel,both,1
ABF1,SOF1,teufel,NA,1
PUT3,PSR1,teufel,+,1
GCN4,COX17,teufel,both,1
YRM1,DRS1,teufel,NA,1
RAP1,DNM1,teufel,+,1
YRM1,DNM1,teufel,NA,1
YAP1,NOC3,teufel,both,1
RAP1,CMS1,teufel,+,1
RAP1,SSL1,teufel,+,1
STE12,SSK1,teufel,NA,1
MSN2,SSK1,teufel,+,1
CIN5,SSK1,teufel,+,1
STE12,TEN1,teufel,NA,1
STE12,LOT6,teufel,NA,1
TEC1,IZH3,teufel,NA,1
YOX1,IZH3,teufel,NA,1
SOK2,IZH3,teufel,NA,1
RAP1,IZH3,teufel,NA,1
YRM1,IZH3,teufel,NA,1
ABF1,UBR2,teufel,NA,1
GCN4,AAT2,teufel,+,1
ABF1,AAT2,teufel,+,1
BAS1,ADE16,teufel,both,1
RAP1,ADE16,teufel,+,1
CIN5,ADE16,teufel,+,1
IFH1,RPL15A,teufel,NA,1
SFP1,RPL15A,teufel,NA,1
MCM1,RPL15A,teufel,-,1
RAP1,RPL15A,teufel,both,1
CIN5,RAD5,teufel,NA,1
AFT1,SMF3,teufel,both,1
RFX1,SMF3,teufel,-,1
MCM1,SMF3,teufel,+,1
MET4,SMF3,teufel,-,1
AFT2,SMF3,teufel,+,1
ROX1,SMF3,teufel,-,1
YRM1,PAU23,teufel,NA,1
CIN5,COX12,teufel,-,1
STE12,YLR040C,teufel,NA,1
TEC1,YLR042C,teufel,+,1
STE12,YLR042C,teufel,+,1
SOK2,YLR042C,teufel,NA,1
MSN2,YLR042C,teufel,NA,1
TUP1,PDC1,teufel,NA,1
ABF1,PDC1,teufel,NA,1
GCR2,PDC1,teufel,NA,1
RAP1,PDC1,teufel,+,1
GCR1,PDC1,teufel,+,1
GCN4,RPS0B,teufel,+,1
IFH1,RPS0B,teufel,NA,1
RAP1,RPS0B,teufel,+,1
FHL1,RPS0B,teufel,NA,1
RTG3,YLR049C,teufel,NA,1
SWI5,YLR049C,teufel,NA,1
HSF1,YLR050C,teufel,NA,1
YOX1,YLR050C,teufel,NA,1
PUT3,FCF2,teufel,-,1
ABF1,FCF2,teufel,NA,1
STE12,SPT8,teufel,+,1
MSN2,SPT8,teufel,-,1
ECM22,ERG3,teufel,both,1
HAP1,ERG3,teufel,NA,1
MSN2,ERG3,teufel,-,1
MCM1,ERG3,teufel,+,1
RDS2,ERG3,teufel,NA,1
ABF1,SHM2,teufel,+,1
BAS1,SHM2,teufel,both,1
PDR1,FRS1,teufel,both,1
BAS1,FRS1,teufel,+,1
AFT1,RPL22A,teufel,+,1
STE12,RPL22A,teufel,NA,1
BAS1,RPL22A,teufel,+,1
IFH1,RPL22A,teufel,NA,1
SFP1,RPL22A,teufel,NA,1
RAP1,RPL22A,teufel,+,1
HSF1,PER33,teufel,NA,1
MET28,FYV7,teufel,NA,1
STE12,RFU1,teufel,NA,1
YAP1,BUD20,teufel,both,1
YOX1,BUD20,teufel,NA,1
MSN2,BUD20,teufel,both,1
RAP1,BUD20,teufel,-,1
IFH1,RPL10,teufel,NA,1
SFP1,RPL10,teufel,NA,1
YAP1,RPL10,teufel,both,1
RAP1,RPL10,teufel,+,1
TUP1,YLR076C,teufel,NA,1
RAP1,YLR076C,teufel,+,1
YAP1,FMP25,teufel,both,1
YRM1,BOS1,teufel,NA,1
SWI5,SIC1,teufel,+,1
ACE2,SIC1,teufel,+,1
STE12,RAX2,teufel,NA,1
FKH2,RAX2,teufel,-,1
CIN5,ALT1,teufel,+,1
STE12,XDJ1,teufel,NA,1
MSN2,XDJ1,teufel,NA,1
MET32,SUL2,teufel,+,1
MET28,SUL2,teufel,NA,1
