substrate,tf,alpha
CMR3,HIR2,0.105657
CMR3,MSN2,0.000000
CMR3,PHD1,0.000000
CMR3,PIP2,0.000000
CMR3,STE12,0.000000
CMR3,TEC1,0.000000
CMR3,TUP1,0.088035
CMR3,YAP1,0.000000
CMS1,RAP1,0.278871
COA4,STE12,-0.111852
COG2,STE12,-0.233594
COG3,STE12,-0.241605
COG7,INO4,0.070864
COQ6,MSN2,-0.205141
COR1,GCN4,0.038112
COR1,HAP4,0.122975
COR1,MSN2,0.000000
COR1,SOK2,-0.007567
COR1,YAP1,-0.074465
COS1,ABF1,-0.098871
COS1,GAL4,0.026956
COS1,ZAP1,-0.261840
COS10,RAP1,-0.170920
COS10,YAP1,-0.040157
COS12,RAP1,-0.034977
COS12,STE12,0.138566
COS3,GAL4,0.006802
COS3,SWI4,0.000000
COS4,ABF1,-0.253065
COS4,SOK2,-0.088348
COS6,ABF1,-0.085944
COS6,FLO8,0.000000
COS6,MSN4,0.093599
COS6,PDR1,0.000000
COS6,RAP1,-0.310289
COS6,SWI4,0.050232
COS6,ZAP1,-0.036124
COS7,CRZ1,0.040394
COS7,PDR3,-0.083078
COS7,STE12,0.222831
COS8,RAP1,-0.175557
COS8,RGM1,-0.222765
COS8,STE12,0.000000
COS8,SWI4,-0.124975
COT1,AFT1,0.177744
COT1,AFT2,-0.145416
COT1,MET4,0.000000
COX11,FHL1,0.328789
COX11,IFH1,-0.051480
COX11,RAP1,0.101714
COX12,CIN5,0.067148
COX12,HAP4,0.303943
COX13,HAP2,0.233890
COX13,HAP4,0.353712
COX13,STE12,-0.182553
COX14,AFT1,-0.112157
COX15,HAP1,0.010426
COX16,HAP2,0.299821
COX17,GCN4,-0.091192
COX19,SKN7,-0.059047
COX20,FHL1,0.000000
COX20,MSN2,-0.023575
COX4,ADR1,-0.036588
COX4,HAP4,0.254119
COX5A,FLO8,0.061481
COX5A,HAP2,0.129044
COX5A,HAP4,0.108888
COX5B,IXR1,-0.381870
COX5B,ROX1,-0.062027
COX6,ABF1,0.000000
COX6,HAP2,0.287521
COX6,HAP3,0.212988
COX6,HAP4,0.338597
COX6,HAP5,0.000000
COX6,RTG3,0.000000
COX7,HAP2,0.197651
COX7,HAP4,0.342418
COX8,HAP2,0.115183
COX8,HAP4,0.356097
COX9,HAP2,0.008485
COX9,HAP4,0.222562
CPA1,ARG80,0.083441
CPA1,ARG81,0.126977
CPA1,GCN4,0.149865
CPA1,MSN2,0.000000
CPA1,RAP1,-0.272480
CPA2,GCN4,-0.001864
CPA2,MSN2,0.040865
CPA2,YAP1,-0.125435
CPR1,ABF1,-0.333597
CPR1,HSF1,-0.023978
CPR1,MSN2,0.000000
CPR1,RAP1,-0.022955
CPR1,ROX1,-0.064849
CPR1,SKN7,-0.203058
CPR4,MSN2,-0.257232
CPR4,RAP1,0.000000
CPR5,ABF1,-0.331405
CPR6,HSF1,0.034504
CPR8,STE12,0.082473
CPR8,SWI4,0.301282
CPS1,GLN3,0.096275
CPT1,INO2,-0.127167
CPT1,PIP2,-0.062956
CRF1,CIN5,0.230743
CRF1,MET32,0.000000
CRH1,ASH1,0.161055
CRH1,MCM1,-0.003054
CRH1,MSN2,-0.091203
CRH1,RLM1,0.010310
CRH1,SOK2,0.154506
CRH1,SWI5,0.096432
CRH1,TEC1,0.329272
CRM1,STE12,0.061664
CRM1,TEC1,-0.098647
CRR1,AFT1,0.176354
CRR1,SUM1,0.103993
CRZ1,PHO4,-0.097937
CRZ1,YRM1,-0.108885
CSG2,MCM1,-0.025673
CSG2,RAP1,-0.055552
CSH1,ABF1,-0.335849
CSH1,SKO1,0.000101
CSI2,ASH1,0.014507
CSI2,SWI4,0.394715
CSI2,SWI6,-0.071783
CSI2,TEC1,0.362341
CSL4,MCM1,0.102150
CSM1,MSN2,0.048251
CSM2,RAP1,-0.287422
CSM4,ADR1,0.051780
CSN9,GCR2,0.148711
CSN9,HMS1,-0.114634
CSN9,SFP1,0.048262
CSN9,STE12,0.000000
CSN9,THI2,0.039332
CSN9,YAP1,0.000000
CSR1,ABF1,0.338971
CSR1,AFT1,0.031519
CSR1,REB1,-0.251290
CST6,STE12,-0.081153
CTA1,ABF1,-0.057393
CTA1,ADR1,0.093050
CTA1,MSN2,0.027702
CTA1,OAF1,0.000000
CTA1,PIP2,0.000000
CTA1,YAP1,-0.021142
CTF19,AFT1,0.225997
CTF19,BAS1,0.129833
CTF19,HAP3,-0.040055
CTF19,PHO4,-0.022507
CTF4,STE12,0.258566
CTH1,SFP1,-0.235520
CTK2,MSN2,0.147405
CTR1,MAC1,-0.304859
CTR1,MSN2,0.183812
CTR1,MSN4,0.000000
CTR2,MAC1,-0.049838
CTR3,MAC1,-0.178524
CTR3,MAL33,-0.103842
CTR3,STE12,0.097000
CTS1,ACE2,0.245415
CTS1,FKH1,-0.370958
CTS1,MSN2,-0.237580
CTS1,PIP2,-0.276989
CTS1,RAP1,0.037470
CTS1,STE12,0.181466
CTS1,SWI5,0.444865
CTT1,HAP1,0.025777
CTT1,HOT1,-0.038665
CTT1,MSN2,0.000000
CTT1,MSN4,-0.011816
CTT1,SKN7,-0.167932
CTT1,SOK2,-0.056735
CTT1,STE12,-0.037525
CUE1,DAL82,0.025025
CUE2,SOK2,0.144334
CUE2,YAP1,-0.234726
CUE4,ACE2,0.000000
CUE4,MBP1,-0.192064
CUE4,SKN7,0.000000
CUR1,YAP1,-0.098925
CUR1,YRM1,0.069511
CUS1,ADR1,0.248323
CUS1,TEC1,-0.177382
CWC2,YOX1,0.103819
CWH41,STE12,0.196643
CWH43,TEC1,0.079018
CWP1,MET32,0.000000
CWP1,MET4,-0.186853
CWP1,MSN2,-0.114027
CWP1,PDR1,-0.021608
CWP1,RAP1,-0.136099
CWP1,RLM1,-0.212371
CWP1,SKO1,0.169717
CWP1,SMP1,0.000000
CWP1,SOK2,0.000000
CWP1,SPT23,0.000000
CWP1,STE12,-0.078431
CWP1,SWI4,0.115033
CWP1,SWI6,0.217229
CWP1,TEC1,0.000000
CWP2,DAL82,-0.162472
CWP2,MBP1,0.093425
CWP2,OAF1,-0.276314
CWP2,PDR1,0.000000
CWP2,RLM1,-0.045283
CWP2,SKN7,0.000000
CWP2,SOK2,0.000000
CWP2,SWI4,0.327182
CWP2,SWI6,0.135023
CYB2,ADR1,0.075337
CYB2,HAP1,-0.103063
CYB2,STE12,-0.030496
CYB2,YRM1,0.000000
CYB5,HAP1,-0.122480
CYC1,ABF1,0.064249
CYC1,HAP1,-0.168063
CYC1,HAP2,-0.016504
CYC1,HAP3,0.095606
CYC1,HAP4,0.372009
CYC1,HAP5,0.121783
CYC1,HSF1,-0.283144
CYC1,MOT3,0.062780
CYC1,RAP1,0.000000
CYC1,STE12,-0.154335
CYC1,YAP1,0.000000
CYC3,MCM1,0.000000
CYC3,MSN2,-0.134854
CYC3,STE12,0.018606
CYC3,TUP1,0.177430
CYC7,CIN5,0.259042
CYC7,HAP1,0.094841
CYC7,ROX1,-0.173857
CYK3,SWI5,0.599580
CYM1,MSN2,0.127596
CYR1,MSN2,-0.212204
CYS3,MET28,0.073795
CYS3,MET31,-0.221362
CYS3,MET32,0.000000
CYS3,MET4,-0.189735
CYS3,XBP1,-0.067107
CYS3,YAP1,-0.095786
CYS3,YAP7,0.034426
CYS4,CBF1,0.109377
CYS4,MET32,-0.042849
CYS4,MSN2,0.000000
CYS4,YAP1,-0.123055
CYT1,CBF1,0.066685
CYT1,HAP1,-0.071697
CYT1,HAP2,0.175474
CYT1,HAP3,-0.066070
CYT1,HAP4,0.355037
CYT1,HAP5,0.000000
CYT1,STE12,-0.275363
CYT2,YAP1,0.185296
DAK1,SKO1,-0.024152
DAK2,STE12,0.068631
DAL1,DAL82,0.086856
DAL1,GCN4,0.072381
DAL1,GLN3,-0.080044
DAL1,STE12,0.000000
DAL1,SUM1,0.000000
DAL1,TEC1,0.000000
DAL2,DAL81,0.000000
DAL2,GLN3,0.000000
DAL2,STE12,0.024130
DAL3,DAL80,0.000000
DAL3,DAL81,-0.307730
DAL3,GLN3,-0.016035
DAL3,LEU3,-0.104707
DAL4,DAL81,-0.169004
DAL4,GLN3,0.000000
DAL4,STE12,-0.012177
DAL4,TEC1,0.063467
DAL5,GAT1,0.272752
DAL5,GCN4,0.003582
DAL5,GLN3,0.061998
DAL7,DAL80,0.000000
DAL7,DAL81,0.018703
DAL7,DAL82,0.000000
DAL7,GLN3,-0.131082
DAL7,HSF1,0.109626
DAL7,LEU3,0.006751
DAL7,RAP1,-0.158828
DAL7,TEC1,-0.037548
DAL80,DAL80,0.337668
DAL80,GLN3,0.000000
DAL80,STE12,0.028196
DAL80,SUM1,0.105314
DAL80,TEC1,-0.016146
DAL81,ABF1,0.366688
DAN1,ABF1,0.000000
DAN1,STE12,0.020638
DAN4,RAP1,0.000000
DAN4,SOK2,0.000000
DAN4,SPT23,0.000000
DAN4,YAP1,0.000000
DAN4,YRM1,0.038619
DAP1,CIN5,-0.014320
DAP1,RAP1,-0.161398
DAP1,TEC1,0.053498
DAP1,YAP1,-0.176393
DAS1,MAC1,0.113904
DAS2,BAS1,0.376952
DBF2,YOX1,-0.165567
DBF20,GCN4,0.116105
DBF20,STE12,-0.008527
DBP2,AFT1,0.300875
DBP2,PUT3,-0.053896
DBP8,ASH1,-0.126434
DBP8,YAP1,-0.090450
DBP9,ABF1,0.305172
DBP9,SWI5,-0.086503
DCG1,GLN3,-0.033599
DCI1,STE12,-0.217717
DCN1,SIP4,-0.018731
DCS1,SPT23,-0.205152
DCS2,MSN4,0.000000
DCS2,PDR1,-0.100147
DCS2,SOK2,-0.055581
DCS2,YAP1,0.000000
DCV1,STE12,0.239658
DCW1,ABF1,-0.202515
DDI1,ASH1,0.016705
DDI1,RPN4,-0.032254
DDR2,CIN5,-0.088730
DDR2,MET4,0.000000
DDR2,MSN2,0.198537
DDR2,MSN4,0.143225
DDR2,RAP1,0.102438
DDR2,SKN7,-0.396644
DDR2,SOK2,-0.472327
DDR2,STE12,-0.066904
DDR2,XBP1,0.192822
DDR2,YAP1,0.000000
DDR48,MSN2,-0.025288
DDR48,MSN4,-0.007841
DDR48,RIM101,0.188439
DDR48,SKN7,-0.137641
DDR48,SOK2,0.030074
DDR48,STE12,-0.034009
DDR48,SWI5,-0.257364
DDR48,TEC1,0.107894
DDR48,XBP1,0.138830
DDR48,YAP1,-0.012658
DED1,GCN4,0.000000
DED1,PDR3,0.057093
DED1,STE12,0.140409
DED81,GCN4,0.010006
DFG10,ABF1,-0.151454
DFG16,STE12,0.169943
DFG16,TEC1,-0.092447
DFM1,ABF1,-0.135075
DFM1,PHO4,0.010661
DFR1,ABF1,0.075521
DFR1,SMP1,-0.271657
DHR2,ABF1,0.339896
DIA1,ABF1,-0.025707
DIA1,MSN2,-0.109654
DIA1,YAP1,0.047992
DIA3,MSN2,-0.056719
DIA3,STE12,-0.128751
DIC1,ADR1,0.010989
DIC1,CAT8,0.008428
DIF1,FKH2,-0.063303
DIF1,RAP1,0.256039
DIF1,STE12,0.007255
DIG1,PHD1,-0.087724
DIG1,SOK2,-0.017552
DIG1,STE12,0.000000
DIN7,MBP1,0.000000
DIN7,SWI6,-0.095593
DIP5,ADR1,0.080857
DIP5,ASH1,0.135121
DIP5,GLN3,-0.052870
DIP5,MSN2,-0.131571
DIP5,PDR1,0.031709
DIP5,ROX1,0.131225
DIP5,SOK2,0.138086
DIP5,STP1,-0.078975
DIS3,DAL82,-0.030840
DIT1,YAP5,0.034658
DLD1,CAT8,0.264949
DLD1,CIN5,0.160416
DLD1,HAP1,0.000000
DLD1,MSN2,0.000000
DLD1,SWI5,-0.142603
DLD2,STE12,-0.161072
DLD3,MSN2,-0.077528
DLD3,RAP1,-0.321732
DLD3,RTG3,0.049590
DLD3,SOK2,0.223207
DMA2,SIP4,0.109615
DMC1,STE12,-0.110746
DMC1,UME6,0.017950
DOA4,MSN2,0.037234
DOG1,ABF1,-0.161911
DOM34,MSN2,0.301133
DOS2,DAL82,0.047000
DOT6,ABF1,0.179748
DOT6,MSN2,-0.028520
DOT6,SOK2,-0.034239
DPB2,MBP1,-0.048125
DPL1,MCM1,-0.268711
DPL1,STE12,-0.002099
DPP1,ABF1,-0.199478
DPP1,INO4,0.118091
DPS1,SKN7,0.170517
DPS1,XBP1,0.286709
DRE2,YAP1,-0.136715
DRS1,YRM1,0.056123
DSE1,ACE2,0.272231
DSE1,CAD1,-0.097794
DSE1,CIN5,0.000000
DSE1,FKH1,-0.328231
DSE1,MBP1,-0.222223
DSE1,STE12,0.174786
DSE1,SWI5,0.570156
DSE2,ACE2,0.000000
DSE2,FKH1,-0.319762
DSE2,RLM1,-0.109690
DSE2,STE12,0.334466
DSE2,SWI5,0.742690
DSE3,ACE2,0.184444
DSE3,SWI5,0.519325
DSE3,YAP1,-0.028295
DSE4,ACE2,0.299574
DSE4,MSN2,-0.174701
DSE4,STE12,0.019457
DSE4,SWI5,0.479438
DSE4,YOX1,-0.042866
DSF1,MIG1,-0.118515
DSF1,MIG2,-0.017984
DSF1,PUT3,-0.062656
DSF1,ROX1,-0.301565
DSF1,STE12,0.008245
DSF2,STE12,0.172841
DSF2,TEC1,0.000000
DSN1,STE12,-0.000329
DSS1,GCN4,-0.066809
DTR1,SUM1,0.000000
DTR1,YAP1,0.037568
DUF1,STE12,0.074153
DUG1,FKH1,-0.316005
DUG3,MET32,-0.112519
DUG3,RAP1,-0.029757
DUN1,MBP1,-0.199486
DUN1,SWI6,-0.040515
DUR1_2,DAL81,0.004195
DUR1_2,GLN3,0.187884
DUR3,GLN3,-0.202026
DUR3,LEU3,-0.111329
DUR3,PDR1,0.032518
DUR3,RAP1,-0.431458
DUR3,SOK2,0.362448
DUR3,STE12,-0.190912
DUR3,TEC1,0.000000
DUR3,TUP1,0.045201
DUS3,MSN2,0.377991
DUS3,RAP1,0.020339
DUS3,TEC1,-0.100250
DXO1,RPN4,0.339606
DYN1,FKH1,0.315388
EAP1,RAP1,0.107262
EAP1,STE12,0.022715
EBP2,ABF1,0.258647
EBP2,PIP2,0.187741
ECI1,OAF1,0.068669
ECI1,PIP2,-0.152567
ECL1,HSF1,0.082908
ECL1,LEU3,0.000000
ECL1,MSN2,-0.044897
ECL1,ROX1,0.000000
ECL1,SOK2,0.460618
ECL1,STE12,0.000000
ECM1,ADR1,0.183554
ECM1,YOX1,0.274491
ECM10,STE12,-0.216012
ECM11,TEC1,-0.085975
ECM13,ASH1,-0.130749
ECM13,CIN5,0.000000
ECM13,GCN4,-0.087244
ECM13,MSN2,0.067329
ECM13,PDR3,0.141415
ECM13,RAP1,-0.291616
ECM13,SOK2,0.000000
ECM13,TEC1,-0.224551
ECM13,YAP1,-0.074434
ECM2,SKO1,0.214473
ECM2,YJL206C,0.000000
ECM22,ABF1,0.109416
ECM22,STE12,0.146430
ECM25,ABF1,0.046211
ECM30,STE12,0.096242
ECM32,ACE2,0.145868
ECM32,GCN4,-0.013572
ECM33,MCM1,0.000000
ECM33,MSN2,-0.018784
ECM33,RAP1,0.270523
ECM33,STE12,0.026874
ECM33,TEC1,0.040638
ECM38,ASH1,0.000000
ECM38,CBF1,-0.027629
ECM38,MSN2,0.000000
ECM38,STE12,-0.060574
ECM38,SWI4,-0.227849
ECM38,SWI6,-0.188292
ECM38,TUP1,-0.253376
ECM38,YAP1,-0.116035
ECM4,IXR1,-0.295408
ECM4,MSN2,0.000000
ECM4,RGT1,0.019623
ECM4,SOK2,0.000000
ECM4,YAP1,-0.063866
EDC2,ABF1,-0.260728
EDC2,HSF1,0.000000
EDC2,RAP1,-0.016334
EDC2,SOK2,-0.096280
EDS1,RAP1,-0.077787
EEB1,SOK2,-0.172234
EFB1,ABF1,0.166578
EFB1,HSF1,0.216735
EFB1,RAP1,0.204689
EFT2,SOK2,-0.073320
EGD1,RAP1,-0.000988
EGD2,ACE2,0.037815
EGD2,ROX1,-0.175056
EGT2,ACE2,0.288995
EGT2,MCM1,0.060609
EGT2,MSN2,-0.168195
EGT2,RAP1,-0.007107
EGT2,SOK2,-0.087381
EGT2,SWI5,0.428285
EGT2,YAP1,0.072981
EHD3,STE12,-0.022816
EHT1,INO4,0.399717
EHT1,YAP1,0.053631
EIS1,MCM1,-0.040821
EIS1,MSN2,0.138614
EIS1,YRM1,-0.072102
EKI1,INO2,-0.232761
EKI1,INO4,-0.174756
ELA1,STE12,0.020486
ELO1,ASH1,0.398166
ELO1,FLO8,0.000000
ELO1,GCR2,0.012305
ELO1,MBP1,0.052435
ELO1,MSN2,-0.181392
ELO1,NRG1,0.011016
ELO1,SWI4,-0.123601
ELO1,SWI6,0.073441
ELP2,CBF1,0.020078
ELP3,SFP1,0.206065
EMG1,SWI4,0.152382
EMI1,MSN2,-0.074580
EMI2,FHL1,-0.177765
EMI2,MSN2,-0.182638
EMI2,PDR1,0.117490
EMI2,SOK2,-0.258513
EMP46,ASH1,-0.001972
EMP47,TEC1,-0.093030
ENA1,CRZ1,0.118275
ENA1,GAT1,0.055854
ENA1,GLN3,-0.048453
ENA1,MSN2,-0.252114
ENA1,NRG1,0.007467
ENA1,SKO1,0.000000
ENA1,STE12,0.000000
ENA1,TEC1,0.000000
ENA1,YAP1,0.000000
ENA2,CST6,0.043823
ENA2,SFP1,-0.117264
ENA5,YRM1,-0.135391
ENB1,AFT1,0.102934
ENB1,AFT2,-0.435259
ENB1,TUP1,0.106701
ENO1,CBF1,0.000000
ENO1,CIN5,0.172933
ENO1,GCR1,0.000000
ENO1,INO4,0.178190
ENO1,MET4,-0.181663
ENO1,MSN2,-0.215296
ENO1,PDR1,0.146465
ENO1,PHO4,0.000000
ENO1,RAP1,0.050391
ENO1,SOK2,-0.164672
ENO1,SWI5,0.000000
ENO1,TYE7,-0.047494
ENO2,GCR1,0.000000
ENO2,GCR2,0.087168
ENO2,HSF1,0.040511
ENO2,RAP1,0.207485
ENO2,SOK2,-0.320846
ENO2,ZAP1,-0.005496
ENT4,RAP1,0.204699
ENT4,STE12,0.134817
ENV11,MSN2,0.134559
ENV11,MSN4,-0.166085
ENV9,SKN7,-0.117709
ENV9,SWI6,0.319103
EPL1,MSN2,0.416281
EPT1,ABF1,-0.172612
EPT1,RAP1,-0.124195
ERC1,PHO4,0.132645
ERC1,RAP1,0.066038
ERC1,TUP1,0.106771
ERG1,RAP1,-0.116920
ERG11,HAP1,0.000000
ERG11,PIP2,0.171391
ERG11,RAP1,0.000000
ERG11,SOK2,0.000000
ERG11,STE12,0.035895
ERG11,YAP1,-0.009913
ERG12,REB1,-0.270928
ERG12,YRM1,0.038610
ERG13,HAP1,-0.017629
ERG13,RAP1,-0.202175
ERG2,ECM22,-0.084391
ERG2,HAP1,0.000000
ERG2,HCM1,-0.058974
ERG2,MOT3,-0.076491
ERG2,MSN2,0.001803
ERG2,UPC2,-0.175488
ERG20,CBF1,0.000000
ERG20,INO4,0.580086
ERG24,DAL82,0.137919
ERG25,RAP1,-0.164168
ERG25,SOK2,0.000000
ERG25,STE12,0.128974
ERG25,SWI5,-0.009449
ERG25,TEC1,-0.188818
ERG25,YAP1,0.199313
ERG27,PDR1,0.163528
ERG28,CBF1,-0.086646
ERG28,ECM22,0.116929
ERG28,MSN2,0.000000
ERG28,RFX1,0.000000
ERG28,RPN4,-0.286295
ERG28,SOK2,-0.171581
ERG28,YAP1,0.000000
ERG3,ECM22,0.000000
ERG3,HAP1,-0.212789
ERG3,MCM1,-0.213635
ERG3,MSN2,0.000000
ERG3,RDS2,-0.016485
ERG4,ECM22,-0.141425
ERG4,GCR1,0.000000
ERG4,RPN4,0.000000
ERG5,HAP1,-0.078621
ERG5,RAP1,-0.030926
ERG5,SOK2,0.017967
ERG5,YAP1,0.000000
ERG6,ACE2,-0.203505
ERG6,MSN2,0.038728
ERG6,MSN4,-0.049588
ERG8,CAD1,0.376789
ERG8,HAP1,0.000000
ERG9,ASH1,0.000000
ERG9,HAP1,0.064795
ERG9,MSN2,-0.192614
ERO1,HSF1,0.000000
ERO1,MSN2,-0.154018
ERO1,YAP1,0.000000
ERO1,YRM1,-0.095395
ERP2,ABF1,0.056755
ERP2,MSN2,-0.267431
ERP5,YHP1,-0.454722
ERR3,SOK2,-0.137949
ERV15,CIN5,0.159634
ERV25,ABF1,0.039821
ERV46,ABF1,0.165947
ESBP6,ARO80,0.006499
ESBP6,FHL1,-0.057994
ESBP6,GCN4,-0.107534
ESC8,ABF1,-0.130260
ESC8,MBP1,-0.074390
ESF1,ABF1,0.179584
ESF1,MSN2,0.165582
ESF1,STE12,0.026326
ESF1,TEC1,-0.053115
ESF1,YRM1,0.000000
ESF2,SFP1,0.116150
ESL2,SOK2,0.217772
ESL2,STE12,0.058674
ESL2,TUP1,0.209001
EST3,STE12,-0.132019
EUG1,HAC1,0.018507
EXG1,ACE2,0.337071
EXG1,MSN2,-0.146275
EXG1,RAP1,-0.121977
EXG1,RLM1,-0.028907
EXG1,SKO1,0.000000
EXG1,SOK2,0.000000
EXG1,SWI4,0.484197
EXG1,SWI5,0.000000
EXG1,SWI6,-0.032632
EXG2,TEC1,0.202908
EXO5,ABF1,0.042941
FAA1,CIN5,0.076000
FAA1,INO2,-0.003871
FAA1,MSN2,-0.089478
FAA1,RAP1,-0.176996
FAA1,SOK2,-0.015635
FAA1,SPT23,0.109663
FAA2,ADR1,0.000000
FAA2,OAF1,0.031132
FAA2,PIP2,0.000000
FAA3,ACE2,0.485954
FAA3,SOK2,-0.012405
FAA3,STE12,0.060721
FAA3,SWI5,0.153002
FAA4,RFX1,0.221397
FAA4,SPT23,0.016987
FAF1,RAP1,0.263746
FAL1,RAP1,0.125468
FAR1,MCM1,0.075401
FAR1,STE12,0.127378
FAR3,STE12,-0.125518
FAR3,TEC1,-0.171515
FAR8,INO4,0.074734
FAS1,ABF1,-0.417603
FAS1,INO2,-0.178561
FAS1,INO4,-0.445254
FAS1,MSN2,-0.058315
FAS1,OPI1,-0.103065
FAS1,RAP1,0.155005
FAS2,INO2,-0.090768
FAS2,INO4,0.000000
FAS2,OPI1,-0.070197
FAS2,RAP1,0.000000
FAS2,STE12,-0.095877
FAS2,TUP1,-0.024142
FAT1,MCM1,0.083847
FAT3,ABF1,-0.183948
FAT3,ADR1,0.098015
FAT3,CIN5,0.085525
FAU1,SFP1,0.117202
FAU1,THI2,0.000000
FBA1,CBF1,-0.092142
FBA1,GCN4,-0.222799
FBA1,GCR2,0.000000
FBA1,RAP1,0.212401
FBA1,TUP1,0.108399
FBA1,TYE7,-0.089542
FBP1,ADR1,-0.132947
FBP1,CAT8,0.032081
FBP1,MIG1,0.000000
FBP1,MSN2,0.000000
FBP1,STE12,0.000000
FCF1,ABF1,0.305548
FCF1,MSN2,0.084261
FCF2,ABF1,0.145635
FCF2,PUT3,0.058921
FCY2,MSN2,-0.000998
FCY2,RAP1,0.005040
FCY2,TUP1,0.000000
FCY22,YRM1,-0.036506
FDH1,MCM1,0.000000
FDH1,RAP1,0.001120
FES1,HSF1,0.000000
FES1,MSN2,0.000000
FES1,SPT23,0.147237
FES1,YAP5,-0.045230
FET3,AFT1,0.271335
FET3,AFT2,-0.302705
FET3,MSN2,0.164991
FET3,STE12,-0.088394
FET4,AFT1,0.228961
FET4,CBF1,0.000000
FET4,MAC1,0.000000
FET4,MSN2,0.018541
FET4,RIM101,-0.319797
FET4,ROX1,-0.121911
FET4,SKN7,0.122714
FET4,STE12,0.000000
FET4,TEC1,0.164684
FET5,AFT2,-0.186103
FHN1,STE12,0.005624
FIG1,STE12,0.200959
FIG1,SUM1,0.000000
FIG1,TEC1,0.083679
FIG4,MSN2,0.030089
FIN1,ABF1,0.418682
FIP1,ABF1,-0.020623
FIP1,STE12,-0.111998
FIR1,RAP1,0.384489
FIT1,AFT2,-0.210485
FIT2,AFT1,0.287539
FIT2,ASH1,-0.231615
FIT2,CIN5,0.027426
FIT2,LEU3,-0.404350
FIT2,MSN4,0.000000
FIT2,RAP1,-0.067029
FIT3,AFT1,0.150253
FIT3,AFT2,-0.084159
FIT3,PUT3,0.180146
FKH2,RAP1,0.277042
FKS1,MSN2,-0.087732
FKS1,RAP1,-0.261998
FKS1,RLM1,-0.062076
FKS1,SOK2,0.158147
FKS1,STE12,0.154796
FKS1,SWI4,0.351212
FKS3,SOK2,0.068596
FKS3,TEC1,0.238863
FLC1,CBF1,0.003319
FLC1,MSN2,-0.094359
FLC1,RAP1,-0.327409
FLC2,BAS1,0.000000
FLC2,SOK2,0.134476
FLO1,FLO8,0.000000
FLO1,GCN4,-0.143688
FLO1,RME1,0.000000
FLO10,STE12,0.090251
FLO8,STE12,0.008025
FLO8,TEC1,-0.114427
FLO9,DAL82,0.241098
FLO9,FHL1,0.000000
FLO9,STE12,0.127965
FLO9,SWI5,-0.092922
FLO9,TUP1,-0.022073
FLR1,IXR1,-0.226436
FLR1,MSN2,0.099059
FLR1,PDR1,-0.133980
FLR1,PDR3,-0.327003
FLR1,YAP1,-0.031536
FLR1,YRR1,0.000000
FMC1,NRG1,-0.075579
FMP16,ABF1,-0.374752
FMP23,GCN4,0.000000
FMP23,STE12,-0.124313
FMP25,YAP1,0.140467
FMP33,ABF1,-0.459992
FMP33,CIN5,-0.077668
FMP33,MSN2,0.000000
FMP33,PDR1,0.000000
FMP33,PHO2,-0.002786
FMP33,STE12,-0.189601
FMP40,FHL1,-0.178586
FMP40,STE12,-0.073629
FMP40,XBP1,0.257673
FMP43,ADR1,-0.004875
FMP43,AFT1,-0.138780
FMP43,CIN5,0.050761
FMP43,MSN2,-0.067890
FMP43,REB1,0.053089
FMP43,SKO1,0.000076
FMP43,STE12,-0.054340
FMP48,HOT1,0.000000
FMP48,MSN2,0.000000
FMP48,RAP1,-0.043114
FMP48,SKO1,0.104466
FMP48,SOK2,0.000000
FMP48,TEC1,0.000000
FMP48,YAP1,0.000000
FMP48,YOX1,-0.218722
FMT1,RAP1,0.033452
FMT1,REB1,0.001087
FOB1,SWI5,0.014308
FOL2,GCN4,-0.050659
FOX2,ABF1,-0.070393
FOX2,ADR1,-0.133676
FOX2,OAF1,0.099600
FOX2,UME6,-0.019365
FPK1,RAP1,0.000000
FPK1,SPT23,-0.198858
FPR1,DAL82,0.011199
FPR1,YAP1,-0.070584
FPR1,YAP5,0.092125
FPR4,TEC1,-0.158717
FPS1,MIG1,-0.038619
FRD1,YAP1,-0.366883
FRE1,AFT1,0.296058
FRE1,AFT2,-0.157380
FRE1,MAC1,-0.260158
FRE1,MSN2,-0.014355
FRE1,RAP1,0.206324
FRE1,SKN7,0.054485
FRE1,YAP1,-0.033720
FRE2,AFT1,-0.175162
FRE2,RPN4,-0.164390
FRE2,STE12,-0.016394
FRE2,YAP1,0.270654
FRE3,PIP2,-0.301397
FRE3,STE12,-0.119263
FRE3,YOX1,-0.041289
FRE4,AFT1,-0.011932
FRE4,HAP1,0.014873
FRE4,MSN2,-0.010799
FRE4,NRG1,0.003081
FRE4,RIM101,0.000000
FRE4,SKO1,0.094041
FRE4,TEC1,0.067419
FRE5,AFT1,0.113364
FRE5,AFT2,-0.216130
FRE5,STE12,0.114436
FRE5,TOS8,0.202421
FRE6,AFT1,0.080179
FRE6,MSN2,0.010904
FRE6,RAP1,0.000000
FRE7,MAC1,-0.173549
FRE7,SOK2,0.000000
FRE7,STE12,0.226231
FRE7,YAP1,0.010356
FRE8,GCN4,-0.094381
FRE8,RAP1,0.034144
FRE8,SFP1,-0.056924
FRE8,YOX1,0.182831
FRK1,FKH1,0.700369
FRK1,FKH2,0.000000
FRK1,STE12,-0.059394
FRM2,CAD1,-0.019058
FRM2,YAP1,0.078067
FRQ1,CST6,0.137407
FRQ1,ECM22,-0.190626
FRS1,BAS1,0.080344
FRS1,PDR1,0.003940
FRS2,ACE2,0.000000
FRS2,GLN3,0.248694
