substrate,q_x,boot_robust_frac,mean_n_sources,transfer_r_median,repressor_score,carries_repressor,n_repressor_edges,n_edges,n_robust_edges,periodicity_pvalue,score,tier,reason,apply_multiplier,recommended_fallback
AAC1,0.5509,0.0000,1.0000,0.1744,1.0000,false,0,4,0,0.122842,0.4117,DO-NOT-USE,non-periodic;over-parameterized,false,flat_M1
AAD10,0.9000,0.5000,1.0000,0.3067,1.0000,false,0,2,1,2.29642e-08,0.6080,USE,,true,none
AAD16,0.2856,1.0000,2.0000,-0.1535,1.0000,false,0,1,1,3.79251,0.5905,DO-NOT-USE,non-periodic,false,flat_M1
AAD4,0.5899,1.0000,1.0000,-0.4075,1.0000,false,0,1,1,4.2445e-05,0.5846,USE,,true,none
AAT2,0.3290,0.5000,1.5000,-0.4588,1.0000,false,0,2,1,0.136294,0.4658,DO-NOT-USE,non-periodic,false,flat_M1
ABF2,0.8447,1.0000,2.0000,-0.0311,1.0000,false,0,2,2,3.01719e-09,0.7023,USE,,true,none
ABP1,0.0574,1.0000,2.5000,0.0591,1.0000,false,0,2,2,16.9526,0.5900,DO-NOT-USE,non-periodic,false,flat_M1
ABP140,0.8618,1.0000,0.0000,0.1889,1.0000,false,0,1,1,0.000571637,0.6101,USE,,true,none
ACB1,0.2839,0.3333,0.6667,-0.3639,1.0000,false,0,3,1,0.47516,0.3679,DO-NOT-USE,non-periodic,false,flat_M1
ACC1,0.7678,0.5000,2.5000,-0.0769,1.0000,false,0,2,1,0.00241136,0.6202,USE,,true,none
ACE2,0.9699,0.0000,2.5000,0.5716,1.0000,false,0,2,0,7.75293e-15,0.6750,USE,,true,none
ACH1,0.0963,0.0000,1.6667,-0.1505,1.0000,false,0,3,0,3.43726,0.3304,DO-NOT-USE,non-periodic,false,flat_M1
ACM1,0.9897,0.0000,2.0000,-0.2610,1.0000,false,0,3,0,8.91844e-19,0.5313,USE,,true,none
ACO1,0.8837,0.5000,1.5000,0.0967,1.0000,false,0,2,1,1.343e-05,0.5961,USE,,true,none
ACO2,0.8314,1.0000,2.0000,0.1581,1.0000,false,0,1,1,2.50619e-05,0.7312,USE,,true,none
ACP1,0.2386,0.5000,1.0000,-0.3979,1.0000,false,0,2,1,0.00532963,0.4144,CAUTION,,false,damped
ACS1,0.6353,0.0000,1.7500,-0.2084,1.0000,false,0,4,0,0.000337017,0.4437,DO-NOT-USE,over-parameterized,false,flat_M1
ACS2,0.6207,1.0000,3.0000,0.3684,1.0000,false,0,1,1,0.230787,0.7978,DO-NOT-USE,non-periodic,false,flat_M1
ACT1,0.2221,1.0000,2.0000,-0.4527,1.0000,false,0,1,1,0.524633,0.5778,DO-NOT-USE,non-periodic,false,flat_M1
ADA2,0.7131,0.2500,1.5000,-0.4244,1.0000,false,0,4,1,0.0408991,0.4926,CAUTION,,false,damped
ADD37,0.6337,1.0000,1.0000,-0.3846,1.0000,false,0,1,1,0.00939675,0.5934,USE,,true,none
ADD66,0.3968,1.0000,2.0000,0.1246,1.0000,false,0,1,1,0.0035745,0.6376,USE,,true,none
ADE1,0.6857,0.3333,2.3333,-0.0094,1.0000,false,0,3,1,0.113671,0.5594,DO-NOT-USE,non-periodic,false,flat_M1
ADE13,0.5203,1.0000,3.0000,0.0048,1.0000,false,0,1,1,1.40235,0.7050,DO-NOT-USE,non-periodic,false,flat_M1
ADE16,0.3999,0.3333,2.0000,-0.4782,1.0000,false,0,3,1,5.55132,0.4800,DO-NOT-USE,non-periodic,false,flat_M1
ADE17,0.7271,0.5000,2.5000,0.3094,1.0000,false,0,2,1,0.0125482,0.6740,USE,,true,none
ADE2,0.7302,0.0000,3.0000,-0.2894,1.0000,false,0,1,0,0.000171899,0.5460,USE,,true,none
ADE3,0.4444,0.5000,2.5000,0.1776,1.0000,false,0,2,1,0.0594841,0.5911,DO-NOT-USE,non-periodic,false,flat_M1
ADE4,0.6094,0.3333,1.6667,0.0377,1.0000,false,0,3,1,0.0572349,0.5072,DO-NOT-USE,non-periodic,false,flat_M1
ADE5_7,0.2638,0.5000,1.5000,0.0052,0.5000,true,1,2,1,11.2629,0.3538,DO-NOT-USE,non-periodic,false,flat_M1
ADE6,0.5144,1.0000,3.0000,0.2684,1.0000,false,0,1,1,0.0258422,0.7566,USE,,true,none
ADE8,0.7768,0.0000,1.6667,-0.0828,1.0000,false,0,3,0,0.00794809,0.4665,CAUTION,,false,damped
ADH1,0.2333,0.3333,2.0000,-0.2500,1.0000,false,0,3,1,0.647374,0.4467,DO-NOT-USE,non-periodic,false,flat_M1
ADH3,0.5483,0.5000,1.0000,-0.5194,1.0000,false,0,2,1,1.7304,0.4763,DO-NOT-USE,non-periodic,false,flat_M1
ADH4,0.3940,0.0000,2.0000,0.3613,1.0000,false,0,2,0,56.7017,0.4844,DO-NOT-USE,non-periodic,false,flat_M1
ADH5,0.6971,0.0000,2.0000,-0.0011,1.0000,false,0,2,0,0.00160275,0.4728,CAUTION,,false,damped
ADH6,0.5512,1.0000,1.0000,-0.3476,1.0000,false,0,1,1,0.0282745,0.5769,USE,,true,none
ADI1,0.8825,0.3333,0.6667,0.2382,1.0000,false,0,3,1,8.23593e-08,0.5353,USE,,true,none
ADR1,0.3846,0.0000,1.3333,0.3294,1.0000,false,0,3,0,76.7381,0.4317,DO-NOT-USE,non-periodic,false,flat_M1
ADY3,0.4492,0.0000,0.0000,-0.2583,1.0000,false,0,1,0,0.0212756,0.2898,DO-NOT-USE,low-overall-score,false,flat_M1
ADY4,0.5231,0.0000,1.5000,-0.0873,1.0000,false,0,2,0,5.7878,0.4046,DO-NOT-USE,non-periodic,false,flat_M1
AEP3,0.4696,1.0000,1.0000,0.0085,1.0000,false,0,1,1,0.000296588,0.5623,USE,,true,none
AFG1,0.2270,1.0000,1.0000,0.2436,1.0000,false,0,1,1,8.95482,0.5608,DO-NOT-USE,non-periodic,false,flat_M1
AFG2,0.7429,0.3333,0.6667,-0.2300,1.0000,false,0,3,1,0.0120941,0.4597,CAUTION,,false,damped
AFG3,0.2397,1.0000,1.0000,0.0946,1.0000,false,0,1,1,6.65017,0.5335,DO-NOT-USE,non-periodic,false,flat_M1
AFR1,0.9066,0.5000,2.5000,0.3551,1.0000,false,0,2,1,0.000195027,0.7190,USE,,true,none
AFT1,0.0090,1.0000,1.0000,-0.0938,1.0000,false,0,1,1,124.499,0.4685,DO-NOT-USE,non-periodic,false,flat_M1
AFT2,0.4800,1.0000,3.0000,-0.2230,1.0000,false,0,1,1,7.5204e-05,0.6960,USE,,true,none
AGA1,0.9044,0.0000,2.0000,0.0655,1.0000,false,0,4,0,1.0654e-12,0.5273,DO-NOT-USE,over-parameterized,false,flat_M1
AGA2,0.9050,0.0000,2.0000,0.3198,1.0000,false,0,2,0,6.15197e-12,0.5783,USE,,true,none
AGP1,0.7248,0.0000,1.0000,0.0027,1.0000,false,0,2,0,0.00378842,0.4122,CAUTION,,false,damped
AHA1,0.6710,0.5000,1.5000,-0.2119,1.0000,false,0,2,1,0.00135726,0.5342,USE,,true,none
AHC1,0.9263,0.5000,1.5000,0.4513,1.0000,false,0,2,1,2.03962e-05,0.6755,USE,,true,none
AHC2,0.8861,1.0000,2.0000,0.0991,1.0000,false,0,1,1,6.35912e-05,0.7304,USE,,true,none
AHP1,0.7484,0.5000,1.5000,0.2826,1.0000,false,0,2,1,7.31286e-07,0.6062,USE,,true,none
AIF1,0.7403,1.0000,1.0000,0.1811,1.0000,false,0,1,1,1.04295e-08,0.6509,USE,,true,none
AIM10,0.2183,1.0000,1.0000,-0.0741,1.0000,false,0,1,1,0.507256,0.5103,DO-NOT-USE,non-periodic,false,flat_M1
AIM11,0.6301,1.0000,1.0000,-0.4090,1.0000,false,0,1,1,0.0526045,0.5927,DO-NOT-USE,non-periodic,false,flat_M1
AIM13,0.5970,0.0000,0.0000,-0.4057,1.0000,false,0,1,0,1.35622,0.3194,DO-NOT-USE,non-periodic,false,flat_M1
AIM17,0.9206,0.5000,1.7500,0.2602,1.0000,false,0,4,2,9.33755e-05,0.6528,USE,,true,none
AIM18,0.0013,1.0000,1.0000,-0.1752,1.0000,false,0,1,1,445.052,0.4669,DO-NOT-USE,non-periodic,false,flat_M1
AIM19,0.0401,1.0000,2.0000,-0.2576,1.0000,false,0,1,1,319.384,0.5414,DO-NOT-USE,non-periodic,false,flat_M1
AIM2,0.6070,1.0000,1.0000,0.0130,1.0000,false,0,1,1,0.207647,0.5907,DO-NOT-USE,non-periodic,false,flat_M1
AIM20,0.9739,1.0000,0.0000,-0.5456,1.0000,false,0,1,1,3.88127e-17,0.5948,USE,,true,none
AIM21,0.3189,1.0000,0.0000,-0.3378,1.0000,false,0,1,1,42.8768,0.4638,DO-NOT-USE,non-periodic,false,flat_M1
AIM22,0.4522,1.0000,1.0000,-0.3494,1.0000,false,0,1,1,0.00141613,0.5571,USE,,true,none
AIM29,0.3583,0.0000,1.3333,-0.1397,1.0000,false,0,3,0,0.0772632,0.3605,DO-NOT-USE,non-periodic,false,flat_M1
AIM37,0.7031,1.0000,1.0000,-0.0045,1.0000,false,0,1,1,0.000546532,0.6073,USE,,true,none
AIM44,0.9588,0.0000,3.0000,0.9012,1.0000,false,0,1,0,1.76377e-16,0.7720,USE,,true,none
AIM46,0.3860,1.0000,2.0000,-0.2493,1.0000,false,0,1,1,31.4731,0.6105,DO-NOT-USE,non-periodic,false,flat_M1
AIM7,0.0883,1.0000,1.0000,-0.4696,1.0000,false,0,2,2,1.34262,0.4843,DO-NOT-USE,non-periodic,false,flat_M1
AIM9,0.4153,1.0000,0.0000,0.4106,1.0000,false,0,1,1,0.94679,0.5652,DO-NOT-USE,non-periodic,false,flat_M1
AIP1,0.7380,1.0000,2.0000,-0.4679,1.0000,false,0,1,1,0.117884,0.6809,DO-NOT-USE,non-periodic,false,flat_M1
AIR1,0.4991,1.0000,1.0000,0.4005,1.0000,false,0,1,1,7.02029e-06,0.6466,USE,,true,none
AKR1,0.1507,1.0000,0.0000,0.1083,1.0000,false,0,1,1,5.77059,0.4518,DO-NOT-USE,non-periodic,false,flat_M1
ALD2,0.2328,1.0000,1.0000,0.1146,1.0000,false,0,1,1,0.687125,0.5361,DO-NOT-USE,non-periodic,false,flat_M1
ALD3,0.5328,0.5000,1.0000,0.7664,1.0000,false,0,2,1,0.00315637,0.6265,USE,,true,none
ALD4,0.8931,0.0000,1.5000,-0.4039,1.0000,false,0,2,0,3.46021e-06,0.4786,CAUTION,,false,damped
ALD5,0.3525,0.0000,1.5000,0.2216,1.0000,false,0,6,0,11.2837,0.4148,DO-NOT-USE,non-periodic;over-parameterized,false,flat_M1
ALD6,0.9787,0.3333,1.3333,0.2957,0.3333,true,1,3,1,1.19452e-16,0.4771,CAUTION,,false,damped
ALF1,0.3906,0.0000,0.5000,-0.4698,1.0000,false,0,2,0,0.0033881,0.3115,CAUTION,,false,damped
ALG13,0.5077,0.5000,2.0000,-0.5248,1.0000,false,0,2,1,1.47161,0.5349,DO-NOT-USE,non-periodic,false,flat_M1
ALG14,0.9909,0.0000,1.3333,0.3887,1.0000,false,0,3,0,1.67669e-16,0.5648,USE,,true,none
ALG3,0.8056,1.0000,2.0000,0.2354,1.0000,false,0,1,1,0.0214143,0.7415,USE,,true,none
ALG5,0.9213,1.0000,0.0000,0.3524,1.0000,false,0,1,1,0.000583089,0.6547,USE,,true,none
ALO1,0.2488,1.0000,1.0000,-0.2850,1.0000,false,0,1,1,5.46356,0.5164,DO-NOT-USE,non-periodic,false,flat_M1
ALR2,0.8525,1.0000,2.0000,-0.0547,1.0000,false,0,1,1,1.24561e-07,0.7038,USE,,true,none
ALT1,0.1248,1.0000,2.0000,0.2146,1.0000,false,0,1,1,13.0537,0.6012,DO-NOT-USE,non-periodic,false,flat_M1
ALT2,0.3707,0.0000,0.5000,-0.4147,1.0000,false,0,2,0,11.3745,0.3075,DO-NOT-USE,non-periodic,false,flat_M1
ALY2,0.9439,1.0000,1.0000,-0.0695,1.0000,false,0,1,1,1.66604e-06,0.6554,USE,,true,none
AMN1,0.9560,0.0000,3.0000,0.6367,1.0000,false,0,1,0,8.85177e-16,0.7185,USE,,true,none
ANB1,0.6036,0.0000,1.5000,-0.3577,1.0000,false,0,2,0,0.0109342,0.4207,CAUTION,,false,damped
ANP1,0.8929,1.0000,1.0000,0.4087,1.0000,false,0,1,1,4.42736e-06,0.7270,USE,,true,none
ANT1,0.7197,1.0000,1.0000,0.0319,1.0000,false,0,1,1,0.115098,0.6170,DO-NOT-USE,non-periodic,false,flat_M1
APA1,0.1517,1.0000,3.0000,-0.1095,1.0000,false,0,1,1,12.0119,0.6303,DO-NOT-USE,non-periodic,false,flat_M1
APA2,0.5403,1.0000,2.0000,0.2584,1.0000,false,0,1,1,6.67971,0.6931,DO-NOT-USE,non-periodic,false,flat_M1
APC2,0.1673,1.0000,2.0000,0.2805,1.0000,false,0,1,1,1.84303,0.6229,DO-NOT-USE,non-periodic,false,flat_M1
APD1,0.3572,1.0000,0.0000,-0.1437,1.0000,false,0,1,1,0.236999,0.4714,DO-NOT-USE,non-periodic,false,flat_M1
APE2,0.0588,0.3333,1.3333,-0.1103,1.0000,false,0,3,1,4.90319,0.3673,DO-NOT-USE,non-periodic,false,flat_M1
APJ1,0.8853,1.0000,1.0000,-0.2165,1.0000,false,0,1,1,4.37867e-08,0.6437,USE,,true,none
APL2,0.5398,1.0000,1.0000,-0.2807,1.0000,false,0,1,1,0.0162008,0.5746,USE,,true,none
APL3,0.4343,0.5000,1.0000,-0.0274,1.0000,false,0,2,1,0.00443025,0.4535,CAUTION,,false,damped
APL4,0.5574,1.0000,3.0000,0.2446,1.0000,false,0,1,1,0.102596,0.7604,DO-NOT-USE,non-periodic,false,flat_M1
APL5,0.4545,1.0000,2.0000,0.2161,1.0000,false,0,1,1,0.184636,0.6675,DO-NOT-USE,non-periodic,false,flat_M1
APP1,0.0037,1.0000,3.0000,-0.7362,1.0000,false,0,1,1,248.053,0.6007,DO-NOT-USE,non-periodic,false,flat_M1
APT2,0.0619,0.0000,0.5000,0.3341,1.0000,false,0,2,0,25.2419,0.3125,DO-NOT-USE,non-periodic,false,flat_M1
AQR1,0.8115,0.3333,2.3333,0.3586,1.0000,false,0,3,1,8.58979e-05,0.6562,USE,,true,none
ARB1,0.1944,1.0000,2.0000,0.2519,1.0000,false,0,1,1,0.119405,0.6226,DO-NOT-USE,non-periodic,false,flat_M1
ARC19,0.1134,1.0000,0.0000,0.2877,1.0000,false,0,1,1,13.179,0.4802,DO-NOT-USE,non-periodic,false,flat_M1
ARD1,0.0378,1.0000,1.0000,0.2719,1.0000,false,0,1,1,3.37662,0.5286,DO-NOT-USE,non-periodic,false,flat_M1
ARE2,0.4491,0.0000,0.6667,-0.1590,1.0000,false,0,3,0,8.00024,0.3343,DO-NOT-USE,non-periodic,false,flat_M1
ARF1,0.5336,1.0000,2.0000,0.3337,1.0000,false,0,1,1,0.0911573,0.7068,DO-NOT-USE,non-periodic,false,flat_M1
ARF2,0.4849,1.0000,0.0000,0.1547,1.0000,false,0,1,1,0.035245,0.5279,USE,,true,none
ARF3,0.6681,1.0000,2.0000,-0.0467,1.0000,false,0,1,1,0.0237572,0.6670,USE,,true,none
ARG1,0.8432,0.5000,3.5000,-0.1848,1.0000,false,0,2,1,1.93084e-08,0.6686,USE,,true,none
ARG2,0.2967,1.0000,3.0000,0.1667,1.0000,false,0,1,1,0.0523528,0.6927,DO-NOT-USE,non-periodic,false,flat_M1
ARG3,0.6705,0.5000,1.5000,-0.1233,1.0000,false,0,2,1,0.000452262,0.5341,USE,,true,none
ARG4,0.8564,1.0000,3.0000,-0.2247,1.0000,false,0,1,1,6.94687e-07,0.7713,USE,,true,none
ARG5_6,0.4421,0.0000,0.6667,0.2010,1.0000,false,0,3,0,0.089896,0.3731,DO-NOT-USE,non-periodic,false,flat_M1
ARG7,0.2504,1.0000,3.0000,0.0954,1.0000,false,0,1,1,0.295624,0.6692,DO-NOT-USE,non-periodic,false,flat_M1
ARG8,0.2117,1.0000,3.0000,0.3059,1.0000,false,0,1,1,0.586238,0.7035,DO-NOT-USE,non-periodic,false,flat_M1
ARI1,0.6674,0.3333,1.3333,0.0391,1.0000,false,0,3,1,0.00459889,0.4969,CAUTION,,false,damped
ARN1,0.7852,1.0000,2.0000,0.3014,1.0000,false,0,1,1,2.11456e-05,0.7507,USE,,true,none
ARN2,0.1906,1.0000,2.0000,0.3421,1.0000,false,0,1,1,0.398121,0.6399,DO-NOT-USE,non-periodic,false,flat_M1
ARO1,0.1136,0.5000,2.5000,-0.2106,1.0000,false,0,2,1,278.117,0.4894,DO-NOT-USE,non-periodic,false,flat_M1
ARO2,0.1188,1.0000,2.0000,0.2389,1.0000,false,0,1,1,20.0857,0.6049,DO-NOT-USE,non-periodic,false,flat_M1
ARO3,0.6635,1.0000,3.0000,-0.0017,1.0000,false,0,1,1,0.00256157,0.7327,USE,,true,none
ARO4,0.0411,0.5000,2.0000,0.2337,1.0000,false,0,2,1,17.1773,0.4883,DO-NOT-USE,non-periodic,false,flat_M1
ARO7,0.3769,0.5000,0.5000,0.0976,1.0000,false,0,2,1,0.875665,0.4282,DO-NOT-USE,non-periodic,false,flat_M1
ARO8,0.1330,1.0000,2.0000,0.1178,1.0000,false,0,1,1,76.1987,0.5835,DO-NOT-USE,non-periodic,false,flat_M1
ART10,0.5275,1.0000,1.0000,-0.0462,1.0000,false,0,1,1,0.118222,0.5722,DO-NOT-USE,non-periodic,false,flat_M1
ASC1,0.3041,0.5000,1.5000,0.4543,1.0000,false,0,2,1,0.0699937,0.5517,DO-NOT-USE,non-periodic,false,flat_M1
ASE1,0.9821,0.3333,1.3333,0.5195,1.0000,false,0,3,1,1.0487e-12,0.6559,USE,,true,none
ASF1,0.9914,0.0000,1.0000,-0.3108,1.0000,false,0,2,0,3.77171e-16,0.4649,CAUTION,,false,damped
ASF2,0.9637,1.0000,2.0000,-0.0040,1.0000,false,0,1,1,2.32575e-11,0.7261,USE,,true,none
ASG7,0.7570,1.0000,2.0000,0.1804,1.0000,false,0,1,1,0.000114555,0.7208,USE,,true,none
ASH1,0.9832,0.3333,1.6667,0.8687,0.3333,true,2,3,1,3.89593e-18,0.6148,USE,,true,none
ASK1,0.9303,0.0000,1.3333,0.1570,1.0000,false,0,3,0,5.35317e-09,0.5063,USE,,true,none
ASK10,0.1664,1.0000,2.0000,-0.1706,1.0000,false,0,1,1,6.91857,0.5666,DO-NOT-USE,non-periodic,false,flat_M1
ASM4,0.5451,1.0000,1.0000,-0.0864,1.0000,false,0,1,1,0.000172309,0.5757,USE,,true,none
ASN1,0.0215,1.0000,3.0000,0.2049,1.0000,false,0,1,1,188.431,0.6453,DO-NOT-USE,non-periodic,false,flat_M1
ASN2,0.1639,1.0000,2.0000,-0.0691,1.0000,false,0,1,1,175.342,0.5661,DO-NOT-USE,non-periodic,false,flat_M1
ASP1,0.2112,1.0000,1.0000,0.5544,1.0000,false,0,1,1,1.64582,0.6198,DO-NOT-USE,non-periodic,false,flat_M1
ATC1,0.5954,1.0000,2.0000,0.6303,1.0000,false,0,1,1,2.85195e-05,0.7785,USE,,true,none
ATF1,0.7412,0.3333,1.0000,0.5701,1.0000,false,0,3,1,0.809521,0.5956,DO-NOT-USE,non-periodic,false,flat_M1
ATF2,0.9368,0.5000,1.0000,0.7360,1.0000,false,0,2,1,3.48125e-13,0.7012,USE,,true,none
ATG11,0.2237,0.0000,1.0000,-0.6405,1.0000,false,0,2,0,0.0600962,0.3114,DO-NOT-USE,non-periodic,false,flat_M1
ATG13,0.6130,1.0000,2.0000,-0.2179,1.0000,false,0,1,1,8.73345,0.6559,DO-NOT-USE,non-periodic,false,flat_M1
ATG19,0.2348,0.0000,2.0000,-0.6356,1.0000,false,0,2,0,0.457616,0.3803,DO-NOT-USE,non-periodic,false,flat_M1
ATG22,0.8040,1.0000,0.0000,-0.1262,1.0000,false,0,1,1,0.00162714,0.5608,USE,,true,none
ATG26,0.8881,1.0000,0.0000,0.3691,1.0000,false,0,1,1,3.45066e-05,0.6514,USE,,true,none
ATG33,0.4246,1.0000,3.0000,-0.0016,1.0000,false,0,1,1,0.0350623,0.6849,USE,,true,none
ATG34,0.8439,0.0000,2.0000,0.1573,1.0000,false,0,1,0,9.71432e-06,0.5336,USE,,true,none
ATG8,0.4025,1.0000,2.0000,0.1403,1.0000,false,0,1,1,0.72241,0.6419,DO-NOT-USE,non-periodic,false,flat_M1
ATH1,0.1814,0.5000,1.5000,0.1418,1.0000,false,0,2,1,11.4777,0.4646,DO-NOT-USE,non-periodic,false,flat_M1
ATM1,0.4543,1.0000,3.0000,0.4441,1.0000,false,0,1,1,24.4289,0.7797,DO-NOT-USE,non-periodic,false,flat_M1
ATO3,0.5648,0.3333,1.6667,0.3275,1.0000,false,0,3,1,0.00965601,0.5562,USE,,true,none
ATP1,0.1132,1.0000,2.0000,0.1882,1.0000,false,0,1,1,2.49417,0.5936,DO-NOT-USE,non-periodic,false,flat_M1
ATP14,0.5133,0.5000,1.5000,0.0535,1.0000,false,0,2,1,3.9484e-05,0.5134,USE,,true,none
ATP15,0.6412,1.0000,2.0000,-0.0606,1.0000,false,0,1,1,0.877281,0.6616,DO-NOT-USE,non-periodic,false,flat_M1
ATP16,0.1217,0.3333,1.3333,-0.1005,1.0000,false,0,3,1,3.9456,0.3799,DO-NOT-USE,non-periodic,false,flat_M1
ATP17,0.3780,1.0000,1.0000,-0.0989,1.0000,false,0,1,1,0.0739241,0.5423,DO-NOT-USE,non-periodic,false,flat_M1
ATP18,0.0000,1.0000,1.0000,0.0188,1.0000,false,0,1,1,NA,0.4704,CAUTION,,false,damped
ATP2,0.5522,0.5000,1.5000,-0.5587,1.0000,false,0,2,1,2.56947,0.5104,DO-NOT-USE,non-periodic,false,flat_M1
ATP20,0.5553,1.0000,2.0000,0.1665,1.0000,false,0,1,1,0.230856,0.6777,DO-NOT-USE,non-periodic,false,flat_M1
ATP25,0.4240,0.0000,2.0000,-0.4342,1.0000,false,0,2,0,0.00053519,0.4181,CAUTION,,false,damped
ATP3,0.2179,1.0000,2.0000,0.2634,1.0000,false,0,1,1,0.259164,0.6296,DO-NOT-USE,non-periodic,false,flat_M1
ATP7,0.7261,0.5000,2.5000,0.1011,1.0000,false,0,2,1,4.04137e-06,0.6321,USE,,true,none
ATR1,0.5271,0.3333,2.0000,0.1749,0.3333,true,1,3,1,2.66763,0.4071,DO-NOT-USE,non-periodic,false,flat_M1
ATX1,0.6648,0.5000,2.0000,0.3369,1.0000,false,0,2,1,1.51496,0.6337,DO-NOT-USE,non-periodic,false,flat_M1
AUS1,0.3287,0.5000,1.5000,0.1117,1.0000,false,0,2,1,0.00479701,0.4881,CAUTION,,false,damped
AVL9,0.7641,0.0000,1.5000,0.1445,1.0000,false,0,2,0,0.000276741,0.4817,CAUTION,,false,damped
AVT1,0.8569,1.0000,2.0000,0.1524,1.0000,false,0,1,1,8.50896e-06,0.7352,USE,,true,none
AVT4,0.3187,1.0000,2.0000,0.0122,1.0000,false,0,1,1,0.292189,0.5995,DO-NOT-USE,non-periodic,false,flat_M1
AVT6,0.1600,0.5000,1.5000,-0.2840,1.0000,false,0,2,1,16.7082,0.4320,DO-NOT-USE,non-periodic,false,flat_M1
AVT7,0.1918,1.0000,0.0000,0.0341,1.0000,false,0,1,1,16.5244,0.4452,DO-NOT-USE,non-periodic,false,flat_M1
AXL2,0.9946,0.0000,0.6667,0.5187,0.0000,true,1,3,0,3.32571e-18,0.3471,DO-NOT-USE,sign-unstable,false,flat_M1
BAP2,0.5956,0.5000,2.0000,-0.2932,1.0000,false,0,2,1,0.000685683,0.5525,USE,,true,none
BAP3,0.4250,0.0000,2.0000,0.1516,1.0000,false,0,3,0,0.162623,0.4487,DO-NOT-USE,non-periodic,false,flat_M1
BAR1,0.8111,0.0000,2.0000,0.2281,1.0000,false,0,4,0,0.00296389,0.5412,DO-NOT-USE,over-parameterized,false,flat_M1
BAT1,0.2835,1.0000,1.0000,-0.1318,1.0000,false,0,1,1,0.0183563,0.5234,USE,,true,none
BAT2,0.8397,0.0000,2.0000,0.0256,1.0000,false,0,4,0,1.89428e-06,0.5064,DO-NOT-USE,over-parameterized,false,flat_M1
BBC1,0.1499,1.0000,0.0000,-0.2865,1.0000,false,0,1,1,0.0373876,0.4300,CAUTION,,false,damped
BBP1,0.9286,1.0000,2.0000,0.2283,1.0000,false,0,1,1,5.51164e-07,0.7647,USE,,true,none
BCH2,0.0544,1.0000,1.0000,-0.0880,1.0000,false,0,1,1,4.70588,0.4775,DO-NOT-USE,non-periodic,false,flat_M1
BCP1,0.8388,1.0000,2.0000,0.1703,1.0000,false,0,1,1,3.7539e-05,0.7352,USE,,true,none
BCY1,0.7636,0.0000,2.0000,-0.3397,1.0000,false,0,2,0,0.016531,0.4861,CAUTION,,false,damped
BDF1,0.3916,1.0000,2.0000,-0.0479,1.0000,false,0,1,1,0.473167,0.6117,DO-NOT-USE,non-periodic,false,flat_M1
BDF2,0.7774,1.0000,1.0000,-0.0176,1.0000,false,0,1,1,0.001386,0.6221,USE,,true,none
BDH1,0.5540,0.3333,2.0000,-0.3918,1.0000,false,0,3,1,0.0643206,0.5108,DO-NOT-USE,non-periodic,false,flat_M1
BDH2,0.5428,0.0000,0.7500,-0.0959,1.0000,false,0,4,0,0.0323122,0.3586,DO-NOT-USE,over-parameterized,false,flat_M1
BDS1,0.3145,0.0000,1.6667,-0.4670,1.0000,false,0,3,0,0.0314371,0.3740,CAUTION,,false,damped
BEM2,0.3611,0.7500,1.2500,0.4556,1.0000,false,0,4,3,4.7884,0.5967,DO-NOT-USE,non-periodic,false,flat_M1
BEM4,0.0976,1.0000,2.0000,0.0938,1.0000,false,0,1,1,0.165719,0.5716,DO-NOT-USE,non-periodic,false,flat_M1
BER1,0.4489,1.0000,2.0000,0.3273,1.0000,false,0,1,1,0.00387455,0.6886,USE,,true,none
BIO2,0.9242,1.0000,1.0000,0.2736,1.0000,false,0,1,1,2.23555e-05,0.7062,USE,,true,none
BIR1,0.4437,1.0000,1.0000,0.3135,1.0000,false,0,1,1,0.00088338,0.6181,USE,,true,none
BLI1,0.5279,1.0000,2.0000,-0.1431,1.0000,false,0,1,1,0.00344201,0.6389,USE,,true,none
BMH1,0.0127,1.0000,3.0000,-0.3091,1.0000,false,0,1,1,13.0411,0.6025,DO-NOT-USE,non-periodic,false,flat_M1
BMH2,0.0068,1.0000,0.0000,0.0333,1.0000,false,0,1,1,20.8002,0.4080,DO-NOT-USE,non-periodic,false,flat_M1
BNA1,0.7918,0.0000,2.6667,0.1588,1.0000,false,0,3,0,5.44616e-07,0.5679,USE,,true,none
BNA2,0.4963,0.0000,3.0000,-0.1545,1.0000,false,0,1,0,1.73197,0.4993,DO-NOT-USE,non-periodic,false,flat_M1
BNA3,0.6961,0.0000,1.7500,0.0382,1.0000,false,0,4,0,0.00873716,0.4635,DO-NOT-USE,over-parameterized,false,flat_M1
BNA4,0.7883,1.0000,0.0000,0.3609,1.0000,false,0,1,1,0.000658304,0.6298,USE,,true,none
BNA5,0.2335,0.0000,1.5000,-0.2453,1.0000,false,0,2,0,0.490995,0.3467,DO-NOT-USE,non-periodic,false,flat_M1
BNR1,0.9040,1.0000,1.0000,0.4309,1.0000,false,0,1,1,4.90951e-09,0.7336,USE,,true,none
BNS1,0.9611,0.5000,1.5000,-0.3021,1.0000,false,0,2,1,8.63431e-10,0.5922,USE,,true,none
BOI1,0.8778,1.0000,1.0000,-0.1107,1.0000,false,0,1,1,0.000613119,0.6422,USE,,true,none
BOS1,0.3199,1.0000,0.0000,-0.0232,1.0000,false,0,1,1,0.0119935,0.4640,CAUTION,,false,damped
