substrate,q_x,boot_robust_frac,mean_n_sources,transfer_r_median,repressor_score,carries_repressor,n_repressor_edges,n_edges,n_robust_edges,periodicity_pvalue,score,tier,reason,apply_multiplier,recommended_fallback
TIM44,0.0956,1.0000,0.0000,0.6310,1.0000,false,0,1,1,0.0485244,0.5453,DO-NOT-USE,non-periodic,false,flat_M1
TIM50,0.2159,1.0000,1.0000,-0.2138,1.0000,false,0,1,1,0.0418858,0.5098,USE,,true,none
TIM8,0.0000,1.0000,2.0000,0.1981,1.0000,false,0,1,1,NA,0.5730,USE,,true,none
TIP1,0.9659,0.0000,1.5000,0.0667,0.0000,true,1,4,0,2.90949e-14,0.3065,DO-NOT-USE,sign-unstable;over-parameterized,false,flat_M1
TIP20,0.2949,0.0000,2.0000,0.1034,1.0000,false,0,1,0,0.0480007,0.4130,CAUTION,,false,damped
TIP41,0.0453,0.0000,2.0000,-0.2162,0.0000,true,1,3,0,83.9042,0.1424,DO-NOT-USE,non-periodic;sign-unstable,false,flat_M1
TIR1,0.8198,0.0000,0.3333,0.0582,1.0000,false,0,3,0,8.38504e-10,0.3978,CAUTION,,false,damped
TIR4,0.4077,1.0000,1.0000,-0.0913,1.0000,false,0,1,1,0.0880174,0.5482,DO-NOT-USE,non-periodic,false,flat_M1
TIS11,0.4664,0.5000,1.5000,-0.1613,1.0000,false,0,2,1,1.06217,0.4933,DO-NOT-USE,non-periodic,false,flat_M1
TKL1,0.1128,0.2500,1.2500,0.1450,1.0000,false,0,4,1,8.01496,0.3849,DO-NOT-USE,non-periodic,false,flat_M1
TMA10,0.8371,1.0000,2.0000,-0.1564,1.0000,false,0,1,1,8.71807e-09,0.7008,USE,,true,none
TMA108,0.1626,1.0000,1.0000,-0.0642,1.0000,false,0,1,1,71.871,0.4992,DO-NOT-USE,non-periodic,false,flat_M1
TMA17,0.3321,1.0000,1.0000,0.4989,1.0000,false,0,2,2,0.158928,0.6329,DO-NOT-USE,non-periodic,false,flat_M1
TMA20,0.6234,1.0000,1.0000,0.4978,1.0000,false,0,1,1,0.47255,0.6909,DO-NOT-USE,non-periodic,false,flat_M1
TMA46,0.7799,1.0000,0.0000,0.6602,1.0000,false,0,1,1,0.000220239,0.6880,USE,,true,none
TMN3,0.2713,1.0000,0.0000,0.1075,1.0000,false,0,1,1,3.75836,0.4758,DO-NOT-USE,non-periodic,false,flat_M1
TNA1,0.5032,1.0000,3.0000,-0.1992,1.0000,false,0,1,1,37.2723,0.7006,DO-NOT-USE,non-periodic,false,flat_M1
TOF1,0.9684,1.0000,0.0000,-0.2162,1.0000,false,0,1,1,4.55787e-11,0.5937,USE,,true,none
TOM1,0.7903,0.5000,1.5000,0.0540,1.0000,false,0,2,1,0.09277,0.5689,DO-NOT-USE,non-periodic,false,flat_M1
TOM7,0.3511,1.0000,2.0000,-0.0676,1.0000,false,0,1,1,12.5676,0.6036,DO-NOT-USE,non-periodic,false,flat_M1
TOS1,0.8832,0.6667,1.0000,0.2405,1.0000,false,0,3,2,1.05408e-09,0.6247,USE,,true,none
TOS2,0.9813,0.5000,2.5000,0.5266,1.0000,false,0,2,1,2.78282e-11,0.7682,USE,,true,none
TOS3,0.4633,1.0000,1.0000,-0.5761,1.0000,false,0,2,2,0.0598321,0.5593,DO-NOT-USE,non-periodic,false,flat_M1
TOS6,0.9945,0.3333,1.3333,0.3159,1.0000,false,0,3,1,4.37285e-21,0.6176,USE,,true,none
TPD3,0.3226,1.0000,0.0000,-0.0811,1.0000,false,0,1,1,0.0675037,0.4645,DO-NOT-USE,non-periodic,false,flat_M1
TPI1,0.2715,0.5000,2.0000,0.3036,1.0000,false,0,2,1,0.113338,0.5484,DO-NOT-USE,non-periodic,false,flat_M1
TPK1,0.8385,1.0000,1.0000,-0.1196,1.0000,false,0,1,1,0.0138402,0.6344,USE,,true,none
TPK2,0.1004,1.0000,1.0000,-0.2363,1.0000,false,0,1,1,51.7492,0.4867,DO-NOT-USE,non-periodic,false,flat_M1
TPM1,0.2156,0.5000,0.5000,0.3291,1.0000,false,0,2,1,0.211511,0.4423,DO-NOT-USE,non-periodic,false,flat_M1
TPM2,0.8752,1.0000,0.0000,0.5974,1.0000,false,0,1,1,0.00113895,0.6945,USE,,true,none
TPN1,0.5226,1.0000,3.0000,0.1733,1.0000,false,0,1,1,1.88384,0.7392,DO-NOT-USE,non-periodic,false,flat_M1
TPO1,0.9809,0.3333,0.6667,0.0098,1.0000,false,0,3,1,5.15228e-16,0.5093,USE,,true,none
TPO3,0.9474,0.0000,1.0000,0.2485,0.0000,true,1,3,0,7.94859e-12,0.3058,DO-NOT-USE,sign-unstable,false,flat_M1
TPO4,0.9510,0.5000,1.5000,-0.1129,1.0000,false,0,2,1,8.27528e-11,0.5902,USE,,true,none
TPS1,0.8612,0.0000,2.0000,-0.3415,1.0000,false,0,2,0,0.000852549,0.5056,USE,,true,none
TPS2,0.8742,0.0000,0.5000,0.1038,1.0000,false,0,2,0,0.00824597,0.4289,CAUTION,,false,damped
TPS3,0.8879,1.0000,0.5000,-0.0321,1.0000,false,0,2,2,0.000213204,0.6109,USE,,true,none
TPT1,0.2927,1.0000,3.0000,0.4999,1.0000,false,0,1,1,29.3678,0.7585,DO-NOT-USE,non-periodic,false,flat_M1
TRE1,0.2819,1.0000,2.0000,-0.3398,1.0000,false,0,1,1,28.6682,0.5897,DO-NOT-USE,non-periodic,false,flat_M1
TRE2,0.8856,1.0000,1.0000,0.0081,1.0000,false,0,1,1,0.00800298,0.6454,USE,,true,none
TRK2,0.7124,1.0000,0.0000,0.1137,1.0000,false,0,1,1,3.3293,0.5652,DO-NOT-USE,non-periodic,false,flat_M1
TRM11,0.9410,1.0000,2.0000,0.3755,1.0000,false,0,1,1,6.11719e-08,0.7966,USE,,true,none
TRM12,0.5248,0.5000,2.0000,0.3743,1.0000,false,0,2,1,0.152131,0.6132,DO-NOT-USE,non-periodic,false,flat_M1
TRM2,0.8786,1.0000,0.0000,-0.0109,1.0000,false,0,1,1,1.03227e-05,0.5757,USE,,true,none
TRM5,0.5892,1.0000,2.0000,0.1791,1.0000,false,0,1,1,0.00587551,0.6870,USE,,true,none
TRP1,0.6692,1.0000,0.0000,-0.0184,1.0000,false,0,1,1,0.0104918,0.5338,USE,,true,none
TRP2,0.1548,1.0000,3.0000,0.2208,1.0000,false,0,1,1,5.62794,0.6751,DO-NOT-USE,non-periodic,false,flat_M1
TRP3,0.2048,0.5000,2.5000,-0.4265,1.0000,false,0,2,1,9.8214,0.5076,DO-NOT-USE,non-periodic,false,flat_M1
TRP4,0.1779,0.5000,2.0000,-0.4194,1.0000,false,0,2,1,11.5412,0.4689,DO-NOT-USE,non-periodic,false,flat_M1
TRP5,0.0142,1.0000,2.0000,-0.0274,1.0000,false,0,1,1,138.143,0.5362,DO-NOT-USE,non-periodic,false,flat_M1
TRR1,0.9151,1.0000,1.0000,0.2961,1.0000,false,0,1,1,6.48801e-05,0.7089,USE,,true,none
TRS20,0.8736,1.0000,2.0000,0.0194,1.0000,false,0,1,1,0.000138078,0.7119,USE,,true,none
TRS31,0.8638,1.0000,1.0000,-0.2292,1.0000,false,0,1,1,0.000144213,0.6394,USE,,true,none
TRX2,0.4628,0.5000,2.5000,0.4131,1.0000,false,0,2,1,0.117904,0.6418,DO-NOT-USE,non-periodic,false,flat_M1
TRZ1,0.8212,1.0000,3.0000,0.4639,1.0000,false,0,1,1,0.000123697,0.8570,USE,,true,none
TSA1,0.3176,0.5000,2.5000,0.1484,1.0000,false,0,2,1,7.31204,0.5599,DO-NOT-USE,non-periodic,false,flat_M1
TSA2,0.6215,1.0000,2.0000,0.1964,1.0000,false,0,1,1,0.196278,0.6969,DO-NOT-USE,non-periodic,false,flat_M1
TSC10,0.3420,1.0000,1.0000,0.4585,1.0000,false,0,1,1,9.60214,0.6268,DO-NOT-USE,non-periodic,false,flat_M1
TSL1,0.8983,0.0000,2.0000,-0.3564,1.0000,false,0,2,0,6.84368e-09,0.5130,USE,,true,none
TSR1,0.6588,1.0000,0.0000,0.0773,1.0000,false,0,1,1,0.000762321,0.5472,USE,,true,none
TSR2,0.6374,1.0000,2.0000,0.0103,1.0000,false,0,1,1,0.00241767,0.6629,USE,,true,none
TTI1,0.5022,1.0000,2.0000,0.1969,1.0000,false,0,1,1,0.00693037,0.6732,USE,,true,none
TUB4,0.9444,1.0000,1.0000,0.3008,1.0000,false,0,1,1,2.84523e-08,0.7157,USE,,true,none
TVP15,0.0129,1.0000,2.0000,-0.2085,1.0000,false,0,1,1,330.529,0.5359,DO-NOT-USE,non-periodic,false,flat_M1
TVP23,0.0106,0.5000,2.0000,-0.3713,1.0000,false,0,2,1,231.829,0.4355,DO-NOT-USE,non-periodic,false,flat_M1
TYE7,0.5247,0.0000,1.5000,-0.3450,1.0000,false,0,4,0,0.0355332,0.4049,DO-NOT-USE,over-parameterized,false,flat_M1
TYR1,0.6075,1.0000,1.0000,-0.4465,1.0000,false,0,1,1,0.417876,0.5882,DO-NOT-USE,non-periodic,false,flat_M1
TYS1,0.0173,1.0000,2.0000,0.0724,1.0000,false,0,1,1,52.9241,0.5513,DO-NOT-USE,non-periodic,false,flat_M1
TYW1,0.7057,1.0000,3.0000,-0.4360,1.0000,false,0,1,1,0.347555,0.7411,DO-NOT-USE,non-periodic,false,flat_M1
TYW3,0.8595,1.0000,1.0000,-0.1687,1.0000,false,0,1,1,0.00155619,0.6386,USE,,true,none
UBA1,0.7717,0.5000,2.0000,0.5044,1.0000,false,0,2,1,0.207765,0.6886,DO-NOT-USE,non-periodic,false,flat_M1
UBA4,0.4760,1.0000,0.0000,0.0127,1.0000,false,0,1,1,0.00155514,0.4977,CAUTION,,false,damped
UBC12,0.0658,1.0000,2.0000,0.4399,1.0000,false,0,1,1,22.6978,0.6345,DO-NOT-USE,non-periodic,false,flat_M1
UBC4,0.4315,0.0000,1.0000,0.0257,1.0000,false,0,2,0,0.611673,0.3581,DO-NOT-USE,non-periodic,false,flat_M1
UBC8,0.4993,0.3333,1.0000,-0.6027,1.0000,false,0,3,1,0.187919,0.4332,DO-NOT-USE,non-periodic,false,flat_M1
UBI4,0.6989,0.5000,3.0000,-0.3385,1.0000,false,0,2,1,0.0222292,0.6398,USE,,true,none
UBP10,0.5992,1.0000,1.0000,0.0637,1.0000,false,0,1,1,0.00108123,0.5992,USE,,true,none
UBP13,0.7324,1.0000,1.0000,0.1743,1.0000,false,0,1,1,2.68883e-05,0.6480,USE,,true,none
UBP14,0.6594,1.0000,0.0000,0.0188,1.0000,false,0,1,1,0.0632815,0.5356,DO-NOT-USE,non-periodic,false,flat_M1
UBP15,0.5552,1.0000,0.0000,-0.2009,1.0000,false,0,1,1,0.074085,0.5110,DO-NOT-USE,non-periodic,false,flat_M1
UBP16,0.8191,1.0000,1.0000,-0.3117,1.0000,false,0,1,1,0.000482545,0.6305,USE,,true,none
UBP3,0.6868,1.0000,2.0000,-0.1312,1.0000,false,0,1,1,0.062552,0.6707,DO-NOT-USE,non-periodic,false,flat_M1
UBP6,0.6420,0.5000,1.5000,0.0914,1.0000,false,0,2,1,0.0586479,0.5467,DO-NOT-USE,non-periodic,false,flat_M1
UBR2,0.1605,1.0000,1.0000,-0.1949,1.0000,false,0,1,1,1.35577,0.4988,DO-NOT-USE,non-periodic,false,flat_M1
UBX2,0.1770,0.5000,0.0000,-0.2615,1.0000,false,0,2,1,10.1231,0.3354,DO-NOT-USE,non-periodic,false,flat_M1
UBX3,0.2058,1.0000,1.0000,-0.4216,1.0000,false,0,1,1,538.412,0.5078,DO-NOT-USE,non-periodic,false,flat_M1
UBX5,0.6479,1.0000,0.0000,-0.5476,1.0000,false,0,1,1,0.482007,0.5296,DO-NOT-USE,non-periodic,false,flat_M1
UBX6,0.8489,0.0000,0.7500,0.0019,1.0000,false,0,4,0,0.00080003,0.4202,DO-NOT-USE,over-parameterized,false,flat_M1
UFD1,0.6544,0.5000,3.0000,-0.2054,1.0000,false,0,2,1,0.068372,0.6309,DO-NOT-USE,non-periodic,false,flat_M1
UFD2,0.4918,1.0000,0.0000,-0.1387,1.0000,false,0,1,1,2.66447,0.4984,DO-NOT-USE,non-periodic,false,flat_M1
UFD4,0.8644,0.5000,2.0000,-0.0099,1.0000,false,0,2,1,0.00136007,0.6062,USE,,true,none
UFE1,0.6436,1.0000,1.0000,0.3250,1.0000,false,0,1,1,8.91278,0.6604,DO-NOT-USE,non-periodic,false,flat_M1
UFO1,0.6547,1.0000,1.0000,-0.3571,1.0000,false,0,1,1,0.0143458,0.5976,USE,,true,none
UGA1,0.4300,0.0000,3.0000,-0.5840,1.0000,false,0,2,0,13.2388,0.4860,DO-NOT-USE,non-periodic,false,flat_M1
UGA2,0.7355,1.0000,2.0000,-0.2568,1.0000,false,0,1,1,0.00900692,0.6804,USE,,true,none
UGA3,0.2920,1.0000,3.0000,0.2662,1.0000,false,0,1,1,0.611238,0.7116,DO-NOT-USE,non-periodic,false,flat_M1
UGO1,0.0855,0.5000,1.5000,-0.2974,1.0000,false,0,2,1,3.60882,0.4171,DO-NOT-USE,non-periodic,false,flat_M1
UGP1,0.8962,0.5000,1.5000,-0.1768,1.0000,false,0,2,1,2.1988e-08,0.5792,USE,,true,none
UIP3,0.6269,0.0000,1.0000,-0.2531,1.0000,false,0,3,0,0.0180545,0.3920,CAUTION,,false,damped
UIP5,0.8607,1.0000,0.0000,0.3789,1.0000,false,0,1,1,0.00058852,0.6479,USE,,true,none
ULP2,0.2421,1.0000,2.0000,-0.1411,1.0000,false,0,1,1,0.464158,0.5818,DO-NOT-USE,non-periodic,false,flat_M1
ULS1,0.5561,1.0000,2.0000,0.2397,1.0000,false,0,1,1,2.29365,0.6925,DO-NOT-USE,non-periodic,false,flat_M1
UME6,0.8100,0.5000,1.5000,0.2344,1.0000,false,0,2,1,1.06809e-05,0.6089,USE,,true,none
UNG1,0.9322,1.0000,0.0000,0.1097,1.0000,false,0,1,1,4.27487e-06,0.6084,USE,,true,none
UPS2,0.8361,0.0000,1.5000,0.3761,1.0000,false,0,2,0,1.95769e-07,0.5424,USE,,true,none
URA1,0.2560,0.3333,1.0000,0.2575,1.0000,false,0,3,1,0.0117098,0.4360,CAUTION,,false,damped
URA4,0.4082,0.3333,0.6667,0.0034,1.0000,false,0,3,1,0.00326904,0.3934,CAUTION,,false,damped
URA6,0.4611,1.0000,2.0000,-0.1326,1.0000,false,0,1,1,0.104369,0.6256,DO-NOT-USE,non-periodic,false,flat_M1
URA8,0.0109,1.0000,1.5000,0.7815,1.0000,false,0,2,2,258.528,0.6585,DO-NOT-USE,non-periodic,false,flat_M1
URB1,0.8190,1.0000,1.0000,0.5928,1.0000,false,0,1,1,0.000247772,0.7490,USE,,true,none
URN1,0.8270,0.5000,1.5000,0.0461,1.0000,false,0,2,1,0.00020713,0.5746,USE,,true,none
USE1,0.4020,1.0000,1.0000,-0.0462,1.0000,false,0,1,1,0.0556792,0.5471,DO-NOT-USE,non-periodic,false,flat_M1
UTH1,0.9607,0.0000,1.2000,-0.1173,0.0000,true,1,5,0,1.50592e-13,0.2721,DO-NOT-USE,sign-unstable;over-parameterized,false,flat_M1
UTP10,0.8952,1.0000,1.0000,-0.0364,1.0000,false,0,1,1,5.85437e-05,0.6457,USE,,true,none
UTP13,0.7240,0.5000,0.5000,0.6432,1.0000,false,0,2,1,0.0151014,0.6068,USE,,true,none
UTP20,0.9342,0.5000,1.0000,0.0066,1.0000,false,0,2,1,1.67277e-06,0.5548,USE,,true,none
UTP22,0.2834,0.0000,1.0000,0.1745,1.0000,false,0,2,0,0.127655,0.3582,DO-NOT-USE,non-periodic,false,flat_M1
UTP23,0.8586,1.0000,2.0000,0.0881,1.0000,false,0,1,1,0.000134068,0.7227,USE,,true,none
UTP25,0.8517,0.3333,2.0000,0.5294,1.0000,false,0,3,1,0.000192164,0.6762,USE,,true,none
UTP4,0.8431,1.0000,2.0000,0.3257,1.0000,false,0,1,1,1.58496e-06,0.7671,USE,,true,none
UTP5,0.1572,1.0000,1.0000,0.2956,1.0000,false,0,1,1,0.275496,0.5572,DO-NOT-USE,non-periodic,false,flat_M1
UTP6,0.7337,1.0000,1.0000,0.3319,1.0000,false,0,1,1,0.00179394,0.6798,USE,,true,none
UTP9,0.6415,1.0000,1.0000,0.6096,1.0000,false,0,1,1,0.00315938,0.7169,USE,,true,none
UTR2,0.9270,0.2500,1.7500,-0.3053,0.2500,true,3,4,1,6.65512e-06,0.4021,CAUTION,,false,damped
UTR4,0.6819,0.5000,1.5000,-0.0540,1.0000,false,0,2,1,0.0117034,0.5364,USE,,true,none
VAC17,0.9715,0.5000,3.0000,-0.0402,1.0000,false,0,2,1,4.153e-15,0.6943,USE,,true,none
VAC7,0.7709,1.0000,2.0000,-0.3492,1.0000,false,0,1,1,0.000390925,0.6875,USE,,true,none
VAM3,0.5604,1.0000,1.0000,0.0267,1.0000,false,0,1,1,0.0183688,0.5841,USE,,true,none
VAS1,0.0174,1.0000,3.0000,0.0707,1.0000,false,0,1,1,10.9941,0.6176,DO-NOT-USE,non-periodic,false,flat_M1
VBA1,0.0598,0.5000,1.0000,-0.0448,1.0000,false,0,2,1,230.082,0.3786,DO-NOT-USE,non-periodic,false,flat_M1
VBA2,0.0182,0.5000,1.0000,-0.2452,1.0000,false,0,2,1,215.277,0.3703,DO-NOT-USE,non-periodic,false,flat_M1
VCX1,0.8566,0.5000,0.0000,0.0878,1.0000,false,0,2,1,7.42164e-06,0.4889,CAUTION,,false,damped
VHR1,0.8956,0.5000,2.0000,0.3427,0.5000,true,1,2,1,3.66786e-06,0.5810,USE,,true,none
VHS2,0.7838,1.0000,0.0000,-0.0959,1.0000,false,0,1,1,0.00583854,0.5568,USE,,true,none
VHS3,0.2016,1.0000,1.0000,-0.0197,1.0000,false,0,1,1,0.336137,0.5070,DO-NOT-USE,non-periodic,false,flat_M1
VID24,0.3567,0.5000,1.5000,-0.5107,1.0000,false,0,2,1,22.1452,0.4713,DO-NOT-USE,non-periodic,false,flat_M1
VID27,0.7735,1.0000,1.0000,0.0069,1.0000,false,0,1,1,0.00255984,0.6227,USE,,true,none
VID30,0.1994,1.0000,0.0000,-0.0180,1.0000,false,0,1,1,0.627918,0.4399,DO-NOT-USE,non-periodic,false,flat_M1
VIP1,0.5677,1.0000,2.0000,-0.0186,1.0000,false,0,1,1,0.00232443,0.6469,USE,,true,none
VMA1,0.0155,1.0000,1.0000,-0.2562,1.0000,false,0,1,1,220.102,0.4698,DO-NOT-USE,non-periodic,false,flat_M1
VMA13,0.1730,1.0000,2.0000,-0.2083,1.0000,false,0,1,1,18.7596,0.5679,DO-NOT-USE,non-periodic,false,flat_M1
VMA16,0.1457,1.0000,3.0000,0.2381,1.0000,false,0,1,1,25.1358,0.6768,DO-NOT-USE,non-periodic,false,flat_M1
VMA5,0.0425,1.0000,2.0000,-0.1866,1.0000,false,0,1,1,2.5346,0.5418,DO-NOT-USE,non-periodic,false,flat_M1
VMA6,0.1757,1.0000,2.0000,0.0512,1.0000,false,0,1,1,0.226299,0.5787,DO-NOT-USE,non-periodic,false,flat_M1
VMS1,0.8428,1.0000,1.0000,-0.3074,1.0000,false,0,1,1,0.000132663,0.6352,USE,,true,none
VPS33,0.4885,1.0000,3.0000,-0.1125,1.0000,false,0,1,1,2.19173,0.6977,DO-NOT-USE,non-periodic,false,flat_M1
VPS36,0.6009,0.0000,1.0000,0.0681,1.0000,false,0,3,0,1.53774,0.4005,DO-NOT-USE,non-periodic,false,flat_M1
VPS38,0.7161,1.0000,1.0000,-0.4158,1.0000,false,0,1,1,0.00708638,0.6099,USE,,true,none
VPS4,0.5498,1.0000,2.0000,0.2489,1.0000,false,0,1,1,0.248886,0.6931,DO-NOT-USE,non-periodic,false,flat_M1
VPS55,0.2262,1.0000,3.0000,0.2675,1.0000,false,0,1,1,5.79417,0.6987,DO-NOT-USE,non-periodic,false,flat_M1
VPS60,0.1436,0.5000,1.5000,-0.3834,1.0000,false,0,2,1,4.09596,0.4287,DO-NOT-USE,non-periodic,false,flat_M1
VPS62,0.4681,1.0000,2.0000,-0.5639,1.0000,false,0,1,1,11.195,0.6270,DO-NOT-USE,non-periodic,false,flat_M1
VPS63,0.6831,1.0000,0.0000,0.2394,1.0000,false,0,1,1,1.6408e-05,0.5845,USE,,true,none
VPS71,0.3604,1.0000,1.5000,-0.2605,1.0000,false,0,2,2,2.34097,0.5721,DO-NOT-USE,non-periodic,false,flat_M1
VPS73,0.1009,1.0000,1.0000,-0.0415,1.0000,false,0,1,1,551.639,0.4868,DO-NOT-USE,non-periodic,false,flat_M1
VPS74,0.1986,1.0000,3.0000,0.0069,1.0000,false,0,1,1,0.520102,0.6411,DO-NOT-USE,non-periodic,false,flat_M1
VRG4,0.9400,0.5000,1.5000,0.4505,1.0000,false,0,2,1,2.46983e-06,0.6781,USE,,true,none
VRP1,0.0890,1.0000,0.0000,-0.1949,1.0000,false,0,1,1,64.2721,0.4178,DO-NOT-USE,non-periodic,false,flat_M1
VTC1,0.6405,1.0000,2.0000,0.6264,1.0000,false,0,1,1,0.437231,0.7867,DO-NOT-USE,non-periodic,false,flat_M1
VTC2,0.5657,1.0000,2.0000,0.6522,1.0000,false,0,2,2,0.714831,0.7769,DO-NOT-USE,non-periodic,false,flat_M1
VTC3,0.8216,0.0000,2.0000,0.6740,1.0000,false,0,3,0,4.74014e-05,0.6325,USE,,true,none
VTC4,0.1929,1.0000,2.0000,0.4523,1.0000,false,0,1,1,0.342825,0.6624,DO-NOT-USE,non-periodic,false,flat_M1
VTI1,0.8066,1.0000,3.0000,-0.0781,1.0000,false,0,1,1,0.000669728,0.7613,USE,,true,none
VTS1,0.2718,1.0000,0.0000,0.0112,1.0000,false,0,1,1,0.203199,0.4566,DO-NOT-USE,non-periodic,false,flat_M1
WAR1,0.7934,1.0000,3.0000,0.1483,1.0000,false,0,1,1,4.86848e-05,0.7883,USE,,true,none
WHI2,0.7914,1.0000,1.0000,0.0070,1.0000,false,0,1,1,0.000388252,0.6263,USE,,true,none
WSC2,0.9905,0.3333,1.6667,0.2689,1.0000,false,0,3,1,9.71962e-17,0.6297,USE,,true,none
WSC3,0.5723,1.0000,3.0000,0.4106,1.0000,false,0,1,1,0.887322,0.7966,DO-NOT-USE,non-periodic,false,flat_M1
WTM1,0.8938,0.5000,2.0000,-0.2114,1.0000,false,0,2,1,2.95815e-06,0.6121,USE,,true,none
WTM2,0.9844,0.0000,2.0000,0.3057,1.0000,false,0,1,0,8.26213e-12,0.5914,USE,,true,none
XDJ1,0.8152,0.5000,1.0000,-0.4309,1.0000,false,0,2,1,2.23706e-05,0.5297,USE,,true,none
YAH1,0.1848,1.0000,3.0000,0.1878,1.0000,false,0,1,1,3.92439,0.6745,DO-NOT-USE,non-periodic,false,flat_M1
YAK1,0.6146,1.0000,2.0000,0.1811,1.0000,false,0,1,1,0.105436,0.6925,DO-NOT-USE,non-periodic,false,flat_M1
YAP1,0.1328,0.3333,1.3333,-0.2091,1.0000,false,0,3,1,0.144316,0.3821,DO-NOT-USE,non-periodic,false,flat_M1
YAP1801,0.3578,1.0000,3.0000,-0.2391,1.0000,false,0,1,1,72.8631,0.6716,DO-NOT-USE,non-periodic,false,flat_M1
YAP1802,0.3293,1.0000,1.0000,0.0205,1.0000,false,0,1,1,0.218474,0.5366,DO-NOT-USE,non-periodic,false,flat_M1
YAP3,0.2842,0.0000,1.5000,-0.3538,1.0000,false,0,2,0,0.00867423,0.3568,CAUTION,,false,damped
YAP6,0.4703,0.0000,1.5000,-0.0201,1.0000,false,0,4,0,3.17021,0.3941,DO-NOT-USE,non-periodic;over-parameterized,false,flat_M1
YAR028W,0.5749,0.0000,1.0000,0.2484,1.0000,false,0,3,0,0.0251965,0.4313,CAUTION,,false,damped
YAR1,0.7786,1.0000,1.0000,0.0395,1.0000,false,0,1,1,0.0159288,0.6303,USE,,true,none
YAT1,0.7298,0.0000,1.5000,0.0709,1.0000,false,0,2,0,2.02974e-06,0.4601,CAUTION,,false,damped
YBL010C,0.8610,1.0000,0.0000,-0.0695,1.0000,false,0,1,1,3.14607e-05,0.5722,USE,,true,none
YBL028C,0.7861,0.5000,1.5000,0.2247,1.0000,false,0,2,1,0.0348484,0.6021,USE,,true,none
YBL029W,0.8390,0.3333,1.6667,0.0572,1.0000,false,0,3,1,1.36776e-05,0.5570,USE,,true,none
YBL036C,0.8170,1.0000,2.0000,0.0995,1.0000,false,0,1,1,0.00015406,0.7166,USE,,true,none
YBL059W,0.0632,1.0000,1.0000,-0.0276,1.0000,false,0,1,1,46.6077,0.4793,DO-NOT-USE,non-periodic,false,flat_M1
YBL077W,0.2500,1.0000,2.0000,0.0476,1.0000,false,0,1,1,12.8617,0.5929,DO-NOT-USE,non-periodic,false,flat_M1
YBL081W,0.2861,1.0000,0.0000,0.1878,1.0000,false,0,1,1,8.55833,0.4948,DO-NOT-USE,non-periodic,false,flat_M1
YBP1,0.1546,1.0000,0.0000,-0.1818,1.0000,false,0,1,1,2.19323,0.4309,DO-NOT-USE,non-periodic,false,flat_M1
YBP2,0.6299,1.0000,2.0000,-0.0029,1.0000,false,0,1,1,11.6136,0.6593,DO-NOT-USE,non-periodic,false,flat_M1
YBR012C,0.7280,1.0000,2.0000,-0.2454,1.0000,false,0,1,1,0.00323476,0.6789,USE,,true,none
YBR053C,0.8421,0.3333,1.0000,0.1840,1.0000,false,0,3,1,4.08534e-05,0.5386,USE,,true,none
YBR056W,0.8403,0.5000,0.5000,-0.5504,1.0000,false,0,2,1,3.54146e-05,0.5014,USE,,true,none
YBR071W,0.9954,0.0000,1.3333,0.2384,1.0000,false,0,3,0,2.58599e-19,0.5356,USE,,true,none
YBR074W,0.7756,1.0000,0.0000,0.0809,1.0000,false,0,1,1,0.000667824,0.5713,USE,,true,none
YBR096W,0.1569,1.0000,1.0000,-0.3795,1.0000,false,0,1,1,0.483926,0.4980,DO-NOT-USE,non-periodic,false,flat_M1
YBR138C,0.9664,1.0000,1.0000,-0.0906,1.0000,false,0,1,1,1.08216e-14,0.6599,USE,,true,none
YBR139W,0.9412,1.0000,1.5000,0.1060,1.0000,false,0,2,2,2.86718e-05,0.7094,USE,,true,none
YBR219C,0.0262,0.5000,1.0000,0.0866,1.0000,false,0,2,1,120.834,0.3892,DO-NOT-USE,non-periodic,false,flat_M1
YBR220C,0.4043,1.0000,1.0000,-0.0988,1.0000,false,0,1,1,0.0443896,0.5475,USE,,true,none
YBR225W,0.1805,1.0000,1.0000,0.3035,1.0000,false,0,1,1,2.17649,0.5635,DO-NOT-USE,non-periodic,false,flat_M1
YBR241C,0.6515,0.0000,1.6667,0.1812,1.0000,false,0,3,0,9.84573e-05,0.4777,CAUTION,,false,damped
YBT1,0.5915,1.0000,2.0000,0.0144,1.0000,false,0,1,1,0.0636125,0.6545,DO-NOT-USE,non-periodic,false,flat_M1
YCF1,0.6174,1.0000,2.0000,-0.1009,1.0000,false,0,1,1,0.0718938,0.6568,DO-NOT-USE,non-periodic,false,flat_M1
YCH1,0.0534,0.0000,1.7500,0.2052,1.0000,false,0,4,0,58.4332,0.3684,DO-NOT-USE,non-periodic;over-parameterized,false,flat_M1
YCK1,0.9418,0.5000,1.0000,0.4493,1.0000,false,0,2,1,3.74366e-11,0.6449,USE,,true,none
YCK2,0.0958,0.5000,1.0000,0.0872,1.0000,false,0,2,1,0.71913,0.4033,DO-NOT-USE,non-periodic,false,flat_M1
YCR015C,0.5674,1.0000,1.0000,0.1161,1.0000,false,0,1,1,0.00641943,0.6034,USE,,true,none
YCR023C,0.6708,1.0000,2.0000,0.1627,1.0000,false,0,1,1,1.59925,0.7000,DO-NOT-USE,non-periodic,false,flat_M1
