substrate,cyclebase_rank,periodicity_pvalue,peaktime_pct,q_x,q_rank,q_sigmoid,q_pcomplement,multiplier_amplitude
YAR028W,2610,0.0251965,55.0,0.5749,0.5749,0.5371,0.9748,0.6174
YAR1,1360,0.0159288,60.0,0.7786,0.7786,0.5618,0.9841,0.9286
YAT1,1659,2.02974e-06,31.0,0.7298,0.7298,0.8999,1.0,0.8872
YBL010C,854,3.14607e-05,19.0,0.861,0.861,0.8321,1.0,1.3348
YBL028C,1314,0.0348484,66.0,0.7861,0.7861,0.5196,0.9652,0.781
YBL029W,989,1.36776e-05,67.0,0.839,0.839,0.8559,1.0,0.504
YBL036C,1124,0.00015406,82.0,0.817,0.817,0.7783,0.9998,1.4361
YBL059W,5750,46.6077,72.0,0.0632,0.0632,0.1847,0,1.0793
YBL077W,4604,12.8617,60.0,0.25,0.25,0.2306,0,1.0438
YBL081W,4382,8.55833,39.0,0.2861,0.2861,0.2466,0,1.0096
YBP1,5189,2.19323,94.0,0.1546,0.1546,0.3055,0,0.8651
YBP2,2272,11.6136,22.0,0.6299,0.6299,0.2345,0,0.3952
YBR012C,1670,0.00323476,92.0,0.728,0.728,0.6444,0.9968,0.7234
YBR053C,970,4.08534e-05,99.0,0.8421,0.8421,0.824,1.0,0.5931
YBR056W,981,3.54146e-05,98.0,0.8403,0.8403,0.8285,1.0,1.1481
YBR071W,29,2.58599e-19,10.0,0.9954,0.9954,0.9998,1.0,1.5862
YBR074W,1378,0.000667824,3.0,0.7756,0.7756,0.7185,0.9993,0.8651
YBR096W,5175,0.483926,65.0,0.1569,0.1569,0.3792,0.5161,0.9292
YBR138C,207,1.08216e-14,69.0,0.9664,0.9664,0.9982,1.0,1.0793
YBR139W,362,2.86718e-05,84.0,0.9412,0.9412,0.8349,1.0,1.1587
YBR219C,5977,120.834,37.0,0.0262,0.0262,0.1556,0,0.857
YBR220C,3657,0.0443896,25.0,0.4043,0.4043,0.5065,0.9556,1.0793
YBR225W,5030,2.17649,88.0,0.1805,0.1805,0.3059,0,1.0793
YBR241C,2140,9.84573e-05,29.0,0.6515,0.6515,0.7946,0.9999,0.6874
YBT1,2508,0.0636125,77.0,0.5915,0.5915,0.4869,0.9364,0.3952
YCF1,2349,0.0718938,91.0,0.6174,0.6174,0.4803,0.9281,0.5125
YCH1,5810,58.4332,62.0,0.0534,0.0534,0.1774,0,0.5699
YCK1,358,3.74366e-11,54.0,0.9418,0.9418,0.9897,1.0,1.258
YCK2,5550,0.71913,57.0,0.0958,0.0958,0.3592,0.2809,0.8535
YCR015C,2656,0.00641943,77.0,0.5674,0.5674,0.6096,0.9936,1.0793
YCR023C,2021,1.59925,46.0,0.6708,0.6708,0.3203,0,0.3952
YCR061W,3007,0.0391642,65.0,0.5102,0.5102,0.5133,0.9608,0.652
YCR102C,5271,57.4113,4.0,0.1413,0.1413,0.178,0,0.5125
YCS4,2136,0.789494,39.0,0.6521,0.6521,0.3545,0.2105,0.8501
YDJ1,1954,0.0398086,54.0,0.6818,0.6818,0.5124,0.9602,0.8064
YDL012C,3992,2.34698,56.0,0.3497,0.3497,0.3024,0,0.9292
YDL027C,1771,0.171455,7.0,0.7116,0.7116,0.4335,0.8285,0.8651
YDL119C,892,1.93392e-06,98.0,0.8548,0.8548,0.9008,1.0,1.6133
YDL121C,1330,0.00829999,72.0,0.7834,0.7834,0.5963,0.9917,0.6996
YDL124W,648,3.42142e-07,2.0,0.8946,0.8946,0.9297,1.0,0.5108
YDL144C,2253,0.228919,96.0,0.633,0.633,0.4182,0.7711,0.795
YDL176W,2116,0.000287849,62.0,0.6554,0.6554,0.754,0.9997,0.6205
YDL180W,1956,0.107283,75.0,0.6814,0.6814,0.4586,0.8927,0.5125
YDL183C,5460,0.870054,72.0,0.1105,0.1105,0.3497,0.1299,0.5125
YDL241W,1105,3.20063e-05,77.0,0.8201,0.8201,0.8316,1.0,0.5125
YDR029W,1540,0.000758929,45.0,0.7492,0.7492,0.7129,0.9992,0.8871
YDR089W,269,7.99213e-12,58.0,0.9563,0.9563,0.9926,1.0,0.5125
YDR090C,6119,235.369,60.0,0.0031,0.0031,0.1375,0,1.08
YDR094W,4104,1.88559,53.0,0.3314,0.3314,0.3125,0,0.7442
YDR115W,4660,13.747,26.0,0.2408,0.2408,0.228,0,1.4361
YDR124W,1261,0.000293311,86.0,0.7947,0.7947,0.7532,0.9997,1.0793
YDR132C,4769,0.0527927,86.0,0.2231,0.2231,0.497,0.9472,0.6174
YDR133C,571,5.06142e-10,44.0,0.9071,0.9071,0.982,1.0,0.8257
YDR134C,,,,,,,,0.9511
YDR154C,4176,0.00176376,24.0,0.3197,0.3197,0.674,0.9982,0.8474
YDR157W,4844,5.54024,81.0,0.2109,0.2109,0.2646,0,0.9292
YDR186C,4606,0.197449,14.0,0.2496,0.2496,0.426,0.8026,0.8275
YDR210W,3489,1.82546,61.0,0.4316,0.4316,0.3141,0,0.7931
YDR222W,350,1.48869e-09,36.0,0.9431,0.9431,0.9773,1.0,1.7314
YDR249C,2830,0.0619001,89.0,0.539,0.539,0.4884,0.9381,0.6913
YDR262W,6131,222.556,78.0,0.0011,0.0011,0.1389,0,0.969
YDR282C,2070,0.000123055,81.0,0.6629,0.6629,0.7866,0.9999,0.5517
YDR338C,6055,18.0993,12.0,0.0135,0.0135,0.2177,0,2.1657
YDR341C,4744,1.29733,49.0,0.2271,0.2271,0.3303,0,0.3952
YDR391C,1151,0.000121318,94.0,0.8126,0.8126,0.7871,0.9999,1.0096
YDR476C,5526,95.7756,96.0,0.0997,0.0997,0.1623,0,0.9292
YDR541C,1436,0.00364815,4.0,0.7662,0.7662,0.6384,0.9964,1.0096
YEA6,6122,104.618,96.0,0.0026,0.0026,0.1597,0,1.1481
YEF3,5513,1.07379,39.0,0.1018,0.1018,0.3394,0,0.687
YEH1,943,9.56582e-06,41.0,0.8465,0.8465,0.8652,1.0,1.2134
YEL025C,2019,0.0117289,76.0,0.6712,0.6712,0.5781,0.9883,1.0793
YEL043W,4169,7.56921,59.0,0.3208,0.3208,0.2516,0,0.5818
YEL1,5130,2.52362,67.0,0.1642,0.1642,0.2991,0,1.0793
YEN1,1318,0.00125814,68.0,0.7854,0.7854,0.6899,0.9987,0.9292
YER034W,1521,0.0033443,78.0,0.7523,0.7523,0.6428,0.9967,1.0793
YER077C,771,0.000478451,60.0,0.8745,0.8745,0.7329,0.9995,1.1481
YER079W,1605,0.0010636,69.0,0.7386,0.7386,0.6976,0.9989,0.5125
YER130C,1240,7.4941e-05,61.0,0.7981,0.7981,0.8041,0.9999,1.2714
YER137C,3895,2.6612,89.0,0.3655,0.3655,0.2967,0,1.0533
YER152C,803,3.38831e-06,21.0,0.8693,0.8693,0.8894,1.0,0.9421
YER156C,3475,0.0356701,63.0,0.4339,0.4339,0.5183,0.9643,0.5675
YER160C,2998,1.75604e-05,7.0,0.5117,0.5117,0.8491,1.0,1.0793
YER188W,4088,0.0444473,19.0,0.334,0.334,0.5064,0.9556,0.7424
YET3,4824,0.0389211,61.0,0.2141,0.2141,0.5136,0.9611,0.9728
YFL034W,3429,0.128334,69.0,0.4414,0.4414,0.449,0.8717,1.0096
YFL040W,5847,5.48286,81.0,0.0474,0.0474,0.265,0,0.8111
YFR006W,5100,0.307983,63.0,0.1691,0.1691,0.4026,0.692,0.8651
YFR018C,5699,36.2108,22.0,0.0715,0.0715,0.1931,0,1.0096
YFR039C,586,6.96644e-07,66.0,0.9047,0.9047,0.9189,1.0,1.0793
YGK3,3378,19.7147,77.0,0.4497,0.4497,0.2145,0,1.0096
YGL010W,3145,0.0136829,87.0,0.4877,0.4877,0.5699,0.9863,0.795
YGL036W,1905,0.458089,72.0,0.6898,0.6898,0.382,0.5419,0.9286
YGL039W,3726,3.16964,1.0,0.393,0.393,0.2888,0,0.733
YGL052W,4761,0.587537,86.0,0.2244,0.2244,0.3693,0.4125,1.0793
YGL072C,3631,0.00165916,46.0,0.4085,0.4085,0.6769,0.9983,0.797
YGL081W,5597,4.51829,96.0,0.0882,0.0882,0.2733,0,2.1657
YGL088W,4310,0.0234113,72.0,0.2979,0.2979,0.5411,0.9766,0.5538
YGL101W,218,2.49811e-10,52.0,0.9646,0.9646,0.9845,1.0,1.0793
YGL102C,2943,7.03889,35.0,0.5206,0.5206,0.2546,0,1.0793
YGL108C,4219,0.00805909,75.0,0.3127,0.3127,0.5978,0.9919,0.9667
YGL114W,1725,3.62297,73.0,0.7191,0.7191,0.2829,0,0.6761
YGL117W,950,4.93188e-08,11.0,0.8454,0.8454,0.9527,1.0,0.3952
YGL140C,2955,11.8019,77.0,0.5187,0.5187,0.2339,0,1.6133
YGL159W,4664,0.179769,84.0,0.2402,0.2402,0.431,0.8202,0.8213
YGL188C,3149,0.116343,80.0,0.487,0.487,0.4543,0.8837,0.7235
YGL193C,4952,6.35462,55.0,0.1933,0.1933,0.2588,0,1.0793
YGP1,117,2.01799e-19,88.0,0.9811,0.9811,0.9998,1.0,0.5702
YGR011W,4599,0.378173,41.0,0.2508,0.2508,0.3919,0.6218,0.5125
YGR012W,2913,174.657,27.0,0.5255,0.5255,0.1453,0,1.0793
YGR021W,3343,0.0196338,77.0,0.4554,0.4554,0.5506,0.9804,0.9728
YGR035C,395,7.08958e-09,66.0,0.9358,0.9358,0.9685,1.0,0.8169
YGR050C,5225,6.50179,70.0,0.1488,0.1488,0.2579,0,0.3952
YGR054W,5825,7.70841,49.0,0.051,0.051,0.2509,0,1.0096
YGR079W,1993,0.254219,55.0,0.6754,0.6754,0.4126,0.7458,1.2714
YGR117C,3333,0.0413374,85.0,0.4571,0.4571,0.5103,0.9587,0.701
YGR122W,5853,2.20989,58.0,0.0464,0.0464,0.3052,0,0.808
YGR125W,4056,5.47511,64.0,0.3393,0.3393,0.2651,0,1.2714
YGR127W,4889,0.840168,80.0,0.2035,0.2035,0.3514,0.1598,1.4361
YGR130C,3064,0.662808,87.0,0.5009,0.5009,0.3633,0.3372,1.2714
YGR149W,2648,1.10862,4.0,0.5687,0.5687,0.3378,0,0.5918
YGR151C,180,1.18291e-13,19.0,0.9708,0.9708,0.997,1.0,1.0793
YGR153W,450,8.37264e-07,20.0,0.9268,0.9268,0.9159,1.0,0.963
YGR164W,6004,224.542,76.0,0.0218,0.0218,0.1387,0,1.0793
YGR182C,2276,0.187895,80.0,0.6293,0.6293,0.4286,0.8121,0.9667
YGR210C,1055,0.000501205,65.0,0.8283,0.8283,0.731,0.9995,0.9286
YGR250C,2332,0.156929,0.0,0.6202,0.6202,0.4382,0.8431,0.5219
YGR266W,4064,0.153408,75.0,0.338,0.338,0.4394,0.8466,1.1686
YGR283C,1082,9.44004e-05,76.0,0.8239,0.8239,0.7961,0.9999,2.203
YHB1,1243,6.58467e-07,3.0,0.7976,0.7976,0.9198,1.0,0.948
YHI9,2417,0.77224,80.0,0.6063,0.6063,0.3556,0.2278,0.3952
YHL008C,1629,0.0176139,67.0,0.7347,0.7347,0.5564,0.9824,0.6808
YHL012W,5947,78.8465,97.0,0.0311,0.0311,0.1681,0,0.8113
YHL026C,122,1.39836e-10,81.0,0.9803,0.9803,0.9863,1.0,1.2714
YHL044W,2129,0.037709,93.0,0.6533,0.6533,0.5153,0.9623,0.5061
YHM2,4432,22.8158,7.0,0.278,0.278,0.2092,0,1.0793
YHP1,200,4.47517e-11,48.0,0.9676,0.9676,0.9893,1.0,1.0958
YHR020W,4150,0.510905,42.0,0.3239,0.3239,0.3764,0.4891,0.3952
YHR033W,5274,7.34905,57.0,0.1408,0.1408,0.2528,0,0.6295
YHR080C,4524,0.693593,83.0,0.263,0.263,0.361,0.3064,1.2109
YHR097C,944,2.21579e-07,4.0,0.8463,0.8463,0.9356,1.0,0.6101
YHR112C,2803,2.10095,14.0,0.5434,0.5434,0.3075,0,0.6996
YHR127W,725,0.00096049,22.0,0.882,0.882,0.7023,0.999,1.0793
YHR138C,1479,0.00215546,89.0,0.7592,0.7592,0.6643,0.9978,0.5675
YHR202W,4755,3.30617,60.0,0.2254,0.2254,0.287,0,1.2714
YIL001W,1041,1.05051e-05,75.0,0.8305,0.8305,0.8628,1.0,1.0096
YIL055C,2515,0.402631,94.0,0.5904,0.5904,0.3887,0.5974,0.4675
YIL067C,3291,102.547,83.0,0.4639,0.4639,0.1603,0,1.0793
YIL077C,5116,0.0938658,80.0,0.1665,0.1665,0.4659,0.9061,1.0863
YIL096C,2815,0.103127,81.0,0.5415,0.5415,0.4608,0.8969,1.1747
YIL108W,3324,0.2309,0.0,0.4585,0.4585,0.4177,0.7691,0.9537
YIL165C,3379,0.0172458,91.0,0.4496,0.4496,0.5575,0.9828,0.3952
YIP1,3774,133.344,33.0,0.3852,0.3852,0.1528,0,1.2368
YIP4,5043,23.0266,17.0,0.1784,0.1784,0.2089,0,1.2368
YIR014W,4227,0.0427262,68.0,0.3114,0.3114,0.5085,0.9573,0.7501
YIR016W,3448,0.0283805,15.0,0.4383,0.4383,0.5307,0.9716,1.2109
YJL016W,533,6.24537e-06,20.0,0.9133,0.9133,0.8756,1.0,1.2109
YJL055W,4369,0.0543919,75.0,0.2883,0.2883,0.4954,0.9456,1.1028
YJL068C,3690,0.204173,22.0,0.3989,0.3989,0.4242,0.7958,0.7936
YJL144W,3656,3.34398,76.0,0.4044,0.4044,0.2865,0,0.9286
YJL171C,3978,0.0261996,46.0,0.352,0.352,0.535,0.9738,1.2109
YJL218W,750,1.47111e-06,7.0,0.878,0.878,0.906,1.0,1.0096
YJR003C,361,1.09826e-08,68.0,0.9413,0.9413,0.9654,1.0,3.4735
YJR011C,4902,5.76178,47.0,0.2014,0.2014,0.2629,0,0.5125
YJR111C,2383,0.724029,64.0,0.6119,0.6119,0.3588,0.276,0.3952
YJR115W,3151,2.91474,8.0,0.4867,0.4867,0.2926,0,0.7396
YJR120W,3066,0.00160539,26.0,0.5006,0.5006,0.6785,0.9984,1.0793
YJU3,1525,0.0897773,53.0,0.7517,0.7517,0.4683,0.9102,0.9292
YKL063C,4363,6.96932,16.0,0.2892,0.2892,0.255,0,1.1526
YKL091C,2218,0.00735295,81.0,0.6387,0.6387,0.6026,0.9926,0.5816
YKL151C,630,1.75834e-06,92.0,0.8975,0.8975,0.9026,1.0,0.9629
YKL162C,1665,0.00208169,92.0,0.7289,0.7289,0.666,0.9979,1.0793
YKR011C,5065,1.49677,32.0,0.1748,0.1748,0.3234,0,0.7943
YKR040C,4271,0.183514,59.0,0.3042,0.3042,0.4299,0.8165,1.1481
YKR047W,3018,1.43016,68.0,0.5084,0.5084,0.3256,0,0.9292
YKR075C,1514,0.0065539,62.0,0.7535,0.7535,0.6086,0.9934,0.497
YKT6,1445,0.00186088,71.0,0.7647,0.7647,0.6714,0.9981,0.795
YKU70,2057,0.476839,88.0,0.665,0.665,0.38,0.5232,1.6712
YLF2,2113,4.14725e-06,69.0,0.6559,0.6559,0.885,1.0,0.9292
YLL056C,4850,117.489,82.0,0.2099,0.2099,0.1564,0,0.5014
YLL058W,2834,0.511786,29.0,0.5384,0.5384,0.3764,0.4882,0.7198
YLR040C,1576,9.4338e-09,93.0,0.7434,0.7434,0.9665,1.0,1.0793
YLR042C,947,1.27037e-07,27.0,0.8459,0.8459,0.9425,1.0,1.4198
YLR049C,103,5.85204e-18,9.0,0.9834,0.9834,0.9997,1.0,1.6133
YLR050C,370,4.57598e-09,28.0,0.9399,0.9399,0.9712,1.0,1.601
YLR076C,3100,23.2844,57.0,0.495,0.495,0.2085,0,0.9142
YLR108C,2969,1.04309,58.0,0.5164,0.5164,0.3408,0,0.5125
YLR112W,1744,0.0119916,65.0,0.716,0.716,0.5769,0.988,1.0096
YLR118C,4676,1.32307,5.0,0.2382,0.2382,0.3293,0,0.9292
YLR126C,1829,0.00491744,32.0,0.7021,0.7021,0.6233,0.9951,0.8651
YLR152C,4102,0.486084,64.0,0.3318,0.3318,0.379,0.5139,0.3952
YLR173W,2801,0.387033,86.0,0.5438,0.5438,0.3907,0.613,1.4361
YLR177W,4748,1.11529,49.0,0.2265,0.2265,0.3376,0,0.8797
YLR179C,5028,10.2531,26.0,0.1809,0.1809,0.2394,0,0.6005
YLR194C,174,1.07365e-15,4.0,0.9718,0.9718,0.9989,1.0,1.1212
YLR202C,5237,18.3215,92.0,0.1468,0.1468,0.2172,0,0.8651
YLR252W,1901,0.0555264,99.0,0.6904,0.6904,0.4943,0.9445,0.7963
YLR253W,1863,0.00436192,78.0,0.6966,0.6966,0.6294,0.9956,0.6658
YLR257W,1939,0.000177014,98.0,0.6842,0.6842,0.773,0.9998,0.6611
YLR271W,4863,0.0262157,78.0,0.2078,0.2078,0.535,0.9738,1.0096
YLR278C,3852,0.0161191,66.0,0.3725,0.3725,0.5611,0.9839,0.8651
YLR280C,4375,0.0259396,0.0,0.2873,0.2873,0.5356,0.9741,1.0096
YLR281C,4990,0.0373756,59.0,0.1871,0.1871,0.5158,0.9626,3.4735
YLR283W,4995,0.0521658,87.0,0.1862,0.1862,0.4977,0.9478,1.2109
YLR287C,2574,0.000964045,76.0,0.5807,0.5807,0.7021,0.999,1.0793
YLR294C,2176,8.73459e-06,74.0,0.6456,0.6456,0.8675,1.0,0.9496
YLR326W,217,5.08244e-11,29.0,0.9648,0.9648,0.989,1.0,1.0793
YLR345W,3678,0.260544,92.0,0.4008,0.4008,0.4113,0.7395,0.5125
YLR413W,423,2.31581e-11,86.0,0.9312,0.9312,0.9907,1.0,0.685
YLR460C,5235,352.043,93.0,0.1471,0.1471,0.1274,0,0.5125
YMC1,5605,3.69887,45.0,0.0869,0.0869,0.282,0,0.3952
YMC2,4433,5.69719,40.0,0.2778,0.2778,0.2634,0,0.3952
YME1,5021,0.344962,81.0,0.182,0.182,0.3967,0.655,1.0793
YML053C,1397,0.00157536,42.0,0.7725,0.7725,0.6794,0.9984,1.0172
YML108W,1053,0.000101111,78.0,0.8286,0.8286,0.7937,0.9999,0.3952
YML119W,94,1.67147e-17,73.0,0.9848,0.9848,0.9996,1.0,1.0863
YML131W,2105,0.0195387,8.0,0.6572,0.6572,0.5508,0.9805,0.4872
YML6,4933,0.00783772,78.0,0.1964,0.1964,0.5993,0.9922,0.6826
YMR027W,5521,42.1791,29.0,0.1005,0.1005,0.188,0,1.0096
YMR074C,3543,0.064122,87.0,0.4228,0.4228,0.4865,0.9359,1.0793
YMR090W,4776,0.13051,13.0,0.2219,0.2219,0.4481,0.8695,0.5125
YMR1,931,0.000498201,56.0,0.8485,0.8485,0.7312,0.9995,0.4142
YMR102C,597,9.55454e-06,72.0,0.9029,0.9029,0.8652,1.0,0.6924
YMR103C,5607,50.7846,98.0,0.0865,0.0865,0.1819,0,1.2235
YMR130W,4989,0.415695,77.0,0.1872,0.1872,0.387,0.5843,1.1972
YMR134W,1235,0.000559272,52.0,0.7989,0.7989,0.7262,0.9994,0.8084
YMR144W,406,1.56242e-07,33.0,0.934,0.934,0.9401,1.0,0.7999
YMR178W,2932,0.00162307,89.0,0.5224,0.5224,0.6779,0.9984,1.2513
YMR181C,3393,6.92591e-05,41.0,0.4473,0.4473,0.8068,0.9999,0.9728
YMR196W,1039,0.00102296,91.0,0.8309,0.8309,0.6994,0.999,0.3952
YMR252C,4730,0.255877,40.0,0.2294,0.2294,0.4123,0.7441,4.267
YMR262W,912,0.00883659,1.0,0.8516,0.8516,0.593,0.9912,1.2109
YMR265C,4076,0.425134,58.0,0.336,0.336,0.3859,0.5749,0.8069
YMR295C,600,4.76197e-11,45.0,0.9024,0.9024,0.9891,1.0,1.0096
YMR31,2282,0.180786,1.0,0.6283,0.6283,0.4307,0.8192,1.4361
YMR315W,1933,0.00507348,8.0,0.6852,0.6852,0.6217,0.9949,0.9563
YNG1,797,1.53088e-05,65.0,0.8703,0.8703,0.8528,1.0,2.1657
YNK1,155,1.06928e-11,25.0,0.9749,0.9749,0.9921,1.0,2.1657
YNL010W,2736,0.0819887,65.0,0.5543,0.5543,0.4732,0.918,1.0096
YNL035C,6018,7.0982,85.0,0.0196,0.0196,0.2542,0,1.2109
YNL040W,6053,116.267,12.0,0.0139,0.0139,0.1567,0,1.2714
YNL046W,716,1.90395e-09,2.0,0.8835,0.8835,0.9761,1.0,1.1045
YNL050C,4804,0.0302383,74.0,0.2174,0.2174,0.5273,0.9698,0.6154
YNL058C,52,1.8611e-17,75.0,0.9917,0.9917,0.9996,1.0,0.9292
YNL095C,1555,0.247138,54.0,0.7468,0.7468,0.4141,0.7529,1.0096
YNL115C,2131,0.0368572,10.0,0.6529,0.6529,0.5165,0.9631,0.8797
YNL134C,482,2.07556e-08,1.0,0.9216,0.9216,0.9605,1.0,0.7267
YNL143C,3652,0.559268,54.0,0.4051,0.4051,0.3718,0.4407,1.0793
YNL155W,1177,0.000962777,68.0,0.8084,0.8084,0.7022,0.999,0.5896
YNL190W,2838,2.30288e-05,65.0,0.5377,0.5377,0.8414,1.0,0.9482
YNL193W,4329,0.489578,96.0,0.2948,0.2948,0.3786,0.5104,1.2714
YNL200C,1193,0.000662259,2.0,0.8058,0.8058,0.7189,0.9993,1.2134
YNL208W,1469,1.54528e-08,17.0,0.7608,0.7608,0.9629,1.0,0.6469
YNL217W,2235,0.00305768,8.0,0.636,0.636,0.6472,0.9969,0.8955
YNL295W,3307,0.0010926,81.0,0.4613,0.4613,0.6964,0.9989,1.0793
YNR061C,2432,4.89311,18.0,0.6039,0.6039,0.2699,0,0.656
YOL019W,137,1.95795e-14,20.0,0.9778,0.9778,0.998,1.0,1.7933
YOL029C,1262,0.00214871,73.0,0.7945,0.7945,0.6645,0.9979,0.9417
YOL106W,5239,0.426134,20.0,0.1465,0.1465,0.3857,0.5739,1.0793
YOL107W,5006,234.353,30.0,0.1845,0.1845,0.1376,0,0.7277
YOL159C,4908,0.76742,39.0,0.2004,0.2004,0.3559,0.2326,0.7056
YOR019W,4581,22.0345,44.0,0.2537,0.2537,0.2105,0,1.2714
YOR052C,2847,3.41276e-07,88.0,0.5363,0.5363,0.9298,1.0,1.0171
YOR062C,2523,0.0432711,92.0,0.5891,0.5891,0.5078,0.9567,0.8736
YOR082C,5222,16.7128,44.0,0.1493,0.1493,0.2206,0,1.0793
YOR093C,3380,0.180086,64.0,0.4494,0.4494,0.4309,0.8199,0.389
YOR1,2982,0.00161091,77.0,0.5143,0.5143,0.6783,0.9984,0.7661
YOR131C,4205,0.937821,10.0,0.315,0.315,0.346,0.0622,1.0793
YOR152C,905,0.000175349,63.0,0.8527,0.8527,0.7734,0.9998,0.5125
YOR203W,4511,0.107108,60.0,0.2651,0.2651,0.4587,0.8929,0.3952
YOR238W,3695,0.305508,14.0,0.3981,0.3981,0.403,0.6945,1.2109
YOR248W,226,1.04173e-13,42.0,0.9633,0.9633,0.9971,1.0,1.2547
YOR292C,5822,36.4325,10.0,0.0515,0.0515,0.1929,0,1.0096
YOR296W,4527,0.0262638,87.0,0.2625,0.2625,0.5349,0.9737,1.0793
YOR302W,3596,3.96976e-05,70.0,0.4142,0.4142,0.8249,1.0,0.3952
YOR318C,5972,165.562,42.0,0.027,0.027,0.1468,0,0.7081
YOR333C,4515,5.30619,25.0,0.2645,0.2645,0.2664,0,0.8651
YOR342C,426,2.38805e-12,7.0,0.9307,0.9307,0.9943,1.0,0.7259
YOR366W,3758,0.0203031,98.0,0.3878,0.3878,0.5488,0.9797,0.8111
YOR385W,1150,1.12298e-05,80.0,0.8128,0.8128,0.8611,1.0,0.5125
YOR390W,2221,2.15243,42.0,0.6383,0.6383,0.3064,0,0.9292
YOX1,74,5.41335e-19,19.0,0.9881,0.9881,0.9998,1.0,1.1234
YPI1,5448,9.22051,54.0,0.1124,0.1124,0.2436,0,0.7389
YPL014W,349,3.42136e-06,8.0,0.9433,0.9433,0.8892,1.0,0.6677
YPL034W,5649,6.97866,16.0,0.0797,0.0797,0.2549,0,0.5728
YPL067C,3375,0.0305568,39.0,0.4502,0.4502,0.5267,0.9694,1.0793
YPL068C,3148,0.183066,64.0,0.4872,0.4872,0.43,0.8169,0.8843
YPL168W,3455,0.130693,74.0,0.4372,0.4372,0.448,0.8693,0.9286
YPL199C,1404,0.0025519,83.0,0.7714,0.7714,0.6561,0.9974,0.8705
YPL229W,5930,7.25593,58.0,0.0339,0.0339,0.2533,0,1.0096
YPL247C,733,0.0214031,94.0,0.8807,0.8807,0.5459,0.9786,1.2109
YPP1,5324,15.6545,65.0,0.1326,0.1326,0.2231,0,0.4598
YPR022C,3093,3.71749,62.0,0.4962,0.4962,0.2818,0,1.2714
YPR063C,5927,40.6278,25.0,0.0344,0.0344,0.1892,0,0.9021
YPR1,2675,0.18552,7.0,0.5643,0.5643,0.4293,0.8145,0.8743
YPR117W,3660,2.87078e-07,96.0,0.4038,0.4038,0.9322,1.0,1.2109
YPR127W,3849,47.8767,37.0,0.373,0.373,0.1838,0,1.2109
YPR172W,1329,0.00172769,88.0,0.7836,0.7836,0.675,0.9983,0.9292
YPR174C,156,1.18585e-12,16.0,0.9747,0.9747,0.9951,1.0,1.5992
YPS1,1043,6.52296e-06,8.0,0.8302,0.8302,0.8746,1.0,0.8914
YPS3,99,1.28422e-15,18.0,0.984,0.984,0.9989,1.0,1.0314
YPS6,4021,1.07129,31.0,0.345,0.345,0.3395,0,0.7526
YPT10,5658,3.19048,69.0,0.0782,0.0782,0.2885,0,0.9292
YRM1,5179,3.19006,68.0,0.1563,0.1563,0.2886,0,1.2714
YRO2,142,4.19811e-18,91.0,0.977,0.977,0.9997,1.0,0.717
YRR1,1401,0.0404448,73.0,0.7719,0.7719,0.5115,0.9596,0.5125
YSA1,4389,0.0173751,77.0,0.285,0.285,0.5571,0.9826,1.3239
YSP1,3647,0.0359254,96.0,0.4059,0.4059,0.5179,0.9641,0.7277
YSP3,5183,1.37337,40.0,0.1556,0.1556,0.3275,0,1.0096
YSY6,2321,1.32735,55.0,0.622,0.622,0.3292,0,0.9292
YTA7,3190,0.011947,86.0,0.4804,0.4804,0.5771,0.9881,0.9292
YTM1,780,8.30833e-05,70.0,0.8731,0.8731,0.8005,0.9999,0.5675
YVC1,3876,0.208692,59.0,0.3686,0.3686,0.423,0.7913,0.8585
YVH1,969,0.00094153,66.0,0.8423,0.8423,0.7032,0.9991,0.9667
ZDS2,662,2.58555e-05,25.0,0.8923,0.8923,0.838,1.0,1.0793
ZEO1,993,4.94321e-05,80.0,0.8384,0.8384,0.8179,1.0,0.5833
ZPR1,3230,0.000313024,80.0,0.4738,0.4738,0.7506,0.9997,0.5201
ZRC1,3419,0.0370384,69.0,0.4431,0.4431,0.5163,0.963,0.9524
ZRG8,842,3.29839e-05,77.0,0.863,0.863,0.8307,1.0,1.026
ZRT1,758,1.88835e-06,63.0,0.8766,0.8766,0.9013,1.0,0.5466
ZRT2,4190,1.94848,78.0,0.3174,0.3174,0.311,0,0.7297
ZRT3,1259,0.0376735,54.0,0.795,0.795,0.5154,0.9623,1.1028
ZTA1,2530,0.73728,0.0,0.5879,0.5879,0.3579,0.2627,0.7373
ZWF1,4124,0.49546,2.0,0.3282,0.3282,0.378,0.5045,0.6828
