substrate,tf,alpha
NCE102,PDR1,2.819918
NCE103,GCN4,0.656038
NCL1,CBF1,8.090273
NCP1,TYE7,5.250224
NDE1,CIN5,0.528848
NDE1,MSN2,0.393372
NDE1,OAF3,0.294574
NDE1,SOK2,1.018115
NDE1,YRM1,1.528060
NDL1,SOK2,0.273501
NEM1,RAP1,0.246962
NEO1,ABF1,0.242776
NEO1,RAP1,0.301101
NET1,MSN2,1.506846
NET1,SOK2,0.608172
NEW1,RAP1,2.395048
NEW1,YOX1,0.575553
NFU1,YAP1,0.483422
NGR1,ABF1,0.362363
NHP2,CIN5,9.750473
NHX1,ABF1,0.855065
NIP7,AFT1,2.788530
NIP7,TYE7,2.410516
NIS1,ACE2,1.442959
NIT3,ABF1,1.913201
NMA1,ADR1,0.054064
NMA1,MSN2,0.566692
NMA1,STE12,0.060281
NMA1,YRM1,1.514206
NMA2,YAP1,0.181787
NMD3,AFT1,1.058201
NMD3,YAP1,0.555975
NMD5,RAP1,1.210057
NNF2,GCR2,0.478917
NOB1,ABF1,1.884290
NOC2,YRM1,2.649024
NOC3,YAP1,0.569982
NOC4,STE12,2.701785
NOG1,YHP1,3.931872
NOG1,YOX1,1.713319
NOG2,CAD1,5.261795
NOP12,RAP1,1.856928
NOP13,CBF1,7.619170
NOP14,RPN4,1.950800
NOP2,YAP1,0.674716
NOP53,STE12,2.457862
NOP58,SOK2,28.269841
NOP6,AFT1,1.358223
NOP7,YHP1,11.216190
NOP9,STE12,1.444177
NOT5,MSN2,4.272881
NRD1,RPN4,0.709909
NRG1,SKN7,0.323614
NRG1,STE12,0.094416
NRG1,TEC1,0.018531
NRG1,TUP1,0.075162
NRG2,YAP1,0.326364
NRK1,GCN4,0.030234
NRM1,GCN4,0.012207
NRM1,SWI4,0.322692
NRP1,YHP1,2.796636
NRT1,LEU3,0.102785
NRT1,SUM1,0.197111
NSA2,ACE2,2.093433
NSR1,FKH2,2.858689
NSR1,RAP1,3.126561
NTA1,ABF1,0.258611
NTC20,FHL1,0.151043
NTC20,SFP1,2.140721
NTE1,MCM1,0.756520
NTE1,MSN2,0.295534
NTH1,CBF1,0.173516
NTH1,SOK2,1.646952
NTH2,YAP1,0.309513
NUD1,SWI4,0.519959
NUG1,ABF1,2.272908
NUG1,YOX1,0.138920
NUP1,SOK2,1.968758
NUP1,STE12,2.486274
NUP100,ACE2,0.766022
NUP157,ABF1,1.399834
NUP159,CBF1,7.324286
NUP192,REB1,0.327637
NUP192,STE12,0.466758
NUP2,RAP1,1.332216
NUP57,ABF1,0.868548
NUP60,STE12,2.146019
NUP85,ABF1,0.546352
NUP85,MSS11,0.325529
NVJ1,ACE2,0.526191
OAC1,BAS1,0.384972
OAC1,DAL81,3.453814
OAC1,MSN2,1.525241
OCA4,GCR2,0.278653
OCA5,ABF1,0.126295
OCA5,ACE2,0.167776
OCA5,RAP1,0.326779
OCA6,CST6,0.393765
OCH1,PHO4,1.168104
OCH1,SKN7,0.901749
ODC2,GCN4,0.212094
OLA1,YAP1,5.324315
OLE1,SPT23,3.104449
OM14,ACE2,0.903038
OM14,MSN2,0.024452
OM45,CIN5,0.300113
OM45,STE12,0.773874
OMA1,RAP1,0.493999
OMS1,STE12,0.681505
OPI1,INO4,1.957668
OPI10,OAF3,0.644450
OPI3,INO4,2.580972
OPI3,PHO4,2.635567
OPI3,RAP1,1.967485
OPT1,ABF1,0.465966
OPT1,MET31,0.593118
OPT1,RAP1,0.066521
OPY2,TEC1,2.080526
ORC2,STE12,0.703558
ORC4,RAP1,0.400427
ORM1,ABF1,1.025360
ORM2,STE12,0.684251
ORM2,STP1,1.530088
ORT1,GCN4,0.055544
OSH7,MSN2,1.940020
OSM1,STE12,2.343373
OST5,ACE2,1.095662
OST5,RAP1,1.745284
OXA1,ACE2,1.059977
OXA1,PHD1,0.588001
OXA1,SKN7,0.968273
OYE2,ABF1,3.553863
OYE2,ARG81,2.887031
OYE2,YAP1,2.575049
PAC10,AFT1,2.128928
PAC10,MCM1,0.339316
PAC11,RAP1,0.243298
PAH1,ZAP1,1.112931
PAI3,STE12,0.564340
PAM1,MSN2,0.486793
PAM1,TEC1,0.912433
PAM16,STE12,3.494262
PAN1,MSN2,2.822981
PAN1,TYE7,1.660043
PAN3,STE12,1.002848
PAN6,UME6,1.473988
PAP2,YAP1,0.211567
PAR32,MSN2,1.960344
PAT1,RAP1,0.833987
PAT1,YRM1,1.426648
PAU23,YRM1,0.362070
PBA1,STB5,4.463054
PBI2,SOK2,0.720148
PBP2,ABF1,0.295025
PBY1,TEC1,0.580031
PCA1,RAP1,0.527122
PCL1,FKH2,0.133580
PCL1,MBP1,-0.334458
PCL1,STE12,0.201763
PCL1,TEC1,2.451254
PCL10,ACE2,0.331038
PCL2,ACE2,1.327787
PCL2,SWI4,0.298916
PCL2,TEC1,0.208997
PCL2,YOX1,-0.069895
PCL5,GCN4,0.110428
PCL5,SOK2,2.523086
PCL7,RAP1,0.723188
PCL9,SWI5,1.559725
PCS60,AFT1,1.237848
PCT1,MSN2,1.199551
PDC1,ABF1,28.634548
PDC1,GCR1,51.093492
PDC1,GCR2,65.960170
PDC1,RAP1,3.970937
PDC5,PDC2,0.603432
PDH1,STE12,0.427919
PDH1,YRM1,0.112075
PDI1,HAC1,0.995730
PDI1,RAP1,2.399098
PDR1,RPN4,0.516797
PDR1,SWI4,0.573005
PDR10,PDR1,0.146378
PDR10,SOK2,0.271009
PDR15,PDR1,0.323801
PDR15,YRM1,0.542685
PDR16,MET4,1.477094
PDR16,NRG1,0.481439
PDR16,PDR1,0.119314
PDR16,PDR3,1.964443
PDR16,RDS2,0.719833
PDR3,PDR1,0.088718
PDR3,STE12,0.176862
PDR3,YAP1,0.037318
PDR5,ASH1,-0.511306
PDR5,RAP1,3.885060
PDR5,SWI4,4.237692
PDR5,YAP1,2.057018
PDR8,ADR1,0.310629
PDR8,RTG3,0.393810
PDR8,STE12,0.206545
PDS5,ABF1,0.492786
PDX3,RAP1,2.347677
PEA2,STE12,0.686087
PEA2,TEC1,0.143222
PEP5,STE12,0.806368
PER33,HSF1,0.843452
PET10,CIN5,0.479912
PET10,HAP1,0.808192
PET111,RAP1,0.167183
PET111,SFP1,0.289462
PET123,MSN2,0.887527
PET127,STE12,0.395276
PET130,STE12,0.572237
PET20,ECM22,0.683321
PET54,STE12,0.871697
PET54,TEC1,0.352155
PET9,ASH1,0.269236
PET9,SOK2,0.491241
PET9,TUP1,4.676753
PEX10,ABF1,0.466102
PEX11,OAF1,1.908253
PEX12,RAP1,0.552834
PEX21,STE12,0.863605
PEX25,MSN2,1.063060
PEX25,OAF1,1.010445
PEX27,STE12,0.354020
PEX27,TEC1,0.155989
PEX28,MSN2,0.366989
PEX28,STE12,0.152523
PEX3,ABF1,0.664473
PEX5,GCN4,0.033841
PFD1,YRM1,2.070432
PFK1,GCR2,7.966236
PFK1,RAP1,7.264789
PFK2,GCR2,2.401491
PFK2,RAP1,2.134178
PFK26,MCM1,3.844650
PFK27,CIN5,0.249811
PFK27,PHO4,0.021447
PFK27,RAP1,0.125952
PFK27,SKO1,0.097364
PGA2,ABF1,3.030150
PGA2,UME6,6.042743
PGA3,PDR3,11.538936
PGA3,SWI5,1.490944
PGC1,CBF1,2.245457
PGD1,STE12,1.093115
PGI1,GCR1,1.035396
PGI1,GCR2,8.699388
PGI1,RAP1,3.984929
PGM1,MSN2,1.635516
PGM1,STE12,1.698571
PGM3,SFP1,0.856279
PHB1,SOK2,2.646923
PHB2,ABF1,1.955891
PHD1,FHL1,0.085059
PHD1,SOK2,0.213855
PHD1,TEC1,0.169354
PHD1,YAP1,0.077924
PHD1,YOX1,0.001065
PHO23,ROX1,0.353376
PHO23,STE12,0.559675
PHO3,MCM1,4.214310
PHO4,RAP1,0.181874
PHO4,STE12,0.305943
PHO8,GCN4,0.035045
PHO8,PHO4,0.489508
PHO81,CAD1,0.231071
PHO81,STE12,0.664834
PHO81,TEC1,0.041689
PHO85,ABF1,0.831571
PHO86,PHO4,2.687123
PHO87,PHO4,1.704572
PHO88,MSN2,17.572558
PHO88,RAP1,6.707634
PHO91,SFP1,3.634317
PHS1,RAP1,1.695409
PIB1,HSF1,0.179104
PIC2,HAP1,0.069141
PIC2,MSN2,0.742517
PIC2,SOK2,0.164079
PIG2,SOK2,0.057045
PIG2,YAP1,0.099418
PIK1,ABF1,0.594643
PIL1,ASH1,0.762478
PIL1,STE12,3.671739
PIL1,SWI5,9.993437
PIM1,RAP1,1.064864
PIM1,RPN4,1.402293
PIN3,ABF1,0.224780
PIN3,HSF1,0.661496
PIN3,MSN2,0.143263
PIR1,ACE2,11.153052
PIR1,PHD1,-0.931605
PIR1,SOK2,-3.264249
PIR1,STE12,-0.943882
PIS1,INO4,3.114839
PIS1,MCM1,2.931707
PKH2,YAP1,0.168533
PKP2,GCN4,0.017019
PLB1,MSN2,0.406002
PLB1,RAP1,0.147581
PLB1,SOK2,0.841904
PLB1,STE12,0.178342
PLB2,MBP1,0.111475
PLB2,SKN7,0.101998
PLB2,SPT23,0.027579
PLB2,SWI4,0.061681
PLB3,MCM1,0.368732
PLB3,STE12,0.871282
PLB3,SWI4,0.135892
PLC1,MBP1,0.441762
PLM2,SWI4,0.214260
PLM2,SWI6,0.001737
PLM2,YAP1,0.105354
PMA1,ACE2,1.896081
PMA1,MCM1,1.572162
PMA1,RAP1,3.652775
PMD1,STE12,0.526597
PMI40,ABF1,3.521885
PML39,ABF1,0.422311
PMP1,RAP1,2.183390
PMP1,YOX1,-0.052453
PMP2,RAP1,1.303221
PMP2,SOK2,0.322164
PMP3,RAP1,6.922397
PMR1,MSN2,2.188859
PMR1,SOK2,2.627643
PMT2,MCM1,5.744577
PMT6,STE12,0.407238
PMT6,STP2,0.982606
PMU1,STE12,5.755977
PNC1,HSF1,0.271612
PNC1,PDR1,2.175129
PNP1,FKH1,1.697530
PNS1,SWI4,0.081943
PNS1,YAP1,0.101433
PNT1,YRM1,0.492587
POC4,CIN5,0.214141
POC4,RAP1,0.332826
POL1,ABF1,0.047742
POL1,LEU3,1.139701
POL30,SWI4,1.365818
POM152,ABF1,0.807960
POM33,HSF1,0.180679
POM33,RGT1,0.112285
POM33,YAP1,0.235471
POP4,GCN4,0.051386
POP6,CIN5,0.985349
POP7,MCM1,0.623667
POP8,IXR1,2.264404
POR1,STB5,22.813341
POR1,TEC1,6.570436
POR2,SKN7,0.520536
POR2,SOK2,0.311875
PPH22,AFT1,0.642219
PPH3,ABF1,0.201861
PPH3,ARO80,0.153913
PPH3,YRM1,0.078507
PPN1,ASH1,0.405175
PPQ1,STE12,1.612274
PPT1,ADR1,3.524168
PPT1,YOX1,0.192153
PRB1,AFT1,0.966889
PRC1,ABF1,0.283411
PRC1,CIN5,3.864490
PRC1,FLO8,3.044364
PRC1,MSN2,7.436214
PRC1,UME6,0.874042
PRD1,UME6,5.800182
PRE1,RPN4,2.876889
PRE2,FHL1,3.767198
PRE2,IFH1,3.571700
PRE2,SFP1,5.028795
PRE3,REB1,0.805189
PRE3,RPN4,3.475705
PRE4,RPN4,2.243928
PRE5,MSN2,1.932012
PRE5,OAF3,7.078694
PRE6,RPN4,1.744424
PRE6,SOK2,1.287824
PRE7,ABF1,2.661283
PRE7,RAP1,1.228564
PRE8,RPN4,2.282048
PRE9,RPN4,5.594680
PRE9,SOK2,1.689524
PRI2,STE12,0.960163
PRK1,STE12,0.506941
PRK1,TEC1,0.008760
PRM1,AFT1,1.395758
PRM1,TEC1,-0.079221
PRM10,ABF1,0.152103
PRM10,STE12,0.386648
PRM2,ABF1,0.339509
PRM2,STE12,0.138861
PRM3,STE12,1.319545
PRM4,ABF1,0.354042
PRM4,STE12,0.370218
PRM5,GCN4,0.015218
PRM5,SOK2,-0.075602
PRM5,YAP1,0.354221
PRM6,STE12,0.524402
PRM8,STE12,2.101362
PRO1,RAP1,1.531428
PRP22,MSN2,1.441376
PRP3,SFP1,0.944316
PRP31,RAP1,0.334970
PRP31,STE12,0.262070
PRP39,STE12,0.599095
PRP43,AFT1,1.225255
PRP45,ABF1,0.432551
PRP46,MSN2,0.507435
PRP46,STE12,1.394833
PRP5,AFT1,0.517218
PRP8,ABF1,1.343543
PRS4,SFP1,3.131881
PRX1,PDR1,0.384731
PRX1,PUT3,0.921989
PRX1,UME6,0.320524
PRY1,RAP1,0.292445
PRY1,SOK2,0.032985
PRY1,SWI4,-0.472829
PRY1,TUP1,0.855222
PRY2,STE12,0.201852
PRY2,TEC1,10.326635
PRY3,FKH1,-0.007020
PRY3,MSN2,0.260177
PRY3,NRG1,0.002795
PRY3,STE12,0.108821
PRY3,SWI5,0.332247
PSA1,MBP1,1.338799
PSA1,SOK2,3.250352
PSA1,STE12,9.544856
PSD1,AFT1,2.041754
PSD2,BAS1,0.755638
PSD2,STE12,0.507129
PSE1,CBF1,10.344459
PSF1,PDR1,0.013822
PSF1,YAP1,0.216719
PSF2,GCN4,0.026587
PSK1,ABF1,0.617980
PSO2,GCN4,0.016902
PSP1,ABF1,0.242168
PSR1,PUT3,0.441089
PST1,ACE2,2.447366
PST1,ASH1,0.018946
PST1,YAP1,-0.426884
PST2,RAP1,0.965742
PST2,YAP1,1.111155
PTA1,STE12,1.143949
PTC2,GCN4,0.181464
PTI1,RAP1,0.596852
PTK1,RAP1,0.162931
PTK1,SPT23,0.713790
PTK2,MSN2,0.973265
PTM1,CAD1,2.116840
PTM1,RAP1,1.167521
PTP3,STE12,0.443089
PTP3,TEC1,0.212130
PTR2,CIN5,0.061607
PTR2,DAL81,0.200998
PTR2,RAP1,0.045276
PTR2,SKO1,0.051342
PTR2,STE12,0.183373
PTR3,STE12,0.556287
PUB1,CIN5,8.343608
PUB1,SWI4,4.374288
PUF3,STE12,1.284955
PUF6,YAP1,0.748194
PUN1,SKN7,2.610986
PUN1,STE12,1.849216
PUN1,TEC1,0.345513
PUP1,RPN4,3.295219
PUP2,PHO4,0.560831
PUP2,RPN4,3.885620
PUP3,RPN4,2.341725
PUP3,SOK2,2.307209
PUP3,SWI6,0.565214
PUS2,STE12,0.572237
PUS5,IXR1,0.037703
PUS5,STE12,0.311699
PUT2,PUT3,1.779317
PUT3,GCN4,0.034967
PWP2,YAP1,0.904051
PWP2,YOX1,0.262392
PXA1,ADR1,0.929707
PXR1,MET4,2.618099
PXR1,RAP1,0.653839
PXR1,STE12,0.460786
PYC1,GCR2,4.170063
PYC2,GCN4,0.165578
QCR10,CBF1,0.461870
QCR10,HAP2,1.742388
QCR2,HAP3,0.863982
QCR2,HAP5,0.155627
QCR6,MBP1,0.403541
QCR6,SOK2,1.324694
QCR6,YAP1,0.661413
QCR8,ABF1,1.522498
QCR9,BAS1,0.408937
QCR9,HAP3,0.063382
QCR9,TEC1,0.105065
QDR1,OAF1,0.023082
QDR1,STE12,0.389179
QDR2,PHO4,0.350438
QDR2,RAP1,0.961159
QDR2,REB1,1.594367
QDR2,STE12,0.575146
QDR3,GCN4,0.081744
RAD14,ABF1,0.376085
RAD16,ABF1,0.079671
RAD16,GCN4,0.013208
RAD16,STE12,0.079332
RAD2,SUM1,0.288226
RAD23,RPN4,2.308655
RAD27,MAL33,3.169499
RAD27,MBP1,0.080796
RAD30,STE12,0.305143
RAD5,CIN5,0.988665
RAD51,MBP1,-0.117512
RAD51,STE12,1.144086
RAD51,YOX1,0.234718
RAD54,CIN5,0.175520
RAD54,STE12,0.195088
RAD54,YOX1,0.121175
RAD59,MET28,0.061591
RAD59,MET4,0.512536
RAD7,STE12,0.651644
RAM1,STE12,0.395276
RAS1,RAP1,0.900535
RAS2,ACE2,1.399309
RAS2,MSN2,2.146325
RAT1,STE12,0.022566
RAT1,YRM1,2.296282
RAX1,RAP1,0.305284
RAX1,TEC1,0.115070
RAX2,FKH2,0.909895
RAX2,STE12,0.273437
RBG2,GCR2,1.864294
RBS1,ABF1,1.239870
RCN2,SPT23,1.321767
RCO1,STE12,0.521838
RCR1,YAP1,0.211128
RCR2,YAP1,0.396120
RDI1,STE12,4.536711
RDL1,CAD1,5.388079
RDL1,CIN5,1.539280
RDL1,MSN2,11.704629
RDL2,MSN2,3.816467
RDS3,YAP1,0.215093
REB1,ABF1,0.302146
REB1,RPN4,0.260472
REB1,STE12,0.273824
REE1,ACE2,1.775878
REG1,RPN4,2.315084
REH1,SKO1,3.678352
RER2,YOX1,0.392709
RET2,REB1,2.481797
REV1,TEC1,0.346832
REX3,SPT23,0.300645
REX3,STE12,0.679712
RFA1,MBP1,0.306658
RFA2,MBP1,0.237195
RFA2,UGA3,0.507197
RFC2,YRM1,1.127282
RFC3,ASH1,0.033499
RFC3,STE12,2.272518
RFC5,BAS1,0.962360
RFS1,HSF1,1.364012
RFT1,RAP1,0.680511
RFU1,STE12,1.115454
RGA1,TEC1,0.820755
RGA2,STE12,0.655227
RGA2,TEC1,0.072136
RGD2,STE12,0.309003
RGD2,TEC1,0.269477
RGT1,STE12,1.476926
RGT2,ABF1,0.239343
RHB1,MSN2,0.785864
RHO2,STE12,1.070641
RHO2,TEC1,0.426879
RHO3,CAD1,0.514075
RHO3,CBF1,0.874989
RHO3,SKO1,1.309363
RHO4,ARG81,0.309753
RHO5,YAP1,0.478025
RHR2,ABF1,5.191315
RHR2,GCN4,0.616511
RIA1,SFP1,2.708034
RIB1,HSF1,0.099183
RIB1,YAP1,0.173224
RIB3,YAP1,1.455243
RIB4,ABF1,16.353992
RIB5,GCN4,0.189984
RIM101,GCN4,0.065837
RIO2,MSN2,3.576521
RIX1,PDR1,1.491227
RIX7,ABF1,0.612862
RIX7,GLN3,1.016426
RIX7,RPH1,0.663195
RKI1,FKH2,0.946723
RKI1,RAP1,1.171064
RKM1,RIM101,0.605957
RKM3,STE12,1.620903
RKR1,SKO1,1.398297
RLM1,CAD1,0.639781
RLP7,MSN2,6.424383
RLP7,YOX1,0.530542
RMD1,GCR2,0.528006
RMD6,YAP1,0.114972
RMD9,ABF1,0.593077
RMI1,ACE2,0.238519
RMI1,ASH1,-0.066932
RMI1,FHL1,0.519903
RMI1,TEC1,0.613860
RMT2,AFT1,1.307987
RNA1,TEC1,0.218356
RNA1,YRM1,7.223993
RNH202,RIM101,0.282604
RNH202,STE12,0.212234
RNH203,CIN5,1.848045
RNH203,MSN2,0.386606
RNH203,STE12,0.724714
RNQ1,RAP1,0.861039
RNQ1,STE12,1.047794
RNR1,ECM22,0.441280
RNR1,MBP1,-0.078549
RNR1,MCM1,1.186508
RNR1,SWI4,1.474503
RNR2,RAP1,4.011206
RNR4,RAP1,0.493189
RNR4,STE12,3.400826
RNR4,TUP1,1.416308
RNR4,YOX1,0.735840
RNT1,STE12,0.501339
ROG1,ABF1,0.356791
ROG3,YAP1,0.209910
ROK1,PDR1,0.824402
ROM1,YOX1,0.173660
ROT1,ABF1,1.343109
ROT2,ACE2,0.522077
ROT2,STE12,0.771242
ROX1,STE12,0.019166
ROX1,YAP1,0.172801
ROX3,MCM1,0.799123
ROX3,RAP1,1.046336
RPA135,ADR1,0.323585
RPA135,CBF1,3.228007
RPA135,MSN2,3.324618
RPA135,PDR1,1.524192
RPA14,ABF1,1.991062
RPA14,ACE2,1.283146
RPA190,MCM1,4.765325
RPA190,MSS11,3.749267
RPA34,ACE2,0.078424
RPA34,GCN4,0.400103
RPA34,HSF1,0.468987
RPA43,MCM1,3.188054
RPB11,AFT1,2.326695
RPB2,ABF1,0.896390
RPB2,REB1,0.831554
RPB4,MSN2,3.145478
RPB4,STE12,3.250082
RPB5,SFP1,10.981333
RPB7,ABF1,0.370254
RPB8,MSN2,11.069306
RPC25,ABF1,0.783652
RPC25,SKO1,0.683603
RPC40,RAP1,3.369492
RPE1,ABF1,3.655972
RPF1,CAD1,2.745196
RPH1,STE12,0.516889
RPL10,RAP1,8.122479
RPL10,YAP1,22.173642
RPL25,IFH1,22.033471
RPL25,MSN2,26.735434
RPL25,RAP1,8.799988
RPL28,IFH1,2.697173
RPL28,RAP1,28.941465
RPL28,TUP1,50.947850
RPL29,IFH1,19.237879
RPL29,PHD1,9.625519
RPL29,RAP1,10.866801
RPL3,ABF1,10.535534
RPL3,GCR1,29.387354
RPL3,MSN2,48.338710
RPL3,PHD1,21.378253
RPL3,RAP1,19.339041
RPL30,RAP1,28.929948
RPL30,SFP1,14.826117
RPL30,TUP1,35.876923
RPL32,IFH1,32.488859
RPL32,RAP1,14.273628
RPL32,SFP1,62.294584
RPL38,IFH1,12.804765
RPL38,RAP1,22.151525
RPL39,FKH1,0.697881
RPL39,IFH1,63.848272
RPL5,IFH1,26.410525
RPL5,PHO2,36.093408
RPL5,RAP1,17.022627
RPL5,SFP1,13.329239
RPM2,YAP1,0.114727
RPN10,ABF1,3.529341
RPN10,MSN2,0.793309
RPN11,RAP1,1.160549
RPN11,RPN4,1.113410
RPN12,ASH1,0.279597
RPN14,MSN2,0.893678
RPN2,MSN2,0.399459
RPN2,RPN4,4.244707
RPN3,RPN4,3.403480
RPN4,HSF1,0.778817
RPN5,RPN4,3.215114
RPN6,RPN4,3.327357
RPN7,MCM1,0.638610
RPN7,ROX1,1.380344
RPN7,RPN4,1.892505
RPN8,ABF1,0.135095
RPN8,RPN4,2.198761
RPN9,RPN4,2.575934
RPO21,RAP1,0.396241
RPO21,YRM1,0.717546
RPO31,ABF1,1.093622
RPO31,YRM1,0.343834
RPP0,ABF1,18.515904
RPP0,CIN5,25.411262
RPP0,RAP1,30.622390
RPS12,IFH1,74.690520
RPS12,RAP1,53.584950
RPS13,RAP1,3.794009
RPS13,YAP1,19.566828
RPS15,RAP1,13.491025
RPS15,TUP1,31.534323
RPS2,RAP1,17.804271
RPS2,TUP1,40.213596
RPS20,IFH1,16.489827
RPS20,RAP1,14.417640
RPS20,SFP1,5.057916
RPS3,GCN4,1.926060
RPS3,HMO1,3.986001
RPS3,YAP1,8.848443
RPS31,IFH1,72.605916
RPS31,RAP1,41.574666
RPS31,SFP1,78.824017
RPS5,IFH1,25.782671
RPS5,RAP1,20.788966
RPS5,SFP1,74.907947
RPT1,RPN4,2.564788
RPT2,REB1,4.368103
RPT3,RPN4,2.773919
RPT4,RPN4,3.065609
RPT5,RPN4,2.527893
RPT6,RPN4,4.102784
RRB1,YOX1,1.927944
RRN11,STE12,0.746338
RRN6,STE12,0.639487
RRP12,ABF1,1.454267
RRP12,SPT23,1.338644
RRP14,AFT1,2.200229
RRP36,REB1,0.822698
RRP6,CBF1,3.314966
RRP7,SOK2,0.994230
RRT13,SOK2,0.274505
RRT14,CBF1,5.000678
RRT8,MSN2,0.158500
RRT8,SKN7,1.035256
RSC2,ABF1,0.554309
RSF2,ABF1,0.261829
RSF2,SOK2,0.328935
RSF2,STE12,0.104472
RSF2,TEC1,0.241672
RSM10,TEC1,0.265730
RSM10,TUP1,0.621216
RSM26,ECM22,1.423870
RSM7,MSN2,1.689726
RSM7,TEC1,0.977221
RSN1,MSN2,0.755088
RSN1,RAP1,1.436833
RSP5,ACE2,0.096452
RSP5,MBP1,0.068053
RSP5,RAP1,0.355219
RSR1,STE12,0.372000
RSR1,TEC1,0.538740
RTC3,FKH1,-0.050211
RTC3,PDR1,0.104650
RTC3,YAP1,0.186937
RTC6,SFP1,2.650074
RTG2,GCN4,0.098430
RTG2,YAP1,0.018764
RTG3,GCN4,0.018493
RTK1,GCN4,0.021928
RTK1,YAP1,0.002234
RTN1,ABF1,2.111001
RTN1,RAP1,0.947335
RTS3,CIN5,0.043534
RTS3,GCN4,0.032332
RTS3,PDR1,-0.042322
RTS3,YAP1,-0.042809
RTT107,INO4,0.310216
RUP1,ACE2,0.060848
RUP1,PDR1,0.321183
RUP1,STE12,0.664139
RVB1,MCM1,2.168852
RVB2,MCM1,2.775681
RVS167,RAP1,4.156547
RXT2,ABF1,0.279886
RXT3,SFP1,1.897960
SAC7,SOK2,0.530015
SAF1,SOK2,0.360074
SAG1,STE12,0.354429
SAM1,MET31,2.140466
SAM1,MET32,1.422785
SAM1,MET4,2.940735
SAM1,RAP1,1.042507
SAM1,SOK2,0.975080
SAM2,CBF1,0.359637
SAM2,MET31,4.220749
SAM2,MET32,0.267276
SAM3,SOK2,4.390963
SAM3,YHP1,4.958233
SAM35,MSN2,2.194391
SAM4,GCN4,0.053447
SAP155,STE12,0.421372
SAP155,YRM1,0.219762
SAS4,YAP1,0.140962
SAT4,STE12,2.904221
SBA1,MSN2,29.745426
SBH1,ACE2,4.348499
SBH2,CIN5,15.063980
SBP1,CIN5,4.059580
SBP1,GCR1,3.664614
SCC2,TEC1,0.673121
SCD6,ABF1,1.380949
SCH9,CIN5,2.048009
SCL1,RPN4,4.072946
SCM4,SOK2,0.528021
SCO1,MSN2,1.232536
SCO2,STE12,0.680882
SCP1,RAP1,1.158727
SCP160,ACE2,1.568856
SCP160,STE12,6.223134
SCS2,RAP1,4.273368
SCS2,STE12,5.541076
SCS22,ABF1,0.682558
SCS3,ASH1,0.036184
SCS3,GCN4,0.037572
SCS7,OAF3,1.988703
SCT1,ABF1,1.445645
SCT1,HSF1,1.419604
SCW10,ASH1,1.477628
SCW10,PHD1,5.850716
SCW10,SOK2,2.320162
SCW10,STE12,0.349539
SCW10,TEC1,0.081648
SCW10,YAP1,1.262353
SCW4,PHD1,0.186410
SCW4,RAP1,2.897835
SCW4,SOK2,5.638232
SDA1,ADR1,1.350521
SDA1,PDR1,2.612981
SDC25,HAP2,0.696086
SDS23,MSN2,0.351373
SDS23,RAP1,0.633146
SEC10,SFP1,2.435163
SEC11,ABF1,3.745369
SEC14,ABF1,3.197378
SEC16,SFP1,4.292037
SEC18,ABF1,1.206382
SEC2,STE12,0.017825
SEC2,YRM1,0.836438
SEC21,TEC1,3.468081
SEC22,RAP1,1.416733
SEC31,MSN2,2.823415
SEC31,RAP1,2.461241
SEC61,REB1,5.258047
SEC72,ABF1,1.483163
SEC8,FLO8,0.565212
SEC8,OTU1,0.286985
SED1,MOT3,12.629016
SED1,RAP1,2.597307
SED1,SWI4,-13.704422
SED1,YAP1,17.043807
SED1,YOX1,-3.655341
SEH1,PHO4,3.710127
SEM1,STE12,6.566142
SEN2,MET31,0.853041
SER1,GCN4,0.271986
SER1,SOK2,0.996783
SER1,YAP1,0.297133
SER3,ACE2,0.105970
SER3,IXR1,0.015566
SER3,STE12,0.067463
SER3,SWI6,0.232964
SER33,CBF1,2.972422
SER33,MET32,0.896935
SES1,CBF1,4.463219
SES1,PHO2,13.407869
SET2,ABF1,0.365784
SET2,STE12,0.475317
SET3,ABF1,0.254669
SEY1,CAD1,2.018746
SFA1,YAP1,0.986733
SFB3,CBF1,2.562467
SFB3,MCM1,2.164803
SFG1,ECM22,0.465889
SFG1,RAP1,0.084873
SFG1,TEC1,-0.106636
SFH5,ABF1,1.221883
SFH5,STE12,0.815511
SFH5,TEC1,0.081619
SFK1,HAP1,0.111150
SFK1,HSF1,0.193444
SFP1,RAP1,0.145559
SFP1,TEC1,0.152046
SFT1,PHO2,1.468456
SFT1,TEC1,0.643031
SFT2,GCN4,0.094447
SGE1,MSN2,0.785713
SGE1,TEC1,0.092298
SGO1,RAP1,0.313427
SGT1,ABF1,0.870616
SGT2,HSF1,5.574204
SGT2,RPN4,4.376005
SHE10,ACE2,0.789853
SHE10,MSN2,1.713439
SHE3,STE12,1.714217
SHM1,STE12,11.872096
SHM2,ABF1,4.807448
SHM2,BAS1,3.759799
SHO1,STE12,1.336019
SHO1,TEC1,1.212883
SHR5,RAP1,0.497196
SHU1,STE12,0.331806
SHY1,SOK2,0.310224
SIC1,ACE2,1.372604
SIF2,STE12,0.653696
SIL1,HAC1,0.031370
SIL1,STE12,0.183475
SIL1,TEC1,0.019535
SIM1,ASH1,-0.220369
SIM1,SOK2,0.794539
SIM1,SWI4,4.302673
SIM1,TEC1,3.335529
