substrate,tf,alpha
COG3,STE12,-0.280666
COG7,INO4,0.162109
COQ2,HAP1,0.061008
COQ6,MSN2,-0.164115
COR1,GCN4,-0.037689
COR1,HAP4,0.226788
COR1,MSN2,0.000000
COR1,SOK2,0.015781
COR1,YAP1,0.000000
COS1,ABF1,0.000000
COS1,GAL4,0.000000
COS1,ZAP1,-0.176573
COS10,RAP1,0.000000
COS10,YAP1,-0.102203
COS12,RAP1,0.057740
COS12,STE12,0.178896
COS3,GAL4,0.006802
COS3,SWI4,0.000000
COS4,ABF1,-0.201764
COS4,SOK2,0.000000
COS6,ABF1,-0.162711
COS6,FLO8,0.144337
COS6,MSN4,0.255965
COS6,PDR1,0.000000
COS6,RAP1,-0.102528
COS6,SWI4,0.044782
COS6,ZAP1,0.000000
COS7,CRZ1,0.000000
COS7,PDR3,-0.309664
COS7,STE12,0.039155
COS8,RAP1,0.000000
COS8,RGM1,-0.148308
COS8,STE12,-0.075372
COS8,SWI4,-0.040993
COT1,AFT1,0.209195
COT1,AFT2,-0.172987
COT1,MET4,0.216649
COX11,FHL1,0.279413
COX11,IFH1,0.000000
COX11,RAP1,0.028179
COX12,CIN5,0.126914
COX12,HAP4,0.502554
COX13,HAP2,0.068535
COX13,HAP4,0.319800
COX13,STE12,-0.376334
COX14,AFT1,-0.182933
COX15,HAP1,0.202758
COX16,HAP2,0.190858
COX17,GCN4,-0.091192
COX19,SKN7,-0.042246
COX20,FHL1,-0.073722
COX20,MSN2,0.007254
COX4,ADR1,0.068978
COX4,HAP4,0.422846
COX5A,FLO8,0.257622
COX5A,HAP2,-0.084695
COX5A,HAP4,0.312857
COX5B,IXR1,-0.350500
COX5B,ROX1,0.000000
COX6,ABF1,0.094253
COX6,HAP2,0.026088
COX6,HAP3,0.000000
COX6,HAP4,0.567120
COX6,HAP5,0.000000
COX6,RTG3,0.187166
COX7,HAP2,0.044683
COX7,HAP4,0.629262
COX8,HAP2,0.000000
COX8,HAP4,0.552516
COX9,HAP2,-0.175631
COX9,HAP4,0.329073
CPA1,ARG80,0.042050
CPA1,ARG81,0.148040
CPA1,GCN4,0.175133
CPA1,MSN2,0.000000
CPA1,RAP1,-0.287008
CPA2,GCN4,-0.047604
CPA2,MSN2,0.263514
CPA2,YAP1,-0.188761
CPR1,ABF1,-0.251906
CPR1,HSF1,0.000000
CPR1,MSN2,0.046384
CPR1,RAP1,0.000000
CPR1,ROX1,0.000000
CPR1,SKN7,-0.147475
CPR4,MSN2,-0.257232
CPR4,RAP1,0.000000
CPR5,ABF1,-0.169886
CPR6,HSF1,0.034504
CPR8,STE12,0.078607
CPR8,SWI4,0.275479
CPS1,GLN3,0.242183
CPT1,INO2,-0.105224
CPT1,PIP2,-0.211697
CRF1,CIN5,0.400294
CRF1,MET32,-0.015296
CRH1,ASH1,0.000000
CRH1,MCM1,0.000000
CRH1,MSN2,-0.217510
CRH1,RLM1,0.056175
CRH1,SOK2,0.066536
CRH1,SWI5,0.186791
CRH1,TEC1,0.406970
CRM1,STE12,0.000000
CRM1,TEC1,-0.120278
CRR1,AFT1,0.083900
CRR1,SUM1,0.012646
CRZ1,PHO4,-0.382936
CRZ1,YRM1,0.000000
CSG2,MCM1,0.022853
CSG2,RAP1,0.000000
CSH1,ABF1,-0.309371
CSH1,SKO1,0.000000
CSI2,ASH1,0.270558
CSI2,SWI4,0.267152
CSI2,SWI6,0.000000
CSI2,TEC1,0.096095
CSM1,MSN2,0.047533
CSM2,RAP1,-0.247626
CSN9,GCR2,0.306640
CSN9,HMS1,-0.053459
CSN9,SFP1,0.114685
CSN9,STE12,0.000000
CSN9,THI2,0.000000
CSN9,YAP1,0.000000
CSR1,ABF1,0.166157
CSR1,AFT1,0.000000
CSR1,REB1,-0.042767
CST6,STE12,-0.057709
CTA1,ABF1,-0.099155
CTA1,ADR1,0.080508
CTA1,MSN2,0.000000
CTA1,OAF1,0.000000
CTA1,PIP2,0.000000
CTA1,YAP1,0.027474
CTF19,AFT1,0.279997
CTF19,BAS1,0.134132
CTF19,HAP3,0.000000
CTF19,PHO4,0.023464
CTF4,STE12,0.159112
CTH1,SFP1,-0.267187
CTK2,MSN2,0.122181
CTR1,MAC1,-0.205315
CTR1,MSN2,-0.208232
CTR1,MSN4,0.000000
CTR2,MAC1,0.008377
CTR3,MAC1,0.000000
CTR3,MAL33,-0.146335
CTR3,STE12,0.045286
CTS1,ACE2,0.135574
CTS1,FKH1,-0.255913
CTS1,MSN2,-0.227210
CTS1,PIP2,-0.182460
CTS1,RAP1,0.020604
CTS1,STE12,0.223013
CTS1,SWI5,0.405045
CTT1,HAP1,0.000000
CTT1,HOT1,0.000000
CTT1,MSN2,0.058766
CTT1,MSN4,0.000000
CTT1,SKN7,-0.311857
CTT1,SOK2,-0.231326
CTT1,STE12,0.000000
CUE2,SOK2,0.017244
CUE2,YAP1,0.000000
CUE4,ACE2,0.058019
CUE4,MBP1,-0.235186
CUE4,SKN7,0.035086
CUR1,YAP1,-0.135083
CUR1,YRM1,0.000000
CUS1,ADR1,0.156195
CUS1,TEC1,-0.180687
CWC2,YOX1,0.100787
CWH41,STE12,0.131756
CWH43,TEC1,0.186966
CWP1,MET32,0.064226
CWP1,MET4,-0.030534
CWP1,MSN2,0.000000
CWP1,PDR1,-0.127703
CWP1,RAP1,-0.126291
CWP1,RLM1,-0.200933
CWP1,SKO1,0.334887
CWP1,SMP1,0.000000
CWP1,SOK2,0.000000
CWP1,SPT23,0.000000
CWP1,STE12,-0.099906
CWP1,SWI4,0.019669
CWP1,SWI6,0.112816
CWP1,TEC1,0.020455
CWP2,DAL82,-0.023233
CWP2,MBP1,0.158908
CWP2,OAF1,-0.259176
CWP2,PDR1,-0.068224
CWP2,RLM1,-0.003604
CWP2,SKN7,0.000000
CWP2,SOK2,0.000000
CWP2,SWI4,0.189075
CWP2,SWI6,0.138204
CYB2,ADR1,0.053217
CYB2,HAP1,-0.134900
CYB2,STE12,-0.265993
CYB2,YRM1,0.105991
CYB5,HAP1,-0.191219
CYC1,ABF1,0.081617
CYC1,HAP1,-0.105334
CYC1,HAP2,-0.108676
CYC1,HAP3,0.165117
CYC1,HAP4,0.312398
CYC1,HAP5,0.028269
CYC1,HSF1,-0.172385
CYC1,MOT3,0.000000
CYC1,RAP1,-0.009624
CYC1,STE12,-0.236557
CYC1,YAP1,-0.023568
CYC3,MCM1,0.000000
CYC3,MSN2,0.000000
CYC3,STE12,0.126128
CYC3,TUP1,0.187040
CYC7,CIN5,0.215877
CYC7,HAP1,0.188236
CYC7,ROX1,0.000000
CYK3,SWI5,0.500955
CYM1,MSN2,0.127596
CYR1,MSN2,-0.357964
CYS3,MET28,0.058378
CYS3,MET31,0.000000
CYS3,MET32,0.070950
CYS3,MET4,-0.107180
CYS3,XBP1,-0.013522
CYS3,YAP1,-0.087138
CYS3,YAP7,0.112766
CYS4,CBF1,0.239829
CYS4,MET32,0.000000
CYS4,MSN2,-0.045895
CYS4,YAP1,0.000000
CYT1,CBF1,0.025070
CYT1,HAP1,0.000000
CYT1,HAP2,0.000000
CYT1,HAP3,-0.126501
CYT1,HAP4,0.492934
CYT1,HAP5,0.000000
CYT1,STE12,-0.165242
CYT2,YAP1,0.105380
DAK1,SKO1,-0.107127
DAK2,STE12,0.187121
DAL1,DAL82,0.015848
DAL1,GCN4,0.000000
DAL1,GLN3,0.000000
DAL1,STE12,0.079925
DAL1,SUM1,0.000000
DAL1,TEC1,0.000000
DAL2,DAL81,0.089328
DAL2,GLN3,0.133789
DAL2,STE12,0.069183
DAL3,DAL80,-0.357604
DAL3,DAL81,-0.024727
DAL3,GLN3,0.021028
DAL3,LEU3,0.000000
DAL4,DAL81,-0.149175
DAL4,GLN3,0.000000
DAL4,STE12,0.000000
DAL4,TEC1,0.026900
DAL5,GAT1,0.249855
DAL5,GCN4,0.000000
DAL5,GLN3,0.031302
DAL7,DAL80,-0.346158
DAL7,DAL81,0.000000
DAL7,DAL82,0.000000
DAL7,GLN3,-0.028093
DAL7,HSF1,0.108442
DAL7,LEU3,0.000000
DAL7,RAP1,-0.193628
DAL7,TEC1,-0.099895
DAL80,DAL80,0.382130
DAL80,GLN3,0.000000
DAL80,STE12,0.025364
DAL80,SUM1,0.045373
DAL80,TEC1,0.004845
DAL81,ABF1,0.302385
DAN4,RAP1,0.050190
DAN4,SOK2,0.000000
DAN4,SPT23,0.010931
DAN4,YAP1,0.110137
DAN4,YRM1,0.054623
DAP1,CIN5,0.055842
DAP1,RAP1,0.000000
DAP1,TEC1,0.163809
DAP1,YAP1,-0.060207
DAP2,RPN4,0.157045
DAS1,MAC1,-0.164787
DAS2,BAS1,0.169901
DBF2,YOX1,-0.010426
DBF20,GCN4,0.094592
DBF20,STE12,0.030400
DBP2,AFT1,0.289102
DBP2,PUT3,0.154152
DBP7,STE12,-0.037120
DBP8,ASH1,-0.035730
DBP8,YAP1,-0.107175
DBP9,ABF1,0.191526
DBP9,SWI5,-0.014817
DCI1,STE12,-0.224331
DCN1,SIP4,-0.092058
DCS1,SPT23,0.127516
DCS2,MSN4,0.000000
DCS2,PDR1,0.090560
DCS2,SOK2,0.174860
DCS2,YAP1,0.000000
DCW1,ABF1,-0.140654
DDI1,ASH1,0.000000
DDI1,RPN4,0.262578
DDR2,CIN5,0.000000
DDR2,MET4,0.160446
DDR2,MSN2,0.329349
DDR2,MSN4,0.000000
DDR2,RAP1,0.015973
DDR2,SKN7,0.000000
DDR2,SOK2,-0.231124
DDR2,STE12,-0.176028
DDR2,XBP1,0.168424
DDR2,YAP1,0.064479
DDR48,MSN2,-0.067799
DDR48,MSN4,-0.044876
DDR48,RIM101,0.000000
DDR48,SKN7,-0.225638
DDR48,SOK2,-0.019917
DDR48,STE12,-0.066644
DDR48,SWI5,-0.207069
DDR48,TEC1,0.000000
DDR48,XBP1,0.249528
DDR48,YAP1,0.000000
DED1,GCN4,0.000000
DED1,PDR3,0.000000
DED1,STE12,0.085858
DEF1,RPN4,-0.009147
DFG16,STE12,0.169943
DFG16,TEC1,-0.092447
DFM1,ABF1,0.000000
DFM1,PHO4,0.073828
DFR1,ABF1,0.262455
DFR1,SMP1,-0.039575
DHR2,ABF1,0.339896
DIA1,ABF1,0.000000
DIA1,MSN2,-0.109273
DIA1,YAP1,0.070918
DIA3,MSN2,0.000000
DIA3,STE12,-0.090601
DIC1,ADR1,0.000000
DIC1,CAT8,0.152131
DIF1,FKH2,0.026083
DIF1,RAP1,0.079815
DIF1,STE12,0.225113
DIG1,PHD1,0.000000
DIG1,SOK2,0.000000
DIG1,STE12,0.125403
DIP5,ADR1,0.000000
DIP5,ASH1,-0.067783
DIP5,GLN3,-0.062125
DIP5,MSN2,-0.099216
DIP5,PDR1,0.064813
DIP5,ROX1,0.000000
DIP5,SOK2,-0.044819
DIP5,STP1,-0.161073
DIS3,DAL82,0.089573
DIT1,YAP5,0.034658
DLD1,CAT8,0.033413
DLD1,CIN5,0.308815
DLD1,HAP1,0.000000
DLD1,MSN2,0.152135
DLD1,SWI5,-0.101888
DLD2,STE12,-0.161072
DLD3,MSN2,-0.215905
DLD3,RAP1,0.000000
DLD3,RTG3,-0.317464
DLD3,SOK2,0.000000
DMA2,SIP4,0.060263
DMC1,STE12,-0.264110
DMC1,UME6,0.023238
DNM1,RAP1,0.000000
DNM1,YRM1,0.015363
DOG1,ABF1,-0.083302
DOM34,MSN2,0.173545
DOS2,DAL82,0.223367
DOT6,ABF1,0.033063
DOT6,MSN2,0.047350
DOT6,SOK2,0.000000
DPB2,MBP1,-0.046664
DPL1,MCM1,-0.294631
DPL1,STE12,-0.074933
DPP1,ABF1,-0.185171
DPP1,INO4,0.006313
DPS1,SKN7,0.034689
DPS1,XBP1,0.168045
DRE2,YAP1,-0.005118
DRS1,YRM1,-0.017716
DSE1,ACE2,0.199384
DSE1,CAD1,-0.050514
DSE1,CIN5,0.000000
DSE1,FKH1,-0.180773
DSE1,MBP1,-0.133472
DSE1,STE12,0.187414
DSE1,SWI5,0.396282
DSE2,ACE2,0.000000
DSE2,FKH1,-0.277642
DSE2,RLM1,-0.001829
DSE2,STE12,0.359198
DSE2,SWI5,0.632840
DSE3,ACE2,0.167801
DSE3,SWI5,0.464582
DSE3,YAP1,-0.046873
DSE4,ACE2,0.273100
DSE4,MSN2,-0.142857
DSE4,STE12,0.063926
DSE4,SWI5,0.406688
DSE4,YOX1,-0.069570
DSF1,MIG1,-0.189747
DSF1,MIG2,-0.055913
DSF1,PUT3,0.000000
DSF1,ROX1,-0.518687
DSF1,STE12,0.000000
DSF2,STE12,0.108469
DSF2,TEC1,0.000000
DSS4,ABF1,0.072238
DTR1,SUM1,0.000000
DTR1,YAP1,-0.178931
DUF1,STE12,0.074153
DUG1,FKH1,-0.316005
DUG3,MET32,0.000000
DUG3,RAP1,-0.085171
DUN1,MBP1,-0.166420
DUN1,SWI6,0.000000
DUR1_2,DAL81,0.004195
DUR1_2,GLN3,0.187884
DUR3,GLN3,-0.221948
DUR3,LEU3,0.000000
DUR3,PDR1,0.000000
DUR3,RAP1,-0.425837
DUR3,SOK2,0.216948
DUR3,STE12,-0.304348
DUR3,TEC1,0.000000
DUR3,TUP1,0.000000
DUS3,MSN2,0.000000
DUS3,RAP1,-0.006509
DUS3,TEC1,-0.121590
DYN1,FKH1,0.248558
EAP1,RAP1,0.024993
EAP1,STE12,0.022049
EAR1,RIM101,-0.052882
EBP2,ABF1,0.255630
EBP2,PIP2,0.065150
ECI1,OAF1,0.111203
ECI1,PIP2,0.113568
ECL1,HSF1,0.025136
ECL1,LEU3,0.045393
ECL1,MSN2,0.039529
ECL1,ROX1,0.000000
ECL1,SOK2,0.516233
ECL1,STE12,0.000000
ECM1,ADR1,0.027266
ECM1,YOX1,0.160354
ECM10,STE12,-0.091906
ECM11,TEC1,0.066368
ECM13,ASH1,-0.345828
ECM13,CIN5,0.000000
ECM13,GCN4,-0.090146
ECM13,MSN2,0.145487
ECM13,PDR3,0.354674
ECM13,RAP1,-0.184761
ECM13,SOK2,0.000000
ECM13,TEC1,0.000000
ECM13,YAP1,0.016222
ECM22,ABF1,0.051923
ECM22,STE12,0.053844
ECM3,MSN2,-0.019972
ECM32,ACE2,0.000000
ECM32,GCN4,0.090881
ECM33,MCM1,0.000000
ECM33,MSN2,-0.087047
ECM33,RAP1,0.291531
ECM33,STE12,0.096580
ECM33,TEC1,0.183166
ECM38,ASH1,0.000000
ECM38,CBF1,0.000000
ECM38,MSN2,-0.076131
ECM38,STE12,-0.146987
ECM38,SWI4,-0.024490
ECM38,SWI6,-0.238710
ECM38,TUP1,-0.257017
ECM38,YAP1,0.000000
ECM4,IXR1,-0.281987
ECM4,MSN2,0.000000
ECM4,RGT1,0.040865
ECM4,SOK2,-0.007517
ECM4,YAP1,0.000000
ECM5,STE12,-0.049822
EDC2,ABF1,-0.216716
EDC2,HSF1,0.030270
EDC2,RAP1,-0.047777
EDC2,SOK2,0.000000
EEB1,SOK2,0.024776
EFB1,ABF1,0.162976
EFB1,HSF1,0.132034
EFB1,RAP1,0.241884
EFT2,SOK2,-0.063617
EGD1,RAP1,-0.000988
EGD2,ACE2,-0.047846
EGD2,ROX1,-0.056579
EGT2,ACE2,0.292581
EGT2,MCM1,0.008064
EGT2,MSN2,-0.147224
EGT2,RAP1,0.000000
EGT2,SOK2,-0.155430
EGT2,SWI5,0.347734
EGT2,YAP1,0.000000
EHD3,STE12,-0.096680
EHT1,INO4,0.188607
EHT1,YAP1,0.190902
EIS1,MCM1,0.000000
EIS1,MSN2,0.038983
EIS1,YRM1,0.156274
ELO1,ASH1,0.411658
ELO1,FLO8,0.000000
ELO1,GCR2,0.000000
ELO1,MBP1,0.039562
ELO1,MSN2,-0.141235
ELO1,NRG1,0.000000
ELO1,SWI4,0.000000
ELO1,SWI6,0.000000
ELP3,SFP1,0.017924
EMI1,MSN2,0.251044
EMI2,FHL1,-0.180801
EMI2,MSN2,-0.119657
EMI2,PDR1,0.000000
EMI2,SOK2,-0.141282
EMP46,ASH1,-0.233992
EMP47,TEC1,-0.084154
ENA1,CRZ1,0.000000
ENA1,GAT1,0.000000
ENA1,GLN3,-0.155939
ENA1,MSN2,-0.274007
ENA1,NRG1,0.000000
ENA1,SKO1,0.000000
ENA1,STE12,0.000000
ENA1,TEC1,0.000000
ENA1,YAP1,0.000000
ENA2,CST6,0.043823
ENA2,SFP1,-0.117264
ENB1,AFT1,0.310672
ENB1,AFT2,-0.190021
ENB1,TUP1,0.088190
ENO1,CBF1,-0.017918
ENO1,CIN5,0.361382
ENO1,GCR1,-0.010566
ENO1,INO4,0.000000
ENO1,MET4,-0.055359
ENO1,MSN2,-0.194885
ENO1,PDR1,0.000000
ENO1,PHO4,-0.075443
ENO1,RAP1,0.000000
ENO1,SOK2,-0.195711
ENO1,SWI5,0.000000
ENO1,TYE7,-0.157854
ENO2,GCR1,-0.052776
ENO2,GCR2,0.000000
ENO2,HSF1,0.000000
ENO2,RAP1,0.317943
ENO2,SOK2,-0.261806
ENO2,ZAP1,0.000000
ENT4,RAP1,0.148167
ENT4,STE12,0.129887
ENV9,SKN7,-0.117709
ENV9,SWI6,0.319103
EPL1,MSN2,0.405489
EPT1,ABF1,-0.103587
EPT1,RAP1,0.000000
ERC1,PHO4,0.065878
ERC1,RAP1,0.000000
ERC1,TUP1,0.027203
ERG1,RAP1,-0.024728
ERG11,HAP1,0.000000
ERG11,PIP2,-0.249495
ERG11,RAP1,0.007959
ERG11,SOK2,-0.080885
ERG11,STE12,0.000000
ERG11,YAP1,0.000000
ERG12,REB1,-0.180324
ERG12,YRM1,0.000000
ERG13,HAP1,0.000000
ERG13,RAP1,-0.043923
ERG2,ECM22,-0.055613
ERG2,HAP1,0.000000
ERG2,HCM1,0.000000
ERG2,MOT3,-0.070758
ERG2,MSN2,0.168316
ERG2,UPC2,-0.075550
ERG20,CBF1,0.000000
ERG20,INO4,0.389877
ERG25,RAP1,-0.254766
ERG25,SOK2,0.000000
ERG25,STE12,0.035697
ERG25,SWI5,-0.037790
ERG25,TEC1,0.000000
ERG25,YAP1,0.335977
ERG27,PDR1,0.323640
ERG28,CBF1,0.000000
ERG28,ECM22,0.000000
ERG28,MSN2,-0.247003
ERG28,RFX1,0.000000
ERG28,RPN4,-0.042600
ERG28,SOK2,-0.126529
ERG28,YAP1,0.000000
ERG3,ECM22,0.000000
ERG3,HAP1,-0.346562
ERG3,MCM1,-0.180058
ERG3,MSN2,-0.132901
ERG3,RDS2,-0.108380
ERG4,ECM22,-0.138008
ERG4,GCR1,0.010788
ERG4,RPN4,-0.009215
ERG5,HAP1,-0.167804
ERG5,RAP1,-0.082723
ERG5,SOK2,0.000000
ERG5,YAP1,0.129845
ERG6,ACE2,-0.253339
ERG6,MSN2,0.000000
ERG6,MSN4,-0.232735
ERG8,CAD1,0.525603
ERG8,HAP1,-0.078887
ERG9,ASH1,-0.049718
ERG9,HAP1,0.060590
ERG9,MSN2,-0.027122
ERO1,HSF1,0.000000
ERO1,MSN2,-0.509509
ERO1,YAP1,0.112466
ERO1,YRM1,0.000000
ERP2,ABF1,0.022539
ERP2,MSN2,-0.283398
ERP5,YHP1,-0.213721
ERV14,MSN2,0.172936
ERV15,CIN5,0.169712
ERV25,ABF1,0.090056
ERV46,ABF1,0.119575
ESBP6,ARO80,0.135621
ESBP6,FHL1,-0.201596
ESBP6,GCN4,-0.156638
ESC8,ABF1,0.000000
ESC8,MBP1,-0.081430
ESF1,ABF1,0.221766
ESF1,MSN2,0.000000
ESF1,STE12,0.029833
ESF1,TEC1,-0.177084
ESF1,YRM1,0.000000
ESL2,SOK2,0.000000
ESL2,STE12,0.000000
ESL2,TUP1,0.003619
EST3,STE12,-0.145295
EXG1,ACE2,0.428675
EXG1,MSN2,-0.106591
EXG1,RAP1,-0.121119
EXG1,RLM1,0.000000
EXG1,SKO1,-0.116813
EXG1,SOK2,0.004648
EXG1,SWI4,0.427159
EXG1,SWI5,0.000000
EXG1,SWI6,0.000000
EXG2,TEC1,0.271273
EXO5,ABF1,0.000668
FAA1,CIN5,0.189168
FAA1,INO2,-0.149013
FAA1,MSN2,-0.035083
FAA1,RAP1,-0.009270
FAA1,SOK2,-0.016922
FAA1,SPT23,0.269399
FAA2,ADR1,0.041946
FAA2,OAF1,0.020523
FAA2,PIP2,-0.000448
FAA3,ACE2,0.273845
FAA3,SOK2,0.000000
FAA3,STE12,0.037430
FAA3,SWI5,0.225797
FAA4,RFX1,-0.015595
FAA4,SPT23,-0.091435
FAF1,RAP1,0.005183
FAP7,YAP1,-0.003111
FAR1,MCM1,0.000000
FAR1,STE12,0.330873
FAR3,STE12,-0.058859
FAR3,TEC1,-0.176578
FAR8,INO4,0.074734
FAS1,ABF1,-0.273950
FAS1,INO2,0.000000
FAS1,INO4,-0.353190
FAS1,MSN2,-0.014304
FAS1,OPI1,-0.143726
FAS1,RAP1,0.049281
FAS2,INO2,-0.129227
FAS2,INO4,-0.025532
FAS2,OPI1,-0.188345
FAS2,RAP1,0.051507
FAS2,STE12,-0.160848
FAS2,TUP1,0.000000
FAT1,MCM1,0.090387
FAT3,ABF1,-0.133662
FAT3,ADR1,0.000000
FAT3,CIN5,0.000000
FAU1,SFP1,0.000000
FAU1,THI2,0.185500
FBA1,CBF1,-0.127202
FBA1,GCN4,-0.266414
FBA1,GCR2,-0.101533
FBA1,RAP1,0.207361
FBA1,TUP1,0.136372
FBA1,TYE7,-0.096265
FBP1,ADR1,-0.015668
FBP1,CAT8,0.000000
FBP1,MIG1,0.000000
FBP1,MSN2,0.000000
FBP1,STE12,0.000000
FCF1,ABF1,0.308779
FCF1,MSN2,0.000000
FCF2,ABF1,0.144024
FCF2,PUT3,-0.003787
FCY2,MSN2,-0.068535
FCY2,RAP1,0.143694
FCY2,TUP1,-0.003796
FCY22,YRM1,-0.264478
FDH1,MCM1,-0.067273
FDH1,RAP1,0.000000
FES1,HSF1,0.000000
FES1,MSN2,0.104657
FES1,SPT23,-0.068164
FES1,YAP5,0.000000
FET3,AFT1,0.343466
FET3,AFT2,-0.037694
FET3,MSN2,0.161961
FET3,STE12,-0.113788
FET4,AFT1,0.143444
FET4,CBF1,0.000000
FET4,MAC1,-0.085270
FET4,MSN2,-0.008218
FET4,RIM101,-0.277576
FET4,ROX1,-0.304617
FET4,SKN7,0.098071
FET4,STE12,0.000000
FET4,TEC1,0.137537
FET5,AFT2,-0.081656
FIG1,STE12,0.203644
FIG1,SUM1,0.000000
FIG1,TEC1,0.204659
FIG4,MSN2,0.130977
FIN1,ABF1,0.321289
FIP1,ABF1,0.083948
FIP1,STE12,-0.278314
FIR1,RAP1,0.381523
FIT2,AFT1,0.425026
FIT2,ASH1,-0.223493
FIT2,CIN5,0.037721
FIT2,LEU3,-0.234927
FIT2,MSN4,0.000000
FIT2,RAP1,-0.042730
FIT3,AFT1,0.463876
FIT3,AFT2,0.163266
FIT3,PUT3,0.013529
FKH2,RAP1,0.134435
FKS1,MSN2,-0.201959
FKS1,RAP1,-0.197506
FKS1,RLM1,-0.046922
FKS1,SOK2,0.083696
FKS1,STE12,0.142073
FKS1,SWI4,0.270736
FKS3,SOK2,0.140045
FKS3,TEC1,0.256045
FLC1,CBF1,-0.022941
FLC1,MSN2,-0.179799
FLC1,RAP1,-0.297161
FLC2,BAS1,0.000000
FLC2,SOK2,0.185727
FLD1,STE12,-0.023256
FLO1,FLO8,0.000000
FLO1,GCN4,-0.127336
FLO1,RME1,-0.037057
FLO10,STE12,0.095472
FLO8,STE12,0.005517
FLO8,TEC1,-0.113749
FLO9,DAL82,0.265523
FLO9,FHL1,0.000000
FLO9,STE12,0.000000
FLO9,SWI5,-0.058823
FLO9,TUP1,-0.009077
FLR1,IXR1,-0.077610
FLR1,MSN2,0.000000
FLR1,PDR1,-0.184503
FLR1,PDR3,-0.185351
FLR1,YAP1,-0.101440
FLR1,YRR1,0.000000
FMC1,NRG1,-0.273578
FMP23,GCN4,-0.011052
FMP23,STE12,-0.238399
FMP25,YAP1,0.020830
FMP33,ABF1,-0.262584
FMP33,CIN5,0.000000
FMP33,MSN2,0.000000
FMP33,PDR1,0.000000
FMP33,PHO2,0.000000
FMP33,STE12,-0.059147
FMP40,FHL1,-0.220153
FMP40,STE12,-0.049593
FMP40,XBP1,0.252601
FMP43,ADR1,0.000000
FMP43,AFT1,-0.138933
FMP43,CIN5,0.037726
FMP43,MSN2,-0.066645
FMP43,REB1,0.000000
FMP43,SKO1,0.000000
FMP43,STE12,-0.047007
FMP48,HOT1,0.000000
FMP48,MSN2,0.000000
FMP48,RAP1,-0.019465
FMP48,SKO1,0.206931
FMP48,SOK2,0.000000
FMP48,TEC1,0.000000
FMP48,YAP1,0.000000
FMP48,YOX1,-0.452119
FOB1,SWI5,0.038272
FOL1,MSS11,-0.090522
FOX2,ABF1,0.212085
FOX2,ADR1,-0.024537
FOX2,OAF1,0.104919
FOX2,UME6,0.050157
FPK1,RAP1,-0.011085
FPK1,SPT23,-0.203757
FPR1,DAL82,0.000000
FPR1,YAP1,-0.298451
FPR1,YAP5,0.000000
FRD1,YAP1,-0.452851
FRE1,AFT1,0.331574
FRE1,AFT2,-0.082125
FRE1,MAC1,-0.258748
FRE1,MSN2,0.000000
FRE1,RAP1,0.147644
FRE1,SKN7,0.069993
FRE1,YAP1,0.000000
FRE2,AFT1,0.000000
FRE2,RPN4,0.000000
FRE2,STE12,-0.024216
FRE2,YAP1,0.097615
FRE3,PIP2,0.000000
FRE3,STE12,-0.231405
FRE3,YOX1,-0.022177
FRE4,AFT1,-0.010214
FRE4,HAP1,0.000000
FRE4,MSN2,0.000000
FRE4,NRG1,0.129176
FRE4,RIM101,-0.012650
FRE4,SKO1,0.081215
FRE4,TEC1,0.000000
FRE5,AFT1,0.093794
FRE5,AFT2,0.000000
FRE5,STE12,0.025902
FRE5,TOS8,0.079014
FRE6,AFT1,0.089170
FRE6,MSN2,0.000000
FRE6,RAP1,-0.024693
FRE7,MAC1,-0.187688
FRE7,SOK2,0.000000
FRE7,STE12,0.258300
FRE7,YAP1,-0.068457
FRE8,GCN4,-0.073194
FRE8,RAP1,0.050821
FRE8,SFP1,-0.078781
FRE8,YOX1,0.150271
FRK1,FKH1,0.380231
FRK1,FKH2,0.062715
FRK1,STE12,-0.224338
FRM2,CAD1,0.000000
FRM2,YAP1,-0.025683
FRQ1,CST6,0.132240
FRQ1,ECM22,-0.191269
FRS2,ACE2,0.238600
FRS2,GLN3,0.028463
FRS2,MSN2,0.000000
FRS2,RAP1,-0.109009
FRS2,TUP1,0.248235
FRS2,YRM1,0.000000
FRT1,STE12,-0.048126
FRT1,TEC1,-0.065270
FRT2,CRZ1,0.000000
FRT2,FKH2,-0.090586
FRT2,MSN2,-0.073990
FRT2,TEC1,-0.007642
FSF1,ADR1,-0.062334
FSF1,CBF1,0.187738
FSF1,LEU3,0.145109
FSF1,MSN2,0.000000
FSH1,HSF1,-0.350878
FSH1,SKO1,0.000000
FSH1,SOK2,0.000000
FSH2,STE12,-0.201924
FTH1,AFT1,0.000000
FTH1,AFT2,-0.212870
FTH1,HSF1,0.315496
FTR1,AFT1,0.281941
FTR1,AFT2,0.000000
FTR1,MAC1,0.159307
FTR1,MSN2,0.013775
FTR1,PDR1,0.136270
FTR1,SOK2,-0.033995
FTR1,SWI4,-0.015455
FTR1,TEC1,-0.291265
FTR1,TUP1,-0.050727
FUN19,SOK2,0.045035
FUN26,MCM1,0.000000
FUN26,SFP1,0.182810
FUN26,SWI5,0.311399
FUN30,STE12,0.058124
FUR1,RAP1,0.199452
FUR1,SWI5,0.067473
FUR4,ABF1,0.006110
FUR4,MSN1,-0.094546
FUR4,TEC1,0.000000
FUS2,STE12,0.000000
FUS2,TEC1,-0.169533
FUS3,MSN2,0.000000
