substrate,tf,alpha,source
RPL16A,PDR1,1.978798,yeastract_strict
RPL16A,RAP1,6.233332,teufel
RPL16A,SFP1,10.835185,teufel
RPL16B,IFH1,3.75839,teufel
RPL16B,PDR1,5.666119,yeastract_strict
RPL16B,RAP1,3.696315,teufel
RPL16B,TUP1,8.343919,teufel
RPL16B,YOX1,3.941038,teufel
RPL17A,IFH1,23.940889,teufel
RPL17A,RAP1,13.90927,teufel
RPL17A,SFP1,24.02874,teufel
RPL17B,IFH1,4.16573,teufel
RPL17B,RAP1,10.98464,teufel
RPL17B,SFP1,23.821714,teufel
RPL18A,FKH1,-2.250809,yeastract_strict
RPL18A,IFH1,31.930056,teufel
RPL18A,MSN2,24.173654,yeastract_strict
RPL18A,RAP1,5.240384,teufel
RPL18A,SFP1,24.647156,teufel
RPL18B,ABF1,5.151429,teufel
RPL18B,IFH1,4.020647,teufel
RPL19A,RAP1,12.133736,teufel
RPL19A,SFP1,19.845351,teufel
RPL19B,GCN4,1.71956,yeastract_strict
RPL1A,RAP1,4.609896,teufel
RPL1A,SFP1,8.630086,teufel
RPL1B,BAS1,4.379089,teufel
RPL1B,YAP1,5.203923,teufel
RPL20A,FKH1,-4.647029,yeastract_strict
RPL20A,IFH1,6.165165,teufel
RPL20A,RAP1,3.724669,teufel
RPL20A,SFP1,7.005991,teufel
RPL20A,TUP1,8.000088,teufel
RPL20B,RAP1,7.799824,teufel
RPL20B,SFP1,21.306508,teufel
RPL21A,IFH1,8.986822,teufel
RPL21A,RAP1,8.288385,teufel
RPL21A,SFP1,19.811245,teufel
RPL21B,IFH1,10.508714,teufel
RPL21B,RAP1,11.54032,teufel
RPL22A,AFT1,20.87966,teufel
RPL22A,FKH1,-1.949534,yeastract_strict
RPL22A,IFH1,4.674042,teufel
RPL22A,RAP1,11.433794,teufel
RPL22A,STE12,1.016108,teufel
RPL22B,CRZ1,3.727878,yeastract_strict
RPL22B,RAP1,2.44283,teufel
RPL23A,RAP1,7.198136,teufel
RPL23A,RPN4,17.620409,teufel
RPL23A,SFP1,0.097206,teufel
RPL23B,FKH1,-0.919674,yeastract_strict
RPL23B,GCR1,13.632549,teufel
RPL23B,PDR1,1.548587,yeastract_strict
RPL23B,RAP1,6.507746,teufel
RPL23B,SFP1,45.42775,teufel
RPL24A,IFH1,14.811476,teufel
RPL24A,PHD1,10.941039,teufel
RPL24A,RAP1,15.318866,teufel
RPL24B,IFH1,8.068266,teufel
RPL24B,RAP1,7.271374,teufel
RPL24B,SFP1,4.701896,teufel
RPL24B,SOK2,6.653667,teufel
RPL25,FKH1,-3.113511,yeastract_strict
RPL25,IFH1,25.999279,teufel
RPL25,MSN2,24.525757,teufel
RPL25,RAP1,8.868571,teufel
RPL26A,RAP1,1.016114,teufel
RPL26A,YAP1,6.91287,teufel
RPL26B,RAP1,18.171026,teufel
RPL26B,SFP1,20.762404,teufel
RPL27A,ABF1,6.300809,teufel
RPL27A,CIN5,8.637644,teufel
RPL27A,IFH1,1.682422,teufel
RPL27A,RAP1,0.455036,teufel
RPL27A,TUP1,8.478633,teufel
RPL27B,GCR1,6.479048,teufel
RPL27B,RAP1,2.299665,teufel
RPL27B,SFP1,13.905975,teufel
RPL28,FKH1,-15.339136,yeastract_strict
RPL28,PDR1,10.981568,yeastract_strict
RPL28,RAP1,18.487608,teufel
RPL28,SFP1,1.226325,teufel
RPL28,TUP1,60.171465,teufel
RPL29,IFH1,19.237879,teufel
RPL29,PHD1,9.625519,teufel
RPL29,RAP1,10.866801,teufel
RPL2A,IFH1,2.643345,teufel
RPL2A,RAP1,9.483252,teufel
RPL2A,SFP1,21.750795,teufel
RPL2B,ABF1,14.933913,teufel
RPL2B,IFH1,17.336281,teufel
RPL2B,PDR1,4.871533,yeastract_strict
RPL2B,RAP1,9.307839,teufel
RPL3,ABF1,10.535534,teufel
RPL3,GCR1,29.387354,teufel
RPL3,MSN2,48.33871,teufel
RPL3,PHD1,21.378253,teufel
RPL3,RAP1,19.339041,teufel
RPL30,RAP1,28.929948,teufel
RPL30,SFP1,14.826117,teufel
RPL30,TUP1,35.876923,teufel
RPL31A,GCR2,28.315819,teufel
RPL31A,IFH1,19.122463,teufel
RPL31A,RAP1,1.276118,teufel
RPL31B,FHL1,2.765119,teufel
RPL31B,IFH1,12.755738,teufel
RPL31B,MSN2,8.468479,teufel
RPL31B,SFP1,19.27209,teufel
RPL32,IFH1,32.488859,teufel
RPL32,RAP1,14.273628,teufel
RPL32,SFP1,62.294584,teufel
RPL33A,CIN5,18.546035,teufel
RPL33A,PDR1,1.272931,yeastract_strict
RPL33A,RAP1,22.066545,teufel
RPL33B,IFH1,11.095565,teufel
RPL33B,MSN2,3.324092,teufel
RPL33B,RAP1,0.859082,teufel
RPL33B,SFP1,11.362282,teufel
RPL34A,IFH1,10.933129,teufel
RPL34A,RAP1,4.592953,teufel
RPL34A,SFP1,20.572894,teufel
RPL34B,IFH1,16.862917,teufel
RPL34B,RAP1,11.279377,teufel
RPL34B,SFP1,27.315293,teufel
RPL35A,CIN5,1.58394,teufel
RPL35A,IFH1,2.820085,teufel
RPL35A,RAP1,2.982474,teufel
RPL35B,FKH1,3.023154,yeastract_strict
RPL35B,PHD1,4.549244,teufel
RPL36A,ARO80,2.191279,teufel
RPL36A,IFH1,1.926682,teufel
RPL36A,MCM1,1.564736,teufel
RPL36A,MET31,0.221771,yeastract_strict
RPL36A,RAP1,0.744229,teufel
RPL36A,STE12,2.387394,teufel
RPL36A,YRM1,4.488324,teufel
RPL36B,RAP1,35.059562,teufel
RPL36B,SFP1,57.758405,teufel
RPL37A,IFH1,3.633087,teufel
RPL37A,RAP1,17.213553,teufel
RPL37A,SFP1,33.518005,teufel
RPL37B,RAP1,3.083408,teufel
RPL37B,YAP1,11.218585,yeastract_strict
RPL37B,YOX1,1.544439,teufel
RPL38,IFH1,12.804765,teufel
RPL38,RAP1,22.151525,teufel
RPL39,FKH1,0.697881,teufel
RPL39,IFH1,63.848272,teufel
RPL40A,IFH1,15.740706,teufel
RPL40A,RAP1,16.790481,teufel
RPL40A,TYE7,15.788585,teufel
RPL40A,YRR1,16.539575,yeastract_strict
RPL40B,FKH1,-6.037839,yeastract_strict
RPL40B,IFH1,9.476634,teufel
RPL40B,RAP1,17.749121,teufel
RPL40B,YRR1,25.224101,yeastract_strict
RPL41A,ARO80,39.857372,teufel
RPL41A,FKH1,2.950697,yeastract_strict
RPL41A,LEU3,137.181734,teufel
RPL41A,STE12,44.915667,teufel
RPL41B,RAP1,57.778811,teufel
RPL42A,IFH1,7.96486,teufel
RPL42A,RAP1,16.407275,teufel
RPL42A,SFP1,32.41355,teufel
RPL42B,DAL82,27.657837,teufel
RPL42B,PDR1,7.057559,yeastract_strict
RPL42B,RAP1,13.412646,teufel
RPL43A,IFH1,44.9089,teufel
RPL43A,RAP1,25.775875,teufel
RPL43B,CIN5,2.926602,teufel
RPL43B,RAP1,15.930488,teufel
RPL43B,SOK2,3.447273,teufel
RPL43B,TEC1,7.617728,teufel
RPL4A,ABF1,10.641103,teufel
RPL4A,RAP1,11.461382,teufel
RPL4B,RAP1,0.809186,teufel
RPL4B,YAP1,4.937798,yeastract_strict
RPL5,IFH1,30.736832,teufel
RPL5,PHO2,25.825623,teufel
RPL5,RAP1,16.124296,teufel
RPL5,SFP1,7.863041,teufel
RPL5,YRR1,7.826268,yeastract_strict
RPL6A,FKH1,-0.293654,yeastract_strict
RPL6A,IFH1,27.875753,teufel
RPL6A,RAP1,4.933472,teufel
RPL6A,SFP1,39.090506,teufel
RPL6B,IFH1,15.390916,teufel
RPL6B,RAP1,6.39107,teufel
RPL6B,SFP1,15.1555,teufel
RPL7A,IFH1,20.170258,teufel
RPL7A,RAP1,8.931444,teufel
RPL7A,SFP1,27.625176,teufel
RPL7B,IFH1,2.500468,teufel
RPL7B,RAP1,5.020072,teufel
RPL7B,SFP1,4.646541,teufel
RPL8A,IFH1,5.077942,teufel
RPL8A,RAP1,3.161665,teufel
RPL8A,STE12,7.279193,teufel
RPL8A,TUP1,2.891562,teufel
RPL8B,FKH1,-6.471787,yeastract_strict
RPL8B,RAP1,8.209852,teufel
RPL8B,SFP1,12.6157,teufel
RPL8B,TUP1,31.017304,teufel
RPL9A,IFH1,2.252635,teufel
RPL9A,RAP1,4.404081,teufel
RPL9A,YRM1,36.507488,teufel
RPL9B,FKH1,-1.213422,yeastract_strict
RPL9B,IFH1,3.381967,teufel
RPL9B,MSN2,7.445885,yeastract_strict
RPL9B,SFP1,4.297339,teufel
RPL9B,TUP1,8.466277,teufel
RPM2,GCN4,0.006343,yeastract_strict
RPM2,YAP1,0.069778,teufel
RPN10,ABF1,3.529341,teufel
RPN10,MSN2,0.793309,teufel
RPN11,RAP1,1.160549,teufel
RPN11,RPN4,1.11341,teufel
RPN12,ASH1,0.279597,teufel
RPN13,RPN4,2.776687,yeastract_strict
RPN14,MSN2,0.893678,teufel
RPN2,MSN2,0.399459,teufel
RPN2,RPN4,4.244707,teufel
RPN3,RPN4,3.40348,teufel
RPN4,CBF1,0.417654,yeastract_strict
RPN4,HSF1,0.706153,teufel
RPN5,PDR1,0.285425,yeastract_strict
RPN5,RPN4,2.935455,teufel
RPN6,RPN4,3.327357,teufel
RPN7,MCM1,0.63861,teufel
RPN7,ROX1,1.380344,teufel
RPN7,RPN4,1.892505,teufel
RPN8,ABF1,0.135095,teufel
RPN8,RPN4,2.198761,teufel
RPN9,RPN4,2.575934,teufel
RPO21,RAP1,0.152048,teufel
RPO21,RPN4,0.681046,yeastract_strict
RPO31,ABF1,1.093622,teufel
RPO31,YRM1,0.343834,teufel
RPP0,ABF1,18.515904,teufel
RPP0,CIN5,25.411262,teufel
RPP0,RAP1,30.62239,teufel
RPP1A,ABF1,21.312259,teufel
RPP1A,RAP1,36.450091,teufel
RPP1B,IFH1,26.824514,teufel
RPP1B,MSN2,16.719393,teufel
RPP1B,RAP1,14.377376,teufel
RPP1B,SFP1,44.316952,teufel
RPP2A,IFH1,30.417814,teufel
RPP2A,RAP1,24.502008,teufel
RPP2B,RAP1,8.739757,teufel
RPP2B,YAP1,23.69269,teufel
RPS0A,IFH1,27.289994,teufel
RPS0A,RAP1,8.038946,teufel
RPS0A,SOK2,13.020236,teufel
RPS0B,GCN4,1.166683,teufel
RPS0B,RAP1,0.87397,teufel
RPS10A,FKH1,-3.180649,yeastract_strict
RPS10A,IFH1,23.788146,teufel
RPS10A,RAP1,12.514208,teufel
RPS10B,RAP1,2.351204,teufel
RPS10B,SOK2,3.376499,teufel
RPS10B,YAP1,7.080948,teufel
RPS11A,SFP1,55.712674,teufel
RPS11B,GCN4,2.388725,teufel
RPS12,FKH1,-0.479353,yeastract_strict
RPS12,IFH1,67.780126,teufel
RPS12,MSN2,61.1087,yeastract_strict
RPS12,RAP1,33.192955,teufel
RPS12,SFP1,6.940616,teufel
RPS13,RAP1,3.794009,teufel
RPS13,YAP1,19.566828,teufel
RPS14A,IFH1,42.454664,teufel
RPS14A,RAP1,27.245127,teufel
RPS14A,SFP1,62.11648,teufel
RPS14B,ABF1,3.980991,teufel
RPS14B,IFH1,0.999006,teufel
RPS14B,MET31,3.741095,yeastract_strict
RPS14B,RAP1,1.333977,teufel
RPS15,RAP1,13.491025,teufel
RPS15,TUP1,31.534323,teufel
RPS16A,MET32,11.710112,teufel
RPS16A,RAP1,13.110017,teufel
RPS16A,SFP1,28.483299,teufel
RPS16B,CBF1,9.069768,teufel
RPS16B,IFH1,8.552152,teufel
RPS16B,PDR1,1.575446,yeastract_strict
RPS16B,RAP1,9.073024,teufel
RPS16B,SFP1,15.831741,teufel
RPS17A,FKH1,-3.256139,yeastract_strict
RPS17A,IFH1,10.707001,teufel
RPS17A,RAP1,6.077974,teufel
RPS17A,SFP1,11.19235,teufel
RPS17B,RAP1,13.231536,teufel
RPS18A,RAP1,25.09067,teufel
RPS18B,FKH1,-0.935856,yeastract_strict
RPS18B,IFH1,14.016505,teufel
RPS18B,RAP1,13.388012,teufel
RPS18B,SFP1,20.009519,teufel
RPS19A,GCR1,0.562099,teufel
RPS19A,GCR2,5.557399,teufel
RPS19A,MET31,1.758773,yeastract_strict
RPS19A,PDR1,1.948381,yeastract_strict
RPS19A,RAP1,2.751911,teufel
RPS19B,FKH1,-0.092588,yeastract_strict
RPS19B,IFH1,7.260442,teufel
RPS19B,RAP1,4.1932,teufel
RPS19B,SFP1,22.615214,teufel
RPS1A,FKH1,-5.427115,yeastract_strict
RPS1A,IFH1,6.805125,teufel
RPS1A,RAP1,7.340593,teufel
RPS1A,TUP1,20.193012,teufel
RPS1B,FKH1,-6.328177,yeastract_strict
RPS1B,FKH2,4.987827,teufel
RPS1B,IFH1,6.089746,teufel
RPS1B,RAP1,23.981074,teufel
RPS1B,SFP1,52.165199,teufel
RPS2,FKH1,-18.336943,yeastract_strict
RPS2,RAP1,11.656102,teufel
RPS2,TUP1,56.27887,teufel
RPS20,GLN3,7.008964,yeastract_strict
RPS20,MET31,11.7244,yeastract_strict
RPS20,RAP1,11.70879,teufel
RPS20,SFP1,14.994549,teufel
RPS21A,ABF1,4.741316,teufel
RPS21A,RAP1,11.461628,teufel
RPS21B,CIN5,18.990648,teufel
RPS21B,IFH1,1.889712,teufel
RPS21B,RAP1,21.519503,teufel
RPS22A,FKH1,-2.694335,teufel
RPS22A,IFH1,30.596965,teufel
RPS22A,RAP1,16.204324,teufel
RPS22B,ABF1,1.917273,teufel
RPS22B,RPN4,0.076909,teufel
RPS22B,YAP1,3.435484,yeastract_strict
RPS23A,CIN5,5.83373,teufel
RPS23A,RAP1,3.984515,teufel
RPS23A,YAP1,12.286463,yeastract_strict
RPS23B,FKH1,-5.74687,yeastract_strict
RPS23B,IFH1,38.009766,teufel
RPS23B,RAP1,21.188017,teufel
RPS24A,GCN4,2.328549,teufel
RPS24A,PDR1,-0.02184,yeastract_strict
RPS24B,FKH1,0.424814,yeastract_strict
RPS24B,RAP1,9.581035,teufel
RPS24B,SFP1,12.928363,teufel
RPS25A,CIN5,2.591803,teufel
RPS25A,GTS1,0.537021,teufel
RPS25A,IFH1,6.968125,teufel
RPS25A,RAP1,25.634078,teufel
RPS25A,TEC1,20.24957,teufel
RPS25B,CIN5,6.134182,teufel
RPS25B,FKH1,0.380786,yeastract_strict
RPS25B,IFH1,2.798597,teufel
RPS25B,RAP1,1.962297,teufel
RPS25B,YRM1,14.102007,teufel
RPS26A,IFH1,27.172393,teufel
RPS26A,MSN2,22.560968,teufel
RPS26A,RAP1,12.169526,teufel
RPS26A,SFP1,38.94963,teufel
RPS26B,FHL1,7.606883,teufel
RPS26B,IFH1,8.947935,teufel
RPS26B,MSN2,1.090677,teufel
RPS26B,PHD1,1.955394,teufel
RPS26B,RAP1,1.439371,teufel
RPS26B,STE12,12.090845,teufel
RPS27A,IFH1,5.001165,teufel
RPS27A,RAP1,4.607069,teufel
RPS27A,SOK2,5.095164,teufel
RPS27B,FKH1,-7.071317,yeastract_strict
RPS27B,IFH1,21.29028,teufel
RPS27B,RAP1,12.452164,teufel
RPS27B,SFP1,25.350295,teufel
RPS28A,FKH1,3.172885,yeastract_strict
RPS28A,SFP1,121.77698,teufel
RPS28B,CIN5,0.483074,teufel
RPS28B,TUP1,0.675312,teufel
RPS29A,IFH1,18.414598,teufel
RPS29A,RAP1,8.32104,teufel
RPS29B,ABF1,4.329735,teufel
RPS29B,IFH1,9.551372,teufel
RPS29B,PHD1,4.700795,teufel
RPS29B,RAP1,5.780912,teufel
RPS3,FKH1,-2.035716,yeastract_strict
RPS3,GCN4,2.208868,teufel
RPS3,HMO1,4.386021,teufel
RPS3,RAP1,-1.37647,teufel
RPS3,YAP1,7.262599,teufel
RPS30A,ACE2,1.885007,teufel
RPS30A,RAP1,6.867073,teufel
RPS30A,RPN4,11.667848,yeastract_strict
RPS30B,IFH1,20.896267,teufel
RPS30B,SFP1,27.559063,teufel
RPS31,IFH1,72.605916,teufel
RPS31,RAP1,41.574666,teufel
RPS31,SFP1,78.824017,teufel
RPS4A,ACE2,1.09783,teufel
RPS4A,FKH1,-2.082644,yeastract_strict
RPS4A,GCN4,1.16976,teufel
RPS4A,RAP1,0.243102,teufel
RPS4B,RAP1,3.557133,teufel
RPS4B,TUP1,6.875038,teufel
RPS5,RAP1,8.229429,teufel
RPS5,YAP1,22.818063,yeastract_strict
RPS5,YRR1,6.065423,yeastract_strict
RPS6A,IFH1,14.56756,teufel
RPS6A,RAP1,4.860958,teufel
RPS6A,SFP1,13.106331,teufel
RPS6B,SFP1,18.525954,teufel
RPS6B,TUP1,16.421977,teufel
RPS7A,FKH1,-2.607659,yeastract_strict
RPS7A,IFH1,7.29209,teufel
RPS7A,RAP1,7.869407,teufel
RPS7A,SFP1,20.996369,teufel
RPS7B,CBF1,0.664158,teufel
RPS7B,FKH1,-0.372866,yeastract_strict
RPS7B,IFH1,4.033319,teufel
RPS7B,RAP1,3.465464,teufel
RPS7B,SFP1,7.435353,teufel
RPS8A,FKH1,-4.843327,yeastract_strict
RPS8A,RAP1,0.604113,teufel
RPS8A,SFP1,3.519726,teufel
RPS8A,TUP1,10.761418,teufel
RPS8B,HSF1,5.926956,teufel
RPS8B,RAP1,1.51399,teufel
RPS8B,SFP1,0.736003,teufel
RPS9A,RAP1,6.267293,teufel
RPS9A,SFP1,11.955562,teufel
RPS9A,TEC1,2.154776,teufel
RPS9B,IFH1,45.273541,teufel
RPS9B,RAP1,19.19525,teufel
RPS9B,SFP1,42.694873,teufel
RPT1,IXR1,2.04706,yeastract_strict
RPT1,RPN4,1.940999,teufel
RPT2,REB1,1.347946,teufel
RPT2,RPN4,2.520743,yeastract_strict
RPT3,RPN4,2.773919,teufel
RPT4,CBF1,0.409667,yeastract_strict
RPT4,RPN4,2.87694,teufel
RPT5,RPN4,2.527893,teufel
RPT6,RPN4,4.102784,teufel
RRB1,CBF1,9.401321,yeastract_strict
RRB1,YOX1,0.522662,teufel
RRD2,MBP1,0.314315,yeastract_strict
RRN11,STE12,0.746338,teufel
RRN6,STE12,0.639487,teufel
RRP12,ABF1,1.454267,teufel
RRP12,SPT23,1.338644,teufel
RRP14,AFT1,2.200229,teufel
RRP36,REB1,0.822698,teufel
RRP6,CBF1,3.314966,teufel
RRP7,SOK2,0.99423,teufel
RRT13,SOK2,0.274505,teufel
RRT14,CBF1,5.000678,teufel
RRT8,MSN2,0.1585,teufel
RRT8,SKN7,1.035256,teufel
RSA4,GCN4,0.093061,yeastract_strict
RSC2,ABF1,0.554309,teufel
RSC8,RIM101,3.996669,yeastract_strict
RSE1,RPN4,0.603917,yeastract_strict
RSF2,ABF1,0.261829,teufel
RSF2,SOK2,0.328935,teufel
RSF2,STE12,0.104472,teufel
RSF2,TEC1,0.241672,teufel
RSM10,TUP1,0.195161,teufel
RSM10,YAP1,0.290789,yeastract_strict
RSM25,INO4,1.270303,yeastract_strict
RSM26,ECM22,1.42387,teufel
RSM28,MET31,0.768741,yeastract_strict
RSM7,MSN2,1.689726,teufel
RSM7,TEC1,0.977221,teufel
RSN1,RAP1,0.906174,teufel
RSN1,STE12,1.531532,yeastract_strict
RSP5,ACE2,0.096452,teufel
RSP5,MBP1,0.068053,teufel
RSP5,RAP1,0.355219,teufel
RSR1,STE12,0.372,teufel
RSR1,TEC1,0.53874,teufel
RTC3,FKH1,-0.050211,teufel
RTC3,PDR1,0.10465,teufel
RTC3,YAP1,0.186937,teufel
RTC6,SFP1,2.650074,teufel
RTG2,GCN4,0.09843,teufel
RTG2,YAP1,0.018764,teufel
RTG3,GCN4,0.018493,teufel
RTK1,GCN4,0.021928,teufel
RTK1,YAP1,0.002234,teufel
RTN1,ABF1,2.111001,teufel
RTN1,RAP1,0.947335,teufel
RTS3,CIN5,0.036792,teufel
RTS3,GCN4,0.032415,teufel
RTS3,HSF1,-0.021772,yeastract_strict
RTS3,PDR1,-0.054017,teufel
RTS3,YAP1,-0.018195,teufel
RTT107,INO4,0.310216,teufel
RUP1,ACE2,0.060848,teufel
RUP1,PDR1,0.321183,teufel
RUP1,STE12,0.664139,teufel
RVB1,MCM1,2.168852,teufel
RVB2,MCM1,2.775681,teufel
RVS167,RAP1,4.156547,teufel
RXT2,ABF1,0.279886,teufel
RXT3,INO4,0.743827,yeastract_strict
SAC7,SOK2,0.530015,teufel
SAF1,SOK2,0.360074,teufel
SAG1,STE12,0.354429,teufel
SAH1,CBF1,26.694277,yeastract_strict
SAM1,MET31,2.140466,teufel
SAM1,MET32,1.422785,teufel
SAM1,MET4,2.940735,teufel
SAM1,RAP1,1.042507,teufel
SAM1,SOK2,0.97508,teufel
SAM2,CBF1,0.056008,teufel
SAM2,MET31,4.007456,teufel
SAM2,MET32,0.494593,teufel
SAM2,MSN2,0.380156,yeastract_strict
SAM3,GCN4,0.308683,yeastract_strict
SAM3,SOK2,0.541096,teufel
SAM3,YHP1,1.239232,teufel
SAM35,MSN2,2.194391,teufel
SAM4,GCN4,0.053447,teufel
SAP155,STE12,0.421372,teufel
SAP155,YRM1,0.219762,teufel
SAP185,YAP1,0.334371,yeastract_strict
SAR1,FKH1,6.84984,yeastract_strict
SAS4,YAP1,0.140962,teufel
SAT4,RPN4,1.286464,yeastract_strict
SAT4,STE12,0.919376,teufel
SBA1,MSN2,29.745426,teufel
SBH1,ACE2,4.348499,teufel
SBH2,CIN5,15.06398,teufel
SBP1,CIN5,4.05958,teufel
SBP1,GCR1,3.664614,teufel
SCC2,TEC1,0.673121,teufel
SCC4,MET31,0.540666,yeastract_strict
SCD6,ABF1,1.380949,teufel
SCH9,CIN5,2.048009,teufel
SCL1,RPN4,4.072946,teufel
SCM4,SOK2,0.528021,teufel
SCO1,MSN2,1.232536,teufel
SCO2,STE12,0.680882,teufel
SCP1,RAP1,1.158727,teufel
SCP160,ACE2,1.568856,teufel
SCP160,STE12,6.223134,teufel
SCS2,RAP1,4.273368,teufel
SCS2,STE12,5.541076,teufel
SCS22,ABF1,0.682558,teufel
SCS3,ASH1,0.036184,teufel
SCS3,GCN4,0.037572,teufel
SCS7,OAF3,1.988703,teufel
SCT1,ABF1,1.445645,teufel
SCT1,HSF1,1.419604,teufel
SCW10,ASH1,1.477628,teufel
SCW10,PHD1,5.850716,teufel
SCW10,SOK2,2.320162,teufel
SCW10,STE12,0.349539,teufel
SCW10,TEC1,0.081648,teufel
SCW10,YAP1,1.262353,teufel
SCW4,PHD1,0.18641,teufel
SCW4,RAP1,2.897835,teufel
SCW4,SOK2,5.638232,teufel
SDA1,ADR1,1.350521,teufel
SDA1,PDR1,2.612981,teufel
SDC1,PDR3,3.177132,yeastract_strict
SDC25,HAP2,0.696086,teufel
SDS23,MSN2,0.351373,teufel
SDS23,RAP1,0.633146,teufel
SEC10,SFP1,2.435163,teufel
SEC11,ABF1,3.745369,teufel
SEC14,ABF1,3.197378,teufel
SEC16,SFP1,4.292037,teufel
SEC18,ABF1,1.206382,teufel
SEC2,STE12,0.017825,teufel
SEC2,YRM1,0.836438,teufel
SEC21,TEC1,3.468081,teufel
SEC22,RAP1,1.416733,teufel
SEC31,MSN2,2.823415,teufel
SEC31,RAP1,2.461241,teufel
SEC4,CBF1,8.341707,yeastract_strict
SEC59,RAP1,0.420507,yeastract_strict
SEC61,REB1,5.258047,teufel
SEC7,CBF1,9.121328,yeastract_strict
SEC72,ABF1,1.483163,teufel
SEC8,FLO8,0.565212,teufel
SEC8,OTU1,0.286985,teufel
SEC9,YAP1,0.393926,yeastract_strict
SED1,GCN4,1.965789,yeastract_strict
SED1,SWI4,-6.442558,teufel
SED1,TEC1,-3.05664,teufel
SED1,YAP1,9.993326,teufel
SED1,YOX1,-8.150659,teufel
SEH1,PHO4,3.710127,teufel
SEM1,YAP1,1.905989,yeastract_strict
SEN2,YAP1,0.29511,yeastract_strict
SER1,GCN4,0.271986,teufel
SER1,SOK2,0.996783,teufel
SER1,YAP1,0.297133,teufel
SER3,ACE2,0.10597,teufel
SER3,IXR1,0.015566,teufel
SER3,STE12,0.067463,teufel
SER3,SWI6,0.232964,teufel
SER33,CBF1,2.972422,teufel
SER33,MET32,0.896935,teufel
SES1,CBF1,4.463219,teufel
SES1,PHO2,13.407869,teufel
SET2,ABF1,0.365784,teufel
SET2,STE12,0.475317,teufel
SET3,ABF1,0.254669,teufel
SEY1,CAD1,1.868707,teufel
SEY1,CBF1,0.280698,yeastract_strict
SFA1,YAP1,0.986733,teufel
SFB3,CBF1,2.562467,teufel
SFB3,MCM1,2.164803,teufel
SFG1,ECM22,0.465889,teufel
SFG1,RAP1,0.084873,teufel
SFG1,TEC1,-0.106636,teufel
SFH5,ABF1,1.221883,teufel
SFH5,STE12,0.815511,teufel
SFH5,TEC1,0.081619,teufel
SFK1,HAP1,0.11115,teufel
SFK1,HSF1,0.193444,teufel
SFP1,RAP1,0.145559,teufel
SFP1,TEC1,0.152046,teufel
SFT1,RAP1,0.639679,yeastract_strict
SFT1,TEC1,0.53212,teufel
SFT2,GCN4,0.094447,teufel
SGE1,MSN2,0.785713,teufel
SGE1,TEC1,0.092298,teufel
SGO1,RAP1,0.313427,teufel
SGT1,ABF1,0.870616,teufel
SGT2,HSF1,5.574204,teufel
SGT2,RPN4,4.376005,teufel
SHE10,ACE2,0.789853,teufel
SHE10,MSN2,1.713439,teufel
SHE3,STE12,1.714217,teufel
SHE9,INO4,0.209079,yeastract_strict
SHE9,RPN4,0.095447,yeastract_strict
SHM1,STE12,11.872096,teufel
SHM2,ABF1,4.807448,teufel
SHM2,BAS1,3.759799,teufel
SHO1,STE12,1.336019,teufel
SHO1,TEC1,1.212883,teufel
SHR5,RAP1,0.497196,teufel
SHU1,STE12,0.331806,teufel
SHY1,SOK2,0.310224,teufel
SIC1,ACE2,1.372604,teufel
SIF2,STE12,0.653696,teufel
SIL1,HAC1,0.03137,teufel
SIL1,STE12,0.183475,teufel
SIL1,TEC1,0.019535,teufel
SIM1,ASH1,-0.220369,teufel
SIM1,SOK2,0.794539,teufel
SIM1,SWI4,4.302673,teufel
SIM1,TEC1,3.335529,teufel
SIM1,TUP1,1.108643,teufel
SIN4,CIN5,0.479744,teufel
SIN4,PDR1,0.88608,yeastract_strict
SIP1,ABF1,0.551942,teufel
SIP2,RAP1,0.120072,teufel
SIP2,YRR1,0.159852,yeastract_strict
SIP3,CBF1,2.334452,yeastract_strict
SIR1,TEC1,0.18686,teufel
SIR1,TUP1,0.144337,teufel
SIS1,HSF1,1.673455,teufel
SIS1,SPT23,1.307384,teufel
SIS2,ABF1,1.27969,teufel
SIT1,IXR1,6.662189,yeastract_strict
SIZ1,RAP1,0.291198,teufel
SKG6,MBP1,0.001533,teufel
SKG6,STE12,0.973495,teufel
SKI6,ABF1,0.796243,teufel
SKI6,HSF1,0.371342,teufel
SKI7,YRM1,0.484692,teufel
SKM1,ASH1,0.150804,teufel
SKN1,MCM1,0.276344,teufel
SKN1,RAP1,0.186989,teufel
SKN7,DAL82,0.46356,teufel
SKN7,SOK2,0.393093,teufel
SKP2,GCN4,0.027473,teufel
SKP2,YRM1,0.023523,teufel
SKS1,CST6,0.5494,yeastract_strict
SKS1,SOK2,0.152251,teufel
SKS1,TEC1,0.101673,teufel
SKY1,ABF1,0.966431,teufel
SLA1,ABF1,1.630466,teufel
SLA1,MSN2,0.997849,teufel
SLA2,YRR1,5.571058,yeastract_strict
SLD5,RAP1,0.311951,teufel
SLG1,RAP1,0.292525,teufel
SLK19,FKH1,0.270725,yeastract_strict
SLM3,RAP1,0.297893,teufel
SLM4,RAP1,0.763181,teufel
SLM4,SOK2,0.22863,teufel
SLM4,TEC1,0.712162,teufel
SLM5,RLM1,0.719885,teufel
SLT2,RLM1,4.229654,teufel
SLU7,STE12,0.376721,teufel
SLX4,STE12,0.342368,teufel
